"Name","Pos","Year","GP","G","A","Pts.","Pt/Gm","PEN","PIM","GWG","PPG","SHG","ENG","Season","Team"
"Kaitlyn McInnis","F","Jr","28","1","7","8","0.2857","13","34","0","0","0","0","2011-2012","amherst"
"Courtney Baranek","F","So","28","3","4","7","0.2500","0","0","2","0","0","0","2011-2012","amherst"
"Hayley Opperman","D","So","28","0","7","7","0.2500","8","16","0","0","0","0","2011-2012","amherst"
"Megan Doyen","F","Jr","28","4","2","6","0.2143","1","2","0","0","0","0","2011-2012","amherst"
"Avery Stone","F/D","So","26","0","5","5","0.1923","4","8","0","0","0","0","2011-2012","amherst"
"Anne Gillard","F","Fr","26","1","2","3","0.1154","1","2","0","0","0","0","2011-2012","amherst"
"Kate Beemer","D","Fr","7","0","1","1","0.1429","2","4","0","0","0","0","2011-2012","amherst"
"Madeline Tank","F","Fr","24","0","1","1","0.0417","6","12","0","0","0","0","2011-2012","amherst"
"Kerri Stuart","G","So","10","0","0","0","0.0000","1","2","0","0","0","0","2011-2012","amherst"
"Sinead Murphy","G","Sr","18","0","0","0","0.0000","0","0","0","0","0","0","2011-2012","amherst"
"Alex Carpenter","F/C","Fr","35","22","18","40","1.1429","0","0","4","5","3","1","2011-2012","boston-college"
"Emily Field","F","Fr","37","13","20","33","0.8919","17","34","4","8","1","0","2011-2012","boston-college"
"Ashley Motherwell","F","Jr","37","13","15","28","0.7568","10","20","1","5","0","1","2011-2012","boston-college"
"Mary Restuccia","F","Sr","35","5","23","28","0.8000","24","48","1","2","0","0","2011-2012","boston-college"
"Taylor Wasylk","F","So","36","14","9","23","0.6389","26","85","2","3","0","1","2011-2012","boston-college"
"Blake Bolden","D","Jr","37","9","13","22","0.5946","0","0","3","4","0","0","2011-2012","boston-college"
"Danielle Welch","C","Sr","37","11","9","20","0.5405","11","22","3","2","1","0","2011-2012","boston-college"
"Emily Pfalzer","D","Fr","37","5","13","18","0.4865","4","8","1","0","0","0","2011-2012","boston-college"
"Dru Burns","D","Jr","37","3","15","18","0.4865","7","14","2","1","0","0","2011-2012","boston-college"
"Meagan Mangene","D","So","37","2","15","17","0.4595","8","16","0","0","0","0","2011-2012","boston-college"
"Jackie Young","D","So","37","6","10","16","0.4324","10","20","1","2","0","0","2011-2012","boston-college"
"Kate Leary","F","Fr","37","3","7","10","0.2703","5","10","0","0","0","0","2011-2012","boston-college"
"Caitlin Walsh","F","Jr","37","2","5","7","0.1892","10","20","0","0","0","0","2011-2012","boston-college"
"Melissa Bizzari","F","So","27","2","4","6","0.2222","7","14","1","0","0","0","2011-2012","boston-college"
"Alison Szlosek","LW","Sr","37","1","2","3","0.0811","4","8","1","0","0","0","2011-2012","boston-college"
"Kristina Brown","F","Jr","37","0","2","2","0.0541","7","14","0","0","0","0","2011-2012","boston-college"
"Andrea Green","F","Sr","37","1","0","1","0.0270","3","6","1","0","0","0","2011-2012","boston-college"
"Jessica Martino","D","Sr","35","0","1","1","0.0286","3","6","0","0","0","0","2011-2012","boston-college"
"Megan Shea","F","Sr","15","0","0","0","0.0000","1","2","0","0","0","0","2011-2012","boston-college"
"Kristin Regan","D","Sr","1","0","0","0","0.0000","0","0","0","0","0","0","2011-2012","boston-college"
"Kiera Kingston","G","Sr","2","0","0","0","0.0000","0","0","0","0","0","0","2011-2012","boston-college"
"Corinne Boyles","G","Jr","37","0","0","0","0.0000","0","0","0","0","0","0","2011-2012","boston-college"
"Rachel Hennessy","F","Fr","23","20","8","28","1.2174","16","32","4","1","1","0","2011-2012","augsburg"
"Sara Rajewsky","F","Fr","19","6","8","14","0.7368","11","22","1","2","1","0","2011-2012","augsburg"
"Jessica Larkin","F","Jr","23","5","9","14","0.6087","5","10","0","1","0","0","2011-2012","augsburg"
"Kendall Christian","F","Fr","23","4","7","11","0.4783","22","44","1","1","0","0","2011-2012","augsburg"
"Erica Berthold","F","Jr","23","4","3","7","0.3043","8","16","0","1","0","0","2011-2012","augsburg"
"Casey Miller","F/D","Fr","25","2","5","7","0.2800","2","4","0","0","0","0","2011-2012","augsburg"
"Jeanna Dudley","D","Jr","25","1","5","6","0.2400","11","22","0","1","0","0","2011-2012","augsburg"
"Diana Bocklund","D","Jr","23","0","6","6","0.2609","3","6","0","0","0","0","2011-2012","augsburg"
"Jess Geisinger","F","Jr","23","2","2","4","0.1739","10","20","0","0","0","0","2011-2012","augsburg"
"Katie Lamirande","D","Jr","23","0","3","3","0.1304","8","16","0","0","0","0","2011-2012","augsburg"
"Nicole Gorr","F","So","23","2","0","2","0.0870","2","4","0","1","0","0","2011-2012","augsburg"
"Devon Ellena","D","So","15","0","2","2","0.1333","4","8","0","0","0","0","2011-2012","augsburg"
"Emerson Ball","D","So","23","0","2","2","0.0870","4","8","0","0","0","0","2011-2012","augsburg"
"Sandra Hinz","D","Jr","22","1","0","1","0.0455","10","20","0","0","1","0","2011-2012","augsburg"
"Carissa Miller","F","Jr","23","0","1","1","0.0435","3","6","0","0","0","0","2011-2012","augsburg"
"Crystal Amunrud","G","Fr","5","0","0","0","0.0000","0","0","0","0","0","0","2011-2012","augsburg"
"Jenna Marquardt","F","Sr","25","0","0","0","0.0000","1","2","0","0","0","0","2011-2012","augsburg"
"Amy Wenzel","F","Jr","2","0","0","0","0.0000","0","0","0","0","0","0","2011-2012","augsburg"
"Brianna Schulz","G","Fr","15","0","0","0","0.0000","0","0","0","0","0","0","2011-2012","augsburg"
"Alex Hall","G","So","5","0","0","0","0.0000","0","0","0","0","0","0","2011-2012","augsburg"
"Sadie Lundquist","F","Jr","37","12","23","35","0.9459","12","24","3","8","1","0","2011-2012","bemidji-state"
"Emily Erickson","F","Sr","32","17","15","32","1.0000","8","24","3","3","1","1","2011-2012","bemidji-state"
"Montana Vichorek","D","Sr","34","8","23","31","0.9118","9","18","1","6","1","0","2011-2012","bemidji-state"
"Marlee Wheelhouse","D","Sr","37","9","18","27","0.7297","7","14","0","7","0","0","2011-2012","bemidji-state"
"Erika Wheelhouse","D","Jr","37","8","16","24","0.6486","5","10","0","4","0","0","2011-2012","bemidji-state"
"Mackenzie Thurston","F","Jr","37","1","14","15","0.4054","5","21","0","0","0","0","2011-2012","bemidji-state"
"Natasha Kostenko","F","Fr","33","6","7","13","0.3939","6","12","0","2","0","0","2011-2012","bemidji-state"
"Kristin Huber","F","Fr","33","5","8","13","0.3939","15","30","0","1","0","0","2011-2012","bemidji-state"
"Tess Dusik","F","So","35","7","5","12","0.3429","23","46","2","2","0","0","2011-2012","bemidji-state"
"Kimberly Lieder","D","Sr","37","5","7","12","0.3243","14","28","1","1","0","0","2011-2012","bemidji-state"
"Rachael Kelly","F","Fr","27","5","5","10","0.3704","3","6","3","0","0","0","2011-2012","bemidji-state"
"Abby Williams","F","Sr","35","2","8","10","0.2857","3","6","2","0","0","0","2011-2012","bemidji-state"
"Whitney Wivoda","F","Fr","36","5","4","9","0.2500","2","4","0","2","0","0","2011-2012","bemidji-state"
"Lauren Williams","F","Sr","37","5","2","7","0.1892","14","31","1","0","0","1","2011-2012","bemidji-state"
"Molly Arola","F","Jr","37","2","4","6","0.1622","6","12","0","0","0","1","2011-2012","bemidji-state"
"Danielle Williams","D/F","So","36","2","1","3","0.0833","8","16","1","0","0","0","2011-2012","bemidji-state"
"Kristi King","F","So","31","2","1","3","0.0968","5","10","0","0","0","0","2011-2012","bemidji-state"
"Emily McKnight","F","So","7","0","3","3","0.4286","1","2","0","0","0","0","2011-2012","bemidji-state"
"Kayleigh Chapman","D","Fr","28","0","2","2","0.0714","6","12","0","0","0","0","2011-2012","bemidji-state"
"Tegan Rose","D","Fr","2","0","1","1","0.5000","1","2","0","0","0","0","2011-2012","bemidji-state"
"Alexandria Citrowske","F","Fr","5","0","0","0","0.0000","1","2","0","0","0","0","2011-2012","bemidji-state"
"Alana McElhinney","G","Sr","5","0","0","0","0.0000","0","0","0","0","0","0","2011-2012","bemidji-state"
"Jamie Hatheway","F/D","Jr","19","0","0","0","0.0000","5","10","0","0","0","0","2011-2012","bemidji-state"
"Alex Ehlert","D","So","11","0","0","0","0.0000","1","2","0","0","0","0","2011-2012","bemidji-state"
"Zuzana Tomcikova","G","Sr","33","0","0","0","0.0000","0","0","0","0","0","0","2011-2012","bemidji-state"
"Allie Duellman","D","So","3","0","0","0","0.0000","1","2","0","0","0","0","2011-2012","bemidji-state"
"Jessica Havel","G","Jr","1","0","0","0","0.0000","0","0","0","0","0","0","2011-2012","bemidji-state"
"Kayte Holtz","F","Jr","26","15","17","32","1.2308","2","4","4","5","0","0","2011-2012","bowdoin"
"Kim Tess-Wanat","F","Jr","26","14","12","26","1.0000","6","12","4","0","0","0","2011-2012","bowdoin"
"Dominique Lozzi","F","Sr","26","4","13","17","0.6538","11","22","0","0","1","0","2011-2012","bowdoin"
"Chelsea MacNeil","F","Fr","26","8","8","16","0.6154","2","4","1","3","0","0","2011-2012","bowdoin"
"Stephanie Ludy","F","Jr","26","9","5","14","0.5385","7","14","3","2","0","0","2011-2012","bowdoin"
"Kendra Sweet","D","Sr","26","2","12","14","0.5385","8","16","0","0","0","0","2011-2012","bowdoin"
"Madeline Lane","D","So","26","3","5","8","0.3077","14","39","0","1","0","0","2011-2012","bowdoin"
"Emily Tang","D","So","26","2","6","8","0.3077","11","22","0","1","0","0","2011-2012","bowdoin"
"Mallory Andrews","F","So","26","3","4","7","0.2692","6","12","0","0","1","0","2011-2012","bowdoin"
"Shelagh Merrill","F","Sr","25","3","4","7","0.2800","8","16","0","1","0","0","2011-2012","bowdoin"
"Kenzie Novak","F","Jr","26","2","5","7","0.2692","5","10","0","0","0","0","2011-2012","bowdoin"
"Alexandra Fahey","F","Sr","26","1","6","7","0.2692","10","20","0","1","0","0","2011-2012","bowdoin"
"Colleen Finnerty","F","Fr","25","4","2","6","0.2400","5","10","0","0","0","0","2011-2012","bowdoin"
"Maddie Baird","F","Fr","22","1","4","5","0.2273","4","8","0","0","0","0","2011-2012","bowdoin"
"Gabby Grandin","D","Fr","26","0","4","4","0.1538","8","16","0","0","0","0","2011-2012","bowdoin"
"Alexandra Chlebeck","F","Sr","2","1","1","2","1.0000","0","0","0","0","0","0","2011-2012","bowdoin"
"Schuyler Nardelli","F","Fr","26","0","1","1","0.0385","1","2","0","0","0","0","2011-2012","bowdoin"
"Maura Allen","D","So","16","0","0","0","0.0000","1","2","0","0","0","0","2011-2012","bowdoin"
"Lauren Pashkowski","D","So","22","0","0","0","0.0000","0","0","0","0","0","0","2011-2012","bowdoin"
"Sage Santangelo","G","Sr","3","0","0","0","0.0000","0","0","0","0","0","0","2011-2012","bowdoin"
"Tara Connolly","G","Jr","13","0","0","0","0.0000","2","4","0","0","0","0","2011-2012","bowdoin"
"Kayla Lessard","G","Jr","11","0","0","0","0.0000","0","0","0","0","0","0","2011-2012","bowdoin"
"Biz Huss","F","Jr","27","15","14","29","1.0741","12","24","1","9","0","1","2011-2012","bethel"
"Cristina Masten","F","So","27","17","10","27","1.0000","2","4","5","8","1","1","2011-2012","bethel"
"Anna Carlson","D","Sr","27","4","22","26","0.9630","8","16","0","1","0","0","2011-2012","bethel"
"Kalie Johnson","F","Fr","27","11","12","23","0.8519","6","12","2","4","0","0","2011-2012","bethel"
"Rachael Geng","D","Sr","27","5","14","19","0.7037","11","22","0","3","0","0","2011-2012","bethel"
"Kate Wahlin","D","Jr","27","7","4","11","0.4074","9","18","1","1","0","0","2011-2012","bethel"
"Charise Kendrick","F","So","27","6","5","11","0.4074","15","30","1","0","1","0","2011-2012","bethel"
"Sarah Kartak","F","Jr","27","1","6","7","0.2593","3","6","0","0","0","0","2011-2012","bethel"
"Molly Eagles","D","Jr","24","3","2","5","0.2083","7","14","2","1","0","0","2011-2012","bethel"
"Haley Toter","D/F","Sr","22","2","3","5","0.2273","6","12","0","0","0","0","2011-2012","bethel"
"Kaylen Erchul","F","Fr","27","2","2","4","0.1481","4","8","0","0","0","1","2011-2012","bethel"
"Allison Linde","F","So","27","1","3","4","0.1481","3","6","0","0","0","0","2011-2012","bethel"
"Casie Ecklund","D","So","27","1","2","3","0.1111","3","6","0","0","0","0","2011-2012","bethel"
"Melanie Robertson","D","So","27","0","1","1","0.0370","18","36","0","0","0","0","2011-2012","bethel"
"Callie Halverson","F","Fr","26","0","0","0","0.0000","6","12","0","0","0","0","2011-2012","bethel"
"Jess Newstrom","G","Jr","22","0","0","0","0.0000","0","0","0","0","0","0","2011-2012","bethel"
"Nicole Playter","G","Fr","1","0","0","0","0.0000","0","0","0","0","0","0","2011-2012","bethel"
"Missy Vavra","F","Fr","27","0","0","0","0.0000","5","10","0","0","0","0","2011-2012","bethel"
"Michelle Munsterman","F","Fr","27","0","0","0","0.0000","0","0","0","0","0","0","2011-2012","bethel"
"Cali Miller","F","Jr","18","0","0","0","0.0000","1","2","0","0","0","0","2011-2012","bethel"
"Sophie Borgerding","G","So","4","0","0","0","0.0000","0","0","0","0","0","0","2011-2012","bethel"
"Jenn Wakefield","F","Sr","36","29","28","57","1.5833","27","54","5","10","3","2","2011-2012","boston-university"
"Isabel Menard","F","Jr","37","18","30","48","1.2973","5","10","1","6","0","2","2011-2012","boston-university"
"Kayla Tutino","F","Fr","38","19","20","39","1.0263","15","30","3","7","3","0","2011-2012","boston-university"
"Marie-Philip Poulin","F","So","16","11","14","25","1.5625","7","14","3","1","2","0","2011-2012","boston-university"
"Tara Watchorn","D","Sr","28","5","20","25","0.8929","23","46","2","3","0","0","2011-2012","boston-university"
"Jill Cardella","F","Jr","38","11","10","21","0.5526","14","28","2","1","2","0","2011-2012","boston-university"
"Louise Warren","F","So","37","8","10","18","0.4865","5","10","1","2","1","0","2011-2012","boston-university"
"Taylor Holze","F","Jr","37","5","11","16","0.4324","7","22","1","0","0","0","2011-2012","boston-university"
"Kasey Boucher","D","Sr","37","2","14","16","0.4324","5","10","1","0","0","0","2011-2012","boston-university"
"Kathryn Miller","D","Jr","38","2","14","16","0.4211","11","22","1","1","0","0","2011-2012","boston-university"
"Jenelle Kohanchuk","F","Sr","7","4","5","9","1.2857","2","4","2","2","1","0","2011-2012","boston-university"
"Kaleigh Fratkin","D","So","38","3","6","9","0.2368","32","64","0","2","0","0","2011-2012","boston-university"
"Carly Warren","D","Sr","38","1","8","9","0.2368","13","26","0","0","1","0","2011-2012","boston-university"
"Caroline Campbell","D","So","31","2","4","6","0.1935","14","28","0","0","0","0","2011-2012","boston-university"
"Shannon Mahoney","F","Jr","38","3","1","4","0.1053","9","18","0","0","0","0","2011-2012","boston-university"
"Cristina Wiley","F","Jr","38","0","4","4","0.1053","3","6","0","0","0","0","2011-2012","boston-university"
"Shannon Stoneburgh","D","Fr","36","2","1","3","0.0833","16","32","1","0","0","0","2011-2012","boston-university"
"Britt Hergesheimer","F","Jr","32","0","2","2","0.0625","4","8","0","0","0","0","2011-2012","boston-university"
"Kerrin Sperry","G","So","34","0","2","2","0.0588","2","4","0","0","0","0","2011-2012","boston-university"
"Sarah Bayersdorfer","F","Fr","34","0","2","2","0.0588","3","6","0","0","0","0","2011-2012","boston-university"
"Alissa Fromkin","G","Jr","2","0","0","0","0.0000","0","0","0","0","0","0","2011-2012","boston-university"
"Anya Battaglino","D","So","8","0","0","0","0.0000","1","2","0","0","0","0","2011-2012","boston-university"
"Samantha Pulley","F","Jr","10","0","0","0","0.0000","0","0","0","0","0","0","2011-2012","boston-university"
"Meghan Riggs","F","So","28","0","0","0","0.0000","0","0","0","0","0","0","2011-2012","boston-university"
"Braly Hiller","G","So","3","0","0","0","0.0000","0","0","0","0","0","0","2011-2012","boston-university"
"Katelyn Landry","F","Sr","31","7","12","19","0.6129","1","2","2","1","1","0","2011-2012","brown"
"Sarah Robson","F","Fr","31","10","7","17","0.5484","11","22","1","4","0","0","2011-2012","brown"
"Alena Polenska","F","Jr","23","7","8","15","0.6522","6","12","1","3","0","0","2011-2012","brown"
"Jessica Hoyle","F","So","30","5","8","13","0.4333","6","12","0","2","0","0","2011-2012","brown"
"Jennifer Nedow","D","So","31","1","12","13","0.4194","5","10","0","0","0","0","2011-2012","brown"
"Janice Yang","F","Fr","23","5","6","11","0.4783","7","14","1","3","0","0","2011-2012","brown"
"Laurie Jolin","F","Jr","31","4","7","11","0.3548","3","6","0","1","0","0","2011-2012","brown"
"Brittany Moorehead","F","Fr","31","3","7","10","0.3226","4","8","2","1","1","0","2011-2012","brown"
"Lauren Vella","F","Fr","30","3","6","9","0.3000","16","32","1","0","0","0","2011-2012","brown"
"Emilie Dolan","F","So","16","5","3","8","0.5000","1","2","0","0","1","0","2011-2012","brown"
"Vika Mykolenko","F","Sr","26","2","5","7","0.2692","4","8","0","0","0","0","2011-2012","brown"
"Jacquie Pierri","D/F","Sr","30","3","3","6","0.2000","14","28","0","0","0","0","2011-2012","brown"
"Paige Pyett","D","Sr","31","0","6","6","0.1935","11","22","0","0","0","0","2011-2012","brown"
"Skyelar Siwak","F","Sr","30","2","2","4","0.1333","3","6","0","0","0","0","2011-2012","brown"
"Shannon Flatley","D","Fr","9","1","3","4","0.4444","4","8","0","0","0","0","2011-2012","brown"
"Samantha Woodward","F","So","19","1","1","2","0.1053","3","6","0","1","0","0","2011-2012","brown"
"Kaitlyn Keon","F","Fr","31","1","1","2","0.0645","5","10","0","0","0","0","2011-2012","brown"
"Kelly Kittredge","D","So","30","1","1","2","0.0667","7","14","0","0","0","0","2011-2012","brown"
"Vanessa Welten","F","So","13","0","2","2","0.1538","0","0","0","0","0","0","2011-2012","brown"
"Katie Jamieson","G","Jr","16","0","0","0","0.0000","0","0","0","0","0","0","2011-2012","brown"
"Kelly Griffin","F","Jr","6","0","0","0","0.0000","0","0","0","0","0","0","2011-2012","brown"
"Victoria Smith","D","Jr","31","0","0","0","0.0000","5","10","0","0","0","0","2011-2012","brown"
"Aubree Moore","G","So","20","0","0","0","0.0000","0","0","0","0","0","0","2011-2012","brown"
"Christine Williams","F","Sr","25","13","7","20","0.8000","2","4","5","5","0","0","2011-2012","buffalo-state"
"Brianna Murphy","F","Sr","25","4","11","15","0.6000","17","34","0","0","1","0","2011-2012","buffalo-state"
"Jeyna Minnick","F","Fr","25","8","5","13","0.5200","17","34","1","2","0","1","2011-2012","buffalo-state"
"Courtney Carnes","F","Jr","25","8","3","11","0.4400","13","26","1","2","0","0","2011-2012","buffalo-state"
"Rio Flynn","F","Jr","25","2","5","7","0.2800","0","0","0","1","0","0","2011-2012","buffalo-state"
"Lauren Mallo","D","Jr","25","1","6","7","0.2800","21","50","0","0","0","0","2011-2012","buffalo-state"
"Leah Knott","D","Sr","25","1","4","5","0.2000","16","43","0","0","0","0","2011-2012","buffalo-state"
"Jen Seguin","D","Jr","25","0","4","4","0.1600","11","22","0","0","0","0","2011-2012","buffalo-state"
"Mel White","F","So","12","1","2","3","0.2500","4","8","0","1","0","0","2011-2012","buffalo-state"
"Melissa Ash","F","So","21","0","3","3","0.1429","2","4","0","0","0","0","2011-2012","buffalo-state"
"Christina Zandri","F","Fr","14","2","0","2","0.1429","1","2","0","1","0","0","2011-2012","buffalo-state"
"Tara Boliard","F","So","25","1","1","2","0.0800","17","34","0","0","0","0","2011-2012","buffalo-state"
"Shayna McKie","F","Jr","25","1","1","2","0.0800","2","4","0","0","0","0","2011-2012","buffalo-state"
"Emily Cornett","F","So","12","0","2","2","0.1667","10","20","0","0","0","0","2011-2012","buffalo-state"
"Nicole Laurel","D","So","7","1","0","1","0.1429","5","10","0","0","0","0","2011-2012","buffalo-state"
"Jordan Lee","G","So","23","0","0","0","0.0000","0","0","0","0","0","0","2011-2012","buffalo-state"
"Jess Garland","G","Jr","7","0","0","0","0.0000","0","0","0","0","0","0","2011-2012","buffalo-state"
"Jade Werger","F","Jr","26","13","6","19","0.7308","10","23","6","4","0","1","2011-2012","castleton"
"Hanna Martini","F","Jr","24","4","6","10","0.4167","1","2","1","1","0","0","2011-2012","castleton"
"Danielle Roberts","F","Jr","22","2","8","10","0.4545","13","26","0","2","0","0","2011-2012","castleton"
"Meagan Hulbert","D","Sr","26","4","5","9","0.3462","4","8","0","0","0","0","2011-2012","castleton"
"Molly Howard","F","Fr","25","5","3","8","0.3200","8","16","0","1","0","0","2011-2012","castleton"
"Nicole Ruman","F","Jr","26","4","4","8","0.3077","11","33","1","2","0","0","2011-2012","castleton"
"Eileen Coyne","D","Jr","26","1","5","6","0.2308","16","32","0","0","0","0","2011-2012","castleton"
"Christine Newton","D","Jr","26","0","6","6","0.2308","1","2","0","0","0","0","2011-2012","castleton"
"Stephanie Bardell","F","So","24","3","2","5","0.2083","2","4","1","1","0","0","2011-2012","castleton"
"Jessica Spidle","F","Fr","26","3","2","5","0.1923","17","34","0","2","0","0","2011-2012","castleton"
"Kaitlin Hayes","D","Sr","26","0","3","3","0.1154","17","34","0","0","0","0","2011-2012","castleton"
"BriAnna Narodowy","F","Fr","16","0","3","3","0.1875","1","2","0","0","0","0","2011-2012","castleton"
"Allison Howard","F","So","13","2","0","2","0.1538","4","8","1","0","0","0","2011-2012","castleton"
"Samantha McNeil","D","Fr","26","1","1","2","0.0769","4","8","0","0","0","0","2011-2012","castleton"
"Marisse Lorenz","F","Sr","26","0","2","2","0.0769","5","10","0","0","0","0","2011-2012","castleton"
"Paula Stephens","G","Fr","12","0","0","0","0.0000","0","0","0","0","0","0","2011-2012","castleton"
"Emily Hescock","F","So","16","0","0","0","0.0000","0","0","0","0","0","0","2011-2012","castleton"
"Kristi Holt","G","So","2","0","0","0","0.0000","0","0","0","0","0","0","2011-2012","castleton"
"Rebecca Bragg","F","So","23","0","0","0","0.0000","2","4","0","0","0","0","2011-2012","castleton"
"Dani Crawford","F","Fr","21","0","0","0","0.0000","0","0","0","0","0","0","2011-2012","castleton"
"Katharyn Dembowski","G","Jr","16","0","0","0","0.0000","3","6","0","0","0","0","2011-2012","castleton"
"Jenna Duggan","F","Fr","25","0","0","0","0.0000","1","2","0","0","0","0","2011-2012","castleton"
"Colleen Newcomb","F","So","14","0","0","0","0.0000","1","2","0","0","0","0","2011-2012","castleton"
"Sara Forbes","F","Sr","18","4","2","6","0.3333","24","48","0","0","0","0","2011-2012","chatham"
"Ashley Reid","D","Sr","18","1","2","3","0.1667","12","24","0","1","0","0","2011-2012","chatham"
"Morgan Becer","F","So","18","1","2","3","0.1667","4","8","0","1","0","0","2011-2012","chatham"
"Sydney Williams","F","Sr","17","1","1","2","0.1176","13","34","0","1","0","0","2011-2012","chatham"
"Breanne Mercanti","F","Sr","18","1","0","1","0.0556","13","26","0","0","0","0","2011-2012","chatham"
"Alexandra Moffatt","D","Sr","16","0","1","1","0.0625","14","28","0","0","0","0","2011-2012","chatham"
"Casey Morfeld","F","So","18","0","1","1","0.0556","2","4","0","0","0","0","2011-2012","chatham"
"Gina Abrego","D","Fr","6","0","1","1","0.1667","7","14","0","0","0","0","2011-2012","chatham"
"Jessica Carlson","F","Fr","18","0","1","1","0.0556","0","0","0","0","0","0","2011-2012","chatham"
"Kaitlynn Smith","G","So","11","0","0","0","0.0000","0","0","0","0","0","0","2011-2012","chatham"
"Abby Maier","F","Jr","17","0","0","0","0.0000","6","12","0","0","0","0","2011-2012","chatham"
"Megan Buchanan","G","Fr","16","0","0","0","0.0000","1","2","0","0","0","0","2011-2012","chatham"
"Courtney Wood","F","Fr","4","0","0","0","0.0000","1","2","0","0","0","0","2011-2012","chatham"
"Dawson Bancroft-Short","F","Sr","3","0","0","0","0.0000","1","2","0","0","0","0","2011-2012","chatham"
"Clare Zupan","D","Fr","8","0","0","0","0.0000","6","12","0","0","0","0","2011-2012","chatham"
"Brittany Yoisten","D","Fr","17","0","0","0","0.0000","14","28","0","0","0","0","2011-2012","chatham"
"Kaellen Harrington","F","Fr","10","0","0","0","0.0000","4","8","0","0","0","0","2011-2012","chatham"
