"Name","Pos","Year","GP","G","A","Pts.","Pt/Gm","GWG","PPG","SHG","ENG","Season","Team"
"Kyle Ridgway","D","Jr","15","1","0","1","0.0667","0","0","0","0","2002-2003","connecticut-college"
"Sarah Larusso","F","Sr","13","0","1","1","0.0769","0","0","0","0","2002-2003","connecticut-college"
"Katie Dubendorf","F","Sr","22","0","1","1","0.0455","0","0","0","0","2002-2003","connecticut-college"
"Caitlyn Dickinson","G","Fr","13","0","1","1","0.0769","0","0","0","0","2002-2003","connecticut-college"
"Elizabeth Kwok","D","Fr","10","0","1","1","0.1000","0","0","0","0","2002-2003","connecticut-college"
"Caitlin Sommer","F","Fr","22","0","0","0","0.0000","0","0","0","0","2002-2003","connecticut-college"
"Chrissy Nevins-Herbert","G","Jr","2","0","0","0","0.0000","0","0","0","0","2002-2003","connecticut-college"
"Gabby Petrill","G","Fr","23","0","0","0","0.0000","0","0","0","0","2002-2003","connecticut-college"
"Stephanie Morgan","F","Jr","8","0","0","0","0.0000","0","0","0","0","2002-2003","connecticut-college"
"Stacy Sifleet","D","Jr","6","0","0","0","0.0000","0","0","0","0","2002-2003","connecticut-college"
"Elizabeth Colburn","F","Fr","23","0","0","0","0.0000","0","0","0","0","2002-2003","connecticut-college"
"Jen Munhofen","F","Fr","27","5","7","12","0.4444","1","1","0","0","2002-2003","cornell"
"Brooke Bestwick","D","Sr","27","3","8","11","0.4074","1","2","0","0","2002-2003","cornell"
"Anita Khar","F","Jr","27","4","2","6","0.2222","1","3","0","0","2002-2003","cornell"
"Caitlin Warren","F","Fr","24","3","3","6","0.2500","0","1","0","0","2002-2003","cornell"
"Lindsay Murao","F","Sr","26","2","4","6","0.2308","1","1","0","0","2002-2003","cornell"
"Briana Jentner","F/D","Jr","26","1","5","6","0.2308","0","0","0","0","2002-2003","cornell"
"Andrea Skinner","F","Fr","26","1","4","5","0.1923","0","0","0","0","2002-2003","cornell"
"Maryann Nowak","F","So","24","3","1","4","0.1667","0","0","0","0","2002-2003","cornell"
"Pearle Nerenberg","F","So","27","2","2","4","0.1481","0","1","0","0","2002-2003","cornell"
"Allison Simpson","F/D","Jr","27","0","4","4","0.1481","0","0","0","0","2002-2003","cornell"
"Jamie Ramenofsky","D","So","27","1","2","3","0.1111","0","0","0","0","2002-2003","cornell"
"Erin Ellis","F","Sr","27","2","0","2","0.0741","0","0","0","0","2002-2003","cornell"
"Sarah Carter","F","Jr","27","1","1","2","0.0741","0","0","0","0","2002-2003","cornell"
"Pam Hannah","F","So","27","1","0","1","0.0370","0","0","0","0","2002-2003","cornell"
"Emily Cabral","D","Fr","27","0","1","1","0.0370","0","0","0","0","2002-2003","cornell"
"Lara Kelly","D","So","27","0","1","1","0.0370","0","0","0","0","2002-2003","cornell"
"Becky Fisher","F/D","Fr","27","0","0","0","0.0000","0","0","0","0","2002-2003","cornell"
"Flora Vineberg","G","Fr","7","0","0","0","0.0000","0","0","0","0","2002-2003","cornell"
"Liz Connelly","G","Sr","14","0","0","0","0.0000","0","0","0","0","2002-2003","cornell"
"Sanya Sandahl","G","Sr","18","0","0","0","0.0000","0","0","0","0","2002-2003","cornell"
"Kelly Pike","C","Sr","26","0","0","0","0.0000","0","0","0","0","2002-2003","cornell"
"Dani Blanchard","F","Fr","22","4","6","10","0.4545","0","1","0","0","2002-2003","cortland"
"MaryAnn Knott","F/D","So","22","7","2","9","0.4091","1","1","0","0","2002-2003","cortland"
"Lindsay Davies","F","So","22","5","3","8","0.3636","1","0","0","0","2002-2003","cortland"
"Caitlin Fusco","F","Fr","21","1","7","8","0.3810","0","0","0","0","2002-2003","cortland"
"Stacy Tilton","F","Sr","21","0","8","8","0.3810","0","0","0","0","2002-2003","cortland"
"Heather Nelson","F","So","20","2","4","6","0.3000","0","0","0","0","2002-2003","cortland"
"Ashley Cary","D","Fr","22","3","2","5","0.2273","1","0","0","0","2002-2003","cortland"
"Melisa Hohman","D","Sr","22","1","4","5","0.2273","1","0","0","0","2002-2003","cortland"
"Leanne Scott","F","Jr","7","1","4","5","0.7143","0","0","0","0","2002-2003","cortland"
"Jennifer DiDio","F","Sr","22","3","1","4","0.1818","0","0","0","0","2002-2003","cortland"
"Brooke Bazinet","D","Jr","22","2","2","4","0.1818","0","1","0","0","2002-2003","cortland"
"Melissa Manning","F","So","22","1","3","4","0.1818","0","1","0","0","2002-2003","cortland"
"Kate Ciraulo","F","Fr","22","2","1","3","0.1364","0","0","0","0","2002-2003","cortland"
"Brooke Frank","F","Sr","20","0","3","3","0.1500","0","0","0","0","2002-2003","cortland"
"Tara Caley","D","So","21","2","0","2","0.0952","1","0","0","0","2002-2003","cortland"
"Laura Totaro","F","So","19","1","0","1","0.0526","0","0","0","0","2002-2003","cortland"
"Rachel Hutchinson","G","Jr","18","0","0","0","0.0000","0","0","0","0","2002-2003","cortland"
"Bethany Tombilillo","F","Fr","4","0","0","0","0.0000","0","0","0","0","2002-2003","cortland"
"Arielle Harris","G","Fr","6","0","0","0","0.0000","0","0","0","0","2002-2003","cortland"
"Abby Brener","D","So","22","0","0","0","0.0000","0","0","0","0","2002-2003","cortland"
"Margaret Hannan","D","Jr","22","0","0","0","0.0000","0","0","0","0","2002-2003","cortland"
"Carly Haggard","F","Sr","35","32","24","56","1.6000","6","4","1","0","2002-2003","dartmouth"
"Katie Weatherston","F","Fr","35","23","24","47","1.3429","6","3","0","0","2002-2003","dartmouth"
"Sarah Clark","F","Jr","33","14","22","36","1.0909","3","1","1","0","2002-2003","dartmouth"
"Gillian Apps","F","Fr","30","22","13","35","1.1667","1","6","0","1","2002-2003","dartmouth"
"Cherie Piper","F","Fr","26","17","15","32","1.2308","1","2","0","1","2002-2003","dartmouth"
"Correne Bredin","D","Sr","33","13","14","27","0.8182","3","1","0","0","2002-2003","dartmouth"
"Tiffany Hagge","F","Fr","35","9","18","27","0.7714","1","0","1","0","2002-2003","dartmouth"
"Amy Catlin","F/D","Sr","35","6","15","21","0.6000","2","1","0","0","2002-2003","dartmouth"
"Krista Dornfried","F","So","35","9","7","16","0.4571","3","0","1","0","2002-2003","dartmouth"
"Louise Pietrangelo","D","Jr","35","2","14","16","0.4571","0","1","0","0","2002-2003","dartmouth"
"Danielle Grundy","F","So","31","2","14","16","0.5161","0","0","0","0","2002-2003","dartmouth"
"Cheryl Muranko","F","So","23","5","8","13","0.5652","0","0","0","0","2002-2003","dartmouth"
"Meagan Walton","F","So","12","5","5","10","0.8333","0","0","1","0","2002-2003","dartmouth"
"Lesley Reiart","D","Jr","35","0","10","10","0.2857","0","0","0","0","2002-2003","dartmouth"
"Alana BreMiller","D","So","28","4","5","9","0.3214","1","2","0","0","2002-2003","dartmouth"
"Emily Nerland","D","Fr","35","1","7","8","0.2286","0","0","0","0","2002-2003","dartmouth"
"Alex Zagaria","D","So","35","0","7","7","0.2000","0","0","0","0","2002-2003","dartmouth"
"Jillian Rockoff","D","Sr","35","1","4","5","0.1429","0","0","0","0","2002-2003","dartmouth"
"Carolyn Steele","F","Sr","29","2","0","2","0.0690","0","1","0","0","2002-2003","dartmouth"
"Lydia Wheatley","F","Sr","2","0","2","2","1.0000","0","0","0","0","2002-2003","dartmouth"
"Amy Ferguson","G","Sr","32","0","0","0","0.0000","0","0","0","0","2002-2003","dartmouth"
"Kate Lane","G","Fr","5","0","0","0","0.0000","0","0","0","0","2002-2003","dartmouth"
"Stephanie Cochran","G","Fr","8","0","0","0","0.0000","0","0","0","0","2002-2003","dartmouth"
"Laura Hurd","F","So","27","33","22","55","2.0370","5","7","4","0","2002-2003","elmira"
"Jaclyn O'Neil","F","Fr","28","14","24","38","1.3571","5","3","1","0","2002-2003","elmira"
"Lindsay Palmer","F","So","27","19","14","33","1.2222","4","2","0","0","2002-2003","elmira"
"Teegon Black","F","Sr","29","11","16","27","0.9310","0","2","0","0","2002-2003","elmira"
"Charissa Gawant","F","So","25","11","16","27","1.0800","3","0","0","0","2002-2003","elmira"
"Sheena Calic","D","Fr","26","7","19","26","1.0000","0","1","0","0","2002-2003","elmira"
"Emily Sand","F","Fr","23","9","14","23","1.0000","1","0","2","0","2002-2003","elmira"
"Shannon Sargent","F","So","26","9","13","22","0.8462","1","1","0","0","2002-2003","elmira"
"Siobhan Edington","F","Fr","23","8","12","20","0.8696","2","2","0","0","2002-2003","elmira"
"Amy Rudisill","F","So","28","6","14","20","0.7143","0","0","0","0","2002-2003","elmira"
"Michelle Rennie","F","Jr","25","10","7","17","0.6800","0","2","0","0","2002-2003","elmira"
"Stacey Calic","D","Fr","24","4","13","17","0.7083","0","0","0","0","2002-2003","elmira"
"Megan Lafave","F","So","23","6","10","16","0.6957","1","0","0","0","2002-2003","elmira"
"LeAnne Denman","D","So","21","4","10","14","0.6667","0","3","0","0","2002-2003","elmira"
"Sarah Fewchuk","F","So","20","5","7","12","0.6000","0","0","0","0","2002-2003","elmira"
"Julie Clune","D","So","26","0","12","12","0.4615","0","0","0","0","2002-2003","elmira"
"Bronwyn Hart","D","So","25","1","10","11","0.4400","0","0","0","0","2002-2003","elmira"
"Caitlin Crowl","D","Fr","18","1","9","10","0.5556","0","0","0","0","2002-2003","elmira"
"Sonya Lynk","D","So","20","5","4","9","0.4500","0","0","0","0","2002-2003","elmira"
"Jenelle Bauer","D","So","27","1","7","8","0.2963","0","0","0","0","2002-2003","elmira"
"Leah Pabst","F","So","12","4","3","7","0.5833","0","0","0","0","2002-2003","elmira"
"Shannon Fong","F","So","13","1","6","7","0.5385","1","0","0","0","2002-2003","elmira"
"Maryse Simard","F","So","3","1","2","3","1.0000","0","0","0","0","2002-2003","elmira"
"Edith Racine","G","So","18","0","0","0","0.0000","0","0","0","0","2002-2003","elmira"
"Kristin Lillie","G","So","11","0","0","0","0.0000","0","0","0","0","2002-2003","elmira"
"Laura Stypulkowski","F","So","27","12","10","22","0.8148","1","2","2","0","2002-2003","gustavus-adolphus"
"Nicole Guimond","F","Sr","27","12","8","20","0.7407","2","3","0","0","2002-2003","gustavus-adolphus"
"Ann Katz","F","Jr","27","7","12","19","0.7037","3","1","0","0","2002-2003","gustavus-adolphus"
"Katie Deschneau","F","Jr","27","9","9","18","0.6667","2","0","0","0","2002-2003","gustavus-adolphus"
"Josefin Pettersson","F","Fr","17","7","6","13","0.7647","1","2","0","0","2002-2003","gustavus-adolphus"
"Kirsten Olson","F","Sr","27","4","5","9","0.3333","0","0","1","0","2002-2003","gustavus-adolphus"
"Bobee Jo Lang","D","So","25","2","7","9","0.3600","1","1","0","0","2002-2003","gustavus-adolphus"
"Abby Randall","D","Fr","27","3","5","8","0.2963","0","0","0","0","2002-2003","gustavus-adolphus"
"Blair Carlson","F","Fr","27","3","5","8","0.2963","2","0","0","0","2002-2003","gustavus-adolphus"
"Dagney Johnson","D","So","27","2","6","8","0.2963","1","1","0","0","2002-2003","gustavus-adolphus"
"Leah Erickson","D","So","25","2","4","6","0.2400","0","0","0","0","2002-2003","gustavus-adolphus"
"Brittany Northagen","F","Fr","27","1","2","3","0.1111","0","0","0","0","2002-2003","gustavus-adolphus"
"Ellen Doyle","D","Jr","17","0","2","2","0.1176","0","0","0","0","2002-2003","gustavus-adolphus"
"Taimi Tuomie","F","Jr","26","0","2","2","0.0769","0","0","0","0","2002-2003","gustavus-adolphus"
"Kari Stahl","F","Fr","10","1","0","1","0.1000","1","0","0","0","2002-2003","gustavus-adolphus"
"Kelly Holland","D","Fr","27","0","1","1","0.0370","0","0","0","0","2002-2003","gustavus-adolphus"
"Anne Gilbertson","F","Fr","13","0","1","1","0.0769","0","0","0","0","2002-2003","gustavus-adolphus"
"Becky Neitzke","D","So","27","0","1","1","0.0370","0","0","0","0","2002-2003","gustavus-adolphus"
"Tanna Tuomie","F","Fr","3","0","1","1","0.3333","0","0","0","0","2002-2003","gustavus-adolphus"
"Michelle Horrigan","D","Fr","16","0","0","0","0.0000","0","0","0","0","2002-2003","gustavus-adolphus"
"Jennifer Hanson","F","Fr","19","0","0","0","0.0000","0","0","0","0","2002-2003","gustavus-adolphus"
"Molly O'Donnell","G","Jr","14","0","0","0","0.0000","0","0","0","0","2002-2003","gustavus-adolphus"
"Anne Kautzer","G","So","18","0","0","0","0.0000","0","0","0","0","2002-2003","gustavus-adolphus"
"Zoe Baldwin","F","Fr","23","30","12","42","1.8261","6","2","1","0","2002-2003","hamilton"
"Paula Dady","LW","Sr","23","17","15","32","1.3913","1","1","0","1","2002-2003","hamilton"
"Eden Self","F","Jr","23","11","20","31","1.3478","1","2","0","1","2002-2003","hamilton"
"Marissa Halligan","F","So","23","10","14","24","1.0435","0","1","1","0","2002-2003","hamilton"
"Jane Bradley","F","Fr","23","9","11","20","0.8696","3","0","0","0","2002-2003","hamilton"
"Jessica Morin","F","So","23","6","7","13","0.5652","0","3","0","0","2002-2003","hamilton"
"Nathanna Allen","RW","Sr","23","2","6","8","0.3478","0","0","0","0","2002-2003","hamilton"
"Sarah Baldwin","D","Jr","23","4","3","7","0.3043","0","4","0","0","2002-2003","hamilton"
"Heather Hoffay","F","Sr","23","4","2","6","0.2609","2","1","0","0","2002-2003","hamilton"
"Coleen MacNally","D","So","23","0","4","4","0.1739","0","0","0","0","2002-2003","hamilton"
"Alex Koerte","F/D","Jr","23","0","4","4","0.1739","0","0","0","0","2002-2003","hamilton"
"Jessica Wagoner","F","Fr","23","1","1","2","0.0870","0","0","0","0","2002-2003","hamilton"
"Amy Becker","D","Jr","23","1","1","2","0.0870","0","0","0","0","2002-2003","hamilton"
"Sarah Cunningham","F","Fr","23","0","2","2","0.0870","0","0","0","0","2002-2003","hamilton"
"Erica Colligan","D","Fr","20","0","2","2","0.1000","0","0","0","0","2002-2003","hamilton"
"Stefanie Whalen","G","Fr","7","0","0","0","0.0000","0","0","0","0","2002-2003","hamilton"
"Jen Kroleski","G","Sr","18","0","0","0","0.0000","0","0","0","0","2002-2003","hamilton"
"Jeanne Schipper-Jobe","F","Jr","20","8","1","9","0.4500","0","1","1","0","2002-2003","hamline"
"Allison Rime","D","Fr","25","5","3","8","0.3200","1","1","0","0","2002-2003","hamline"
"Nichelle Simon","D","So","21","1","6","7","0.3333","0","0","0","0","2002-2003","hamline"
"Heidi Spensley","F","Fr","24","1","5","6","0.2500","0","0","0","0","2002-2003","hamline"
"Angie Erickson","D","Jr","25","2","3","5","0.2000","0","1","0","0","2002-2003","hamline"
"Emily Gross","F","So","25","4","0","4","0.1600","1","2","0","0","2002-2003","hamline"
"Cathy Gelinas","F","So","25","0","4","4","0.1600","0","0","0","0","2002-2003","hamline"
"Jessi Lotton","F","So","14","2","1","3","0.2143","0","1","0","0","2002-2003","hamline"
"Heather Olson","F","Fr","25","1","2","3","0.1200","0","0","0","0","2002-2003","hamline"
"Ashley Hounslow","D","Jr","18","0","1","1","0.0556","0","0","0","0","2002-2003","hamline"
"Amber Winn","F","Sr","25","0","0","0","0.0000","0","0","0","0","2002-2003","hamline"
"Rachael Young","G","Fr","25","0","0","0","0.0000","0","0","0","0","2002-2003","hamline"
"Mandy Sevelin","F","So","15","0","0","0","0.0000","0","0","0","0","2002-2003","hamline"
"Alysha Huberty","G","So","4","0","0","0","0.0000","0","0","0","0","2002-2003","hamline"
"Rene Housman","F","Fr","1","0","0","0","0.0000","0","0","0","0","2002-2003","hamline"
"Kelly Neppl","F","So","7","0","0","0","0.0000","0","0","0","0","2002-2003","hamline"
"Regina Voracek","D","So","20","0","0","0","0.0000","0","0","0","0","2002-2003","hamline"
"Sara Wagner","F","Fr","24","0","0","0","0.0000","0","0","0","0","2002-2003","hamline"
"Jennifer Botterill","F","Sr","32","47","65","112","3.5000","11","9","0","0","2002-2003","harvard"
"Julie Chu","F","Fr","34","42","51","93","2.7353","4","11","3","0","2002-2003","harvard"
"Angela Ruggiero","D","Jr","34","29","54","83","2.4412","5","7","2","1","2002-2003","harvard"
"Nicole Corriero","F","So","34","17","22","39","1.1471","1","2","0","0","2002-2003","harvard"
"Lauren McAuliffe","F","Jr","34","17","18","35","1.0294","2","4","2","0","2002-2003","harvard"
"Tracy Catlin","RW","Sr","34","14","19","33","0.9706","1","2","0","0","2002-2003","harvard"
"Jamie Hagerman","D","Sr","33","4","24","28","0.8485","0","0","0","0","2002-2003","harvard"
"Katherine Sweet","F","So","33","10","16","26","0.7879","2","4","0","0","2002-2003","harvard"
"Kalen Ingram","LW","Sr","24","11","10","21","0.8750","1","2","2","0","2002-2003","harvard"
"Jennifer Raimondi","F","Fr","34","10","8","18","0.5294","1","3","0","0","2002-2003","harvard"
"Ashley Banfield","D","So","28","6","12","18","0.6429","1","2","0","0","2002-2003","harvard"
"Pamela Van Reesema","D","Sr","34","2","12","14","0.4118","0","0","1","0","2002-2003","harvard"
"Mina Pell","F","Jr","30","3","7","10","0.3333","0","0","0","0","2002-2003","harvard"
"Jennifer Skinner","D","Fr","34","1","6","7","0.2059","0","0","0","0","2002-2003","harvard"
"Sarah Holbrook","F","So","31","3","3","6","0.1935","0","0","0","0","2002-2003","harvard"
"Carrie Schroyer","F","Fr","30","2","4","6","0.2000","1","0","0","0","2002-2003","harvard"
"Jaclyn Pitushka","F/D","Fr","30","2","3","5","0.1667","0","0","0","0","2002-2003","harvard"
"Abra Kinkopf","F/D","Fr","24","0","3","3","0.1250","0","0","0","0","2002-2003","harvard"
"Ali Crum","F","So","18","0","2","2","0.1111","0","0","0","0","2002-2003","harvard"
"Jessica Ruddock","G","Jr","30","0","1","1","0.0333","0","0","0","0","2002-2003","harvard"
"Emily Haigh","D","So","23","0","1","1","0.0435","0","0","0","0","2002-2003","harvard"
"Ali Boe","G","Fr","11","0","0","0","0.0000","0","0","0","0","2002-2003","harvard"
"Emily Smith","G","Jr","3","0","0","0","0.0000","0","0","0","0","2002-2003","harvard"
"Louise Chim","D","So","4","0","0","0","0.0000","0","0","0","0","2002-2003","harvard"
"Kolt Bloxson","F","Fr","25","26","21","47","1.8800","7","2","2","1","2002-2003","holy-cross"
"Sarah Wetherbee","F","Fr","25","24","23","47","1.8800","1","4","1","0","2002-2003","holy-cross"
"Kathleen Remsberg","F","Fr","25","18","22","40","1.6000","2","4","1","0","2002-2003","holy-cross"
"Meghan Mahoney","D","So","25","9","14","23","0.9200","2","0","1","0","2002-2003","holy-cross"
"Erin Williams","D","Sr","25","5","9","14","0.5600","1","0","0","0","2002-2003","holy-cross"
"Elizabeth Campbell","D","Jr","25","3","7","10","0.4000","0","0","0","0","2002-2003","holy-cross"
"Dara Reppucci","D","Jr","25","6","3","9","0.3600","2","0","0","0","2002-2003","holy-cross"
"Molly Corkery","F","So","25","4","4","8","0.3200","1","0","0","0","2002-2003","holy-cross"
"Caitlin Andrew","D","Jr","18","0","8","8","0.4444","0","0","0","0","2002-2003","holy-cross"
"Rachelle Beaudoin","F","Jr","25","3","4","7","0.2800","0","1","1","0","2002-2003","holy-cross"
"Lindsey Jean","D","Jr","25","1","3","4","0.1600","1","0","0","0","2002-2003","holy-cross"
"Kimberly Scinto","F","So","25","0","4","4","0.1600","0","0","0","0","2002-2003","holy-cross"
"Amy Canning","F","Fr","25","0","3","3","0.1200","0","0","0","0","2002-2003","holy-cross"
"Allison Hogan","D","Jr","9","1","1","2","0.2222","0","0","0","0","2002-2003","holy-cross"
"Jenelle DiSanto","G","Sr","25","0","2","2","0.0800","0","0","0","0","2002-2003","holy-cross"
"Jennifer Corsilli","G","Jr","3","0","0","0","0.0000","0","0","0","0","2002-2003","holy-cross"
"Emily Blegen","F","Fr","24","16","11","27","1.1250","3","3","0","0","2002-2003","lake-forest"
"Lil Caligiuri","F","Fr","25","10","15","25","1.0000","4","3","0","0","2002-2003","lake-forest"
"Robyn Slater","F","Sr","26","13","9","22","0.8462","1","1","0","0","2002-2003","lake-forest"
"Lindsey Wild","F","So","26","6","8","14","0.5385","2","0","1","0","2002-2003","lake-forest"
"Mel Guillermo","F","Fr","26","5","9","14","0.5385","0","1","0","0","2002-2003","lake-forest"
"Nicki Paquette","F","Fr","24","8","4","12","0.5000","0","0","0","0","2002-2003","lake-forest"
"Nichole Greco","F","So","25","5","6","11","0.4400","1","1","0","0","2002-2003","lake-forest"
"Erin McGrath","F","Fr","24","6","4","10","0.4167","1","0","0","0","2002-2003","lake-forest"
"Catherine Norton","D","Fr","25","2","8","10","0.4000","0","1","0","0","2002-2003","lake-forest"
"Andrea Richmond","D","Fr","26","1","9","10","0.3846","1","0","0","0","2002-2003","lake-forest"
"Jess Healy","D","Fr","26","1","4","5","0.1923","1","1","0","0","2002-2003","lake-forest"
"Lydia Groskin","F","Jr","15","0","4","4","0.2667","0","0","0","0","2002-2003","lake-forest"
"Jennie Wadden","D","Fr","25","0","3","3","0.1200","0","0","0","0","2002-2003","lake-forest"
"Jordi Ralph","F","Fr","26","0","3","3","0.1154","0","0","0","0","2002-2003","lake-forest"
"Nadia Sarkarat","F","Fr","22","0","2","2","0.0909","0","0","0","0","2002-2003","lake-forest"
"Lara Scheibner","G","Sr","11","0","0","0","0.0000","0","0","0","0","2002-2003","lake-forest"
"Laura Bravo","D","Fr","6","0","0","0","0.0000","0","0","0","0","2002-2003","lake-forest"
"Brianna Ostoff","F/D","Fr","6","0","0","0","0.0000","0","0","0","0","2002-2003","lake-forest"
"Theresa Taylor","G","Jr","24","0","0","0","0.0000","0","0","0","0","2002-2003","lake-forest"
"Erika Fuhrman","D","Fr","13","0","0","0","0.0000","0","0","0","0","2002-2003","lake-forest"
"Michelle Pickles","F","So","19","0","0","0","0.0000","0","0","0","0","2002-2003","lake-forest"
"Stephanie Williams","D","Fr","13","0","0","0","0.0000","0","0","0","0","2002-2003","lake-forest"
"Meredith Young","F","Fr","26","0","0","0","0.0000","0","0","0","0","2002-2003","lake-forest"
"Sara Finesilver","F","Jr","4","0","0","0","0.0000","0","0","0","0","2002-2003","lake-forest"
"Kristen Garrett","G","Fr","1","0","0","0","0.0000","0","0","0","0","2002-2003","lake-forest"
"Haley Birnbaum","G","So","3","0","0","0","0.0000","0","0","0","0","2002-2003","lake-forest"
"Meagan Aarts","F","Jr","31","12","13","25","0.8065","0","1","0","1","2002-2003","maine"
"Karen Droog","F","Jr","31","15","7","22","0.7097","5","3","1","1","2002-2003","maine"
"Jarin Sjogren","F","Sr","31","8","9","17","0.5484","2","1","1","0","2002-2003","maine"
"Nicole Munro","F","Sr","31","6","9","15","0.4839","1","0","0","0","2002-2003","maine"
"Andrea Steranko","F","So","31","3","11","14","0.4516","0","0","0","0","2002-2003","maine"
"Raffi Wolf","F","Sr","31","2","11","13","0.4194","0","0","0","0","2002-2003","maine"
"Rebecca Culver","F","So","31","4","8","12","0.3871","1","0","0","0","2002-2003","maine"
"Tristan Desmet","F","So","31","9","2","11","0.3548","2","3","0","0","2002-2003","maine"
"Cindy Biron","F","Sr","31","5","6","11","0.3548","1","0","0","1","2002-2003","maine"
"Naomi Smethurst","D","Jr","31","2","8","10","0.3226","0","0","0","0","2002-2003","maine"
"Laura Maddin","D","So","31","1","5","6","0.1935","0","0","0","0","2002-2003","maine"
"Vicky Johnstone","D","Fr","31","2","3","5","0.1613","0","0","0","0","2002-2003","maine"
"Kate Hartley","F","Fr","31","0","5","5","0.1613","0","0","0","0","2002-2003","maine"
"Morgan Janusc","F","Fr","31","0","5","5","0.1613","0","0","0","0","2002-2003","maine"
"Cheryl White","F","So","5","0","2","2","0.4000","0","0","0","0","2002-2003","maine"
"Cailee Heggestad","F","Sr","22","1","0","1","0.0455","0","0","0","0","2002-2003","maine"
"Dawn Froats","G","Sr","13","0","0","0","0.0000","0","0","0","0","2002-2003","maine"
"Lara Smart","G","Jr","18","0","0","0","0.0000","0","0","0","0","2002-2003","maine"
"Alanna Pfeffer","F/D","Fr","31","0","0","0","0.0000","0","0","0","0","2002-2003","maine"
"Jennifer Mulick","F/D","So","30","22","24","46","1.5333","2","2","1","0","2002-2003","manhattanville"
"Amy Quirion","F","Fr","29","19","23","42","1.4483","3","2","0","0","2002-2003","manhattanville"
"Cherie Stewart","F","So","29","19","22","41","1.4138","4","3","0","0","2002-2003","manhattanville"
"Jessica Temesy","F","Fr","31","16","24","40","1.2903","3","0","1","0","2002-2003","manhattanville"
"Kristin Sahlem","F","Sr","31","21","18","39","1.2581","5","2","1","0","2002-2003","manhattanville"
"Amanda Zimecki","F","Jr","29","15","23","38","1.3103","1","2","0","0","2002-2003","manhattanville"
"Nicole Blais","F","So","30","17","19","36","1.2000","3","1","0","0","2002-2003","manhattanville"
"Ali Annunziato","F","Jr","30","9","22","31","1.0333","1","2","0","0","2002-2003","manhattanville"
"Jami Grasby","F","Fr","27","13","10","23","0.8519","2","0","1","0","2002-2003","manhattanville"
"Melissa Hawkins","F","Jr","30","8","13","21","0.7000","0","0","0","0","2002-2003","manhattanville"
"Ashley Trimble","D","Fr","30","4","14","18","0.6000","0","1","0","0","2002-2003","manhattanville"
"Kim Hayden","D","So","30","6","11","17","0.5667","0","0","0","0","2002-2003","manhattanville"
"Jesse Garner","F","Fr","25","6","6","12","0.4800","0","0","0","0","2002-2003","manhattanville"
"Lindsey Paulsrud","F","Sr","26","5","6","11","0.4231","2","0","0","0","2002-2003","manhattanville"
"Erin McAllister","F","Fr","19","4","6","10","0.5263","0","0","0","0","2002-2003","manhattanville"
"Lindsey Dorval","F","Sr","13","3","6","9","0.6923","1","0","0","0","2002-2003","manhattanville"
"Nicole Stephens","D","Sr","30","2","6","8","0.2667","0","0","0","0","2002-2003","manhattanville"
"Melanie Grover","F","Jr","13","4","2","6","0.4615","0","0","0","0","2002-2003","manhattanville"
"Heidi Boulanger","F","Fr","24","2","4","6","0.2500","0","0","0","0","2002-2003","manhattanville"
"Lisa-Marie Simard","D","Fr","22","1","3","4","0.1818","0","0","0","0","2002-2003","manhattanville"
"Kelli Garcia","F","Fr","6","1","2","3","0.5000","0","0","0","0","2002-2003","manhattanville"
"Meredith Callinan","F","Jr","23","1","1","2","0.0870","0","0","0","0","2002-2003","manhattanville"
"Nicole Elliott","G","So","15","0","0","0","0.0000","0","0","0","0","2002-2003","manhattanville"
"Renee Kirnan","G","Jr","14","0","0","0","0.0000","0","0","0","0","2002-2003","manhattanville"
"Katie Alexander","G","Sr","5","0","0","0","0.0000","0","0","0","0","2002-2003","manhattanville"
"Sara McDonald","F","So","34","16","10","26","0.7647","3","3","0","1","2002-2003","mercyhurst"
"Samantha Shirley","F","Fr","33","15","11","26","0.7879","4","5","0","1","2002-2003","mercyhurst"
"Jessica Dillabough","F","Jr","34","7","18","25","0.7353","1","1","0","2","2002-2003","mercyhurst"
"Chrissy Yule","F","So","34","8","16","24","0.7059","1","3","0","0","2002-2003","mercyhurst"
"Jennifer Jeffrey","D","Sr","34","7","17","24","0.7059","2","1","0","0","2002-2003","mercyhurst"
"C.J. Ireland","F","Sr","34","11","12","23","0.6765","2","3","1","1","2002-2003","mercyhurst"
"Lyndsay Barch","F","Jr","34","10","8","18","0.5294","3","2","0","0","2002-2003","mercyhurst"
"Randi Pilger","D","Sr","32","6","7","13","0.4063","2","3","0","0","2002-2003","mercyhurst"
"Lindsay Dellow","F","So","33","3","10","13","0.3939","0","0","0","0","2002-2003","mercyhurst"
"Danielle Lansing","D","Fr","34","5","7","12","0.3529","2","1","0","0","2002-2003","mercyhurst"
"Britney Millar","F/D","Jr","34","4","8","12","0.3529","1","2","0","0","2002-2003","mercyhurst"
"K.C. Gallo","F","Sr","31","4","5","9","0.2903","3","2","0","0","2002-2003","mercyhurst"
"Aimee Collins","D","Fr","33","3","5","8","0.2424","1","0","0","0","2002-2003","mercyhurst"
"Tracy Logan","C","Sr","32","2","1","3","0.0938","0","0","0","0","2002-2003","mercyhurst"
"Seanna Murphy","F","Sr","25","1","1","2","0.0800","0","0","0","0","2002-2003","mercyhurst"
