"Name","Pos","Year","GP","G","A","Pts.","Pt/Gm","PEN","PIM","GWG","PPG","SHG","ENG","Season","Team"
"Michelle Binning","F","So","35","5","4","9","0.2571","16","32","0","2","0","0","2007-2008","connecticut"
"Bridget King","F/D","Sr","32","2","7","9","0.2813","18","36","0","1","0","0","2007-2008","connecticut"
"Liz Gallinaro","F/D","Sr","35","2","6","8","0.2286","8","16","0","0","0","0","2007-2008","connecticut"
"Brianna Uliasz","D","Jr","35","3","2","5","0.1429","18","36","0","0","0","0","2007-2008","connecticut"
"Britney Chandler","F","Sr","35","2","2","4","0.1143","13","26","1","0","0","0","2007-2008","connecticut"
"Justine Cigna","F","So","33","1","1","2","0.0606","0","0","0","0","0","0","2007-2008","connecticut"
"Kristen Russell","F","Jr","34","1","0","1","0.0294","2","4","0","0","0","0","2007-2008","connecticut"
"Lauren Brozowski","F/D","Fr","23","0","1","1","0.0435","4","8","0","0","0","0","2007-2008","connecticut"
"Jennie Bellonio","G","So","11","0","0","0","0.0000","1","2","0","0","0","0","2007-2008","connecticut"
"Tiffany Good","F","So","33","0","0","0","0.0000","0","0","0","0","0","0","2007-2008","connecticut"
"Jessica Lutz","F","Fr","24","0","0","0","0.0000","0","0","0","0","0","0","2007-2008","connecticut"
"Brittany Wilson","G","Jr","28","0","0","0","0.0000","1","2","0","0","0","0","2007-2008","connecticut"
"Janie Byrd","D","Sr","22","0","12","12","0.5455","32","64","0","0","0","0","2007-2008","cortland"
"Erin Fleury","F","Sr","25","4","6","10","0.4000","10","20","0","1","2","0","2007-2008","cortland"
"Jeanna Dippel","F","So","25","6","3","9","0.3600","16","32","2","3","0","0","2007-2008","cortland"
"Shannon Hakes","F","Fr","25","6","3","9","0.3600","2","4","1","0","0","0","2007-2008","cortland"
"Heather Crowley","F","Jr","25","4","5","9","0.3600","0","0","0","2","0","0","2007-2008","cortland"
"Mallorie Maguire","F","Fr","25","3","6","9","0.3600","13","26","0","0","0","0","2007-2008","cortland"
"Maggie Henty","F","So","25","3","5","8","0.3200","5","10","1","2","0","0","2007-2008","cortland"
"Kalee Stoever","F","Jr","17","6","1","7","0.4118","8","16","0","2","0","0","2007-2008","cortland"
"Nicole Ruddy","F","Jr","25","3","3","6","0.2400","4","8","1","2","0","0","2007-2008","cortland"
"Erin Farmer","F","So","25","3","3","6","0.2400","11","22","0","0","0","0","2007-2008","cortland"
"Maggie Welker","D","Jr","24","3","1","4","0.1667","5","21","0","3","0","0","2007-2008","cortland"
"Julia Pahler","D","Sr","25","0","4","4","0.1600","23","46","0","0","0","0","2007-2008","cortland"
"Julie Freeland","F","Jr","12","1","2","3","0.2500","2","4","0","0","0","0","2007-2008","cortland"
"Meghan Ward","F","Fr","25","0","2","2","0.0800","3","6","0","0","0","0","2007-2008","cortland"
"Cassie Willis","D","So","14","0","1","1","0.0714","1","2","0","0","0","0","2007-2008","cortland"
"Kelly Crumb","F","Sr","17","0","0","0","0.0000","1","2","0","0","0","0","2007-2008","cortland"
"Hannah Figliomeni","D","Fr","21","0","0","0","0.0000","1","2","0","0","0","0","2007-2008","cortland"
"Melissa Stern","G","Jr","13","0","0","0","0.0000","0","0","0","0","0","0","2007-2008","cortland"
"Briana Bartlett","G","Fr","10","0","0","0","0.0000","0","0","0","0","0","0","2007-2008","cortland"
"Olivia Nuzzo","G","Sr","7","0","0","0","0.0000","0","0","0","0","0","0","2007-2008","cortland"
"Kayla Coady","F","Jr","30","21","16","37","1.2333","12","24","6","5","1","1","2007-2008","elmira"
"Jenna McCall","F","So","30","12","19","31","1.0333","11","22","2","4","1","0","2007-2008","elmira"
"Melanie Henshaw","F","So","27","14","10","24","0.8889","5","10","4","3","0","0","2007-2008","elmira"
"Lauryn DePaul","F","So","29","13","7","20","0.6897","20","40","4","3","0","0","2007-2008","elmira"
"Tiffany Hart","D","So","27","4","16","20","0.7407","18","36","0","2","0","1","2007-2008","elmira"
"Farren Hart","F","Sr","28","6","13","19","0.6786","2","4","1","3","0","0","2007-2008","elmira"
"Jamie Kivi","D","So","30","3","16","19","0.6333","15","30","0","2","0","0","2007-2008","elmira"
"Karen Colehour","F","So","30","10","6","16","0.5333","11","22","2","0","1","1","2007-2008","elmira"
"Tory MacNeil","F","Sr","28","5","11","16","0.5714","18","36","0","1","0","0","2007-2008","elmira"
"Jamie Huntley","F","Jr","28","7","8","15","0.5357","19","38","2","2","0","0","2007-2008","elmira"
"Amanda Ritzel","D","Fr","30","4","9","13","0.4333","12","24","0","3","0","0","2007-2008","elmira"
"Catherine Shears","F","Jr","26","4","6","10","0.3846","19","38","0","2","0","0","2007-2008","elmira"
"Anastasia Steele-Norton","D","So","30","1","9","10","0.3333","10","20","0","1","0","0","2007-2008","elmira"
"Lyndsay Laxton","F","Jr","30","1","6","7","0.2333","20","43","0","0","0","0","2007-2008","elmira"
"Natasha Yeates","D","Jr","26","2","3","5","0.1923","20","40","1","0","0","0","2007-2008","elmira"
"Erika Godwin","F","Jr","26","2","3","5","0.1923","7","14","0","0","0","0","2007-2008","elmira"
"Carly Richardson","F/D","So","17","2","3","5","0.2941","3","6","0","0","0","0","2007-2008","elmira"
"Laura Mulligan","F","Fr","7","3","0","3","0.4286","1","2","1","1","1","0","2007-2008","elmira"
"Amy Hunnewell","F","Sr","28","1","2","3","0.1071","0","0","0","0","0","0","2007-2008","elmira"
"Rebecca Coakley","D","Sr","23","0","2","2","0.0870","1","2","0","0","0","0","2007-2008","elmira"
"Laura Solverson","D","So","7","0","0","0","0.0000","0","0","0","0","0","0","2007-2008","elmira"
"Cara McGurry","G","Sr","10","0","0","0","0.0000","0","0","0","0","0","0","2007-2008","elmira"
"Allison Cubberley","G","Jr","21","0","0","0","0.0000","2","4","0","0","0","0","2007-2008","elmira"
"Katelyn McLean","W","Fr","25","12","11","23","0.9200","12","32","0","5","1","0","2007-2008","finlandia"
"Danielle Syrowik","C","Sr","25","7","14","21","0.8400","9","18","1","1","2","0","2007-2008","finlandia"
"Ashley Leitch","D","Sr","25","5","13","18","0.7200","15","30","0","4","0","0","2007-2008","finlandia"
"Kendra Benson","F","So","25","3","13","16","0.6400","26","52","0","0","0","0","2007-2008","finlandia"
"Brenda Peterson","F","Sr","25","7","5","12","0.4800","7","14","1","0","0","1","2007-2008","finlandia"
"Emily Marcotte","F","So","23","5","4","9","0.3913","5","10","2","3","2","0","2007-2008","finlandia"
"Amy Danielson","F","Jr","22","5","1","6","0.2727","31","62","1","1","0","0","2007-2008","finlandia"
"Katie Fredianelli","W","Fr","25","1","3","4","0.1600","6","12","1","0","0","0","2007-2008","finlandia"
"Adele Horrigan","F","Jr","25","1","2","3","0.1200","17","45","0","0","0","0","2007-2008","finlandia"
"Nikki Arens","F","So","12","2","0","2","0.1667","2","4","0","0","0","0","2007-2008","finlandia"
"Chaslyn Duffek","F","Jr","25","0","2","2","0.0800","21","42","0","0","0","0","2007-2008","finlandia"
"Jennifer Kelly","F","So","9","0","2","2","0.2222","5","10","0","0","0","0","2007-2008","finlandia"
"Jessica Jones","D","So","25","0","2","2","0.0800","9","18","0","0","0","0","2007-2008","finlandia"
"Nicole Schumacher","D","Fr","24","1","0","1","0.0417","26","52","0","0","0","0","2007-2008","finlandia"
"Samantha Fisher","D","Jr","20","0","1","1","0.0500","8","16","0","0","0","0","2007-2008","finlandia"
"Annika Danielson","G","So","15","0","0","0","0.0000","0","0","0","0","0","0","2007-2008","finlandia"
"Corinne Czekaj","G","Sr","13","0","0","0","0.0000","0","0","0","0","0","0","2007-2008","finlandia"
"Stefanie Ubl","D","Sr","25","14","16","30","1.2000","11","22","2","5","1","0","2007-2008","gustavus-adolphus"
"Mari Gunderson","F","Jr","24","17","6","23","0.9583","11","22","1","5","2","0","2007-2008","gustavus-adolphus"
"Molly Doyle","F","Sr","25","10","12","22","0.8800","8","16","2","4","0","0","2007-2008","gustavus-adolphus"
"Allie Harwood","F","Fr","28","9","11","20","0.7143","2","4","1","1","0","0","2007-2008","gustavus-adolphus"
"Melissa Mackley","F","So","28","4","14","18","0.6429","7","14","0","2","1","0","2007-2008","gustavus-adolphus"
"Kirstin Peterson","D","Fr","28","3","15","18","0.6429","9","18","1","1","0","0","2007-2008","gustavus-adolphus"
"Jessica Doig","F","Jr","28","8","8","16","0.5714","1","2","2","3","0","0","2007-2008","gustavus-adolphus"
"Jenny Pusch","F","Jr","28","6","10","16","0.5714","9","18","2","4","1","0","2007-2008","gustavus-adolphus"
"Lynn Hillen","F","So","28","7","8","15","0.5357","10","20","1","2","0","0","2007-2008","gustavus-adolphus"
"Alyssa Saunders","F","So","28","4","9","13","0.4643","8","16","0","2","0","0","2007-2008","gustavus-adolphus"
"Lisa Sablak","F","Fr","28","9","3","12","0.4286","5","10","1","1","1","1","2007-2008","gustavus-adolphus"
"Laura Hillman","F","So","20","5","6","11","0.5500","1","2","2","1","0","0","2007-2008","gustavus-adolphus"
"Laura Vannelli","D","Sr","24","4","7","11","0.4583","10","20","1","3","0","0","2007-2008","gustavus-adolphus"
"Linda Evans","F","Fr","20","6","4","10","0.5000","0","0","2","2","0","0","2007-2008","gustavus-adolphus"
"Kelsey Johnson","D","Fr","28","1","7","8","0.2857","0","0","0","0","0","0","2007-2008","gustavus-adolphus"
"Claire Opsahl","D","So","26","3","4","7","0.2692","7","14","2","1","0","0","2007-2008","gustavus-adolphus"
"Melissa Kravich","F","Fr","15","2","4","6","0.4000","1","2","1","1","0","0","2007-2008","gustavus-adolphus"
"Sara Yungner","D","Fr","16","1","5","6","0.3750","1","2","1","0","0","0","2007-2008","gustavus-adolphus"
"Christine Wicker","F","Jr","15","3","2","5","0.3333","0","0","1","0","0","0","2007-2008","gustavus-adolphus"
"Jenna Johnson","F","So","14","2","3","5","0.3571","0","0","1","1","0","0","2007-2008","gustavus-adolphus"
"Margaret Dorer","D","Sr","18","1","3","4","0.2222","2","4","1","1","0","0","2007-2008","gustavus-adolphus"
"Kristin Meyers","F","Fr","5","0","3","3","0.6000","2","4","0","0","0","0","2007-2008","gustavus-adolphus"
"Niki Laferriere","G","Fr","3","0","0","0","0.0000","0","0","0","0","0","0","2007-2008","gustavus-adolphus"
"Breanna Scavo","G","So","26","0","0","0","0.0000","0","0","0","0","0","0","2007-2008","gustavus-adolphus"
"Sarah Windhorst","G","So","5","0","0","0","0.0000","0","0","0","0","0","0","2007-2008","gustavus-adolphus"
"Sarah Vaillancourt","F","Jr","33","25","34","59","1.7879","16","32","6","6","3","1","2007-2008","harvard"
"Jenny Brine","F","Jr","33","20","22","42","1.2727","9","18","3","12","0","0","2007-2008","harvard"
"Caitlin Cahow","D","Sr","33","14","22","36","1.0909","20","40","6","11","0","0","2007-2008","harvard"
"Sarah Wilson","F","Jr","33","14","13","27","0.8182","0","0","2","6","0","0","2007-2008","harvard"
"Liza Ryabkina","F","Fr","33","10","16","26","0.7879","14","28","3","2","0","0","2007-2008","harvard"
"Katharine Chute","F","Fr","33","8","10","18","0.5455","4","8","4","1","0","0","2007-2008","harvard"
"Kate Buesser","F","Fr","33","6","10","16","0.4848","7","14","3","3","0","0","2007-2008","harvard"
"Anna McDonald","F","So","32","7","8","15","0.4688","7","25","1","0","1","0","2007-2008","harvard"
"Kati Vaughn","D","Jr","33","3","12","15","0.4545","9","18","1","3","0","0","2007-2008","harvard"
"Kathryn Farni","D","So","32","2","5","7","0.2188","13","26","0","1","0","0","2007-2008","harvard"
"Cori Bassett","F/D","So","33","2","3","5","0.1515","8","16","0","1","0","0","2007-2008","harvard"
"Leanna Coskren","D","Fr","33","0","5","5","0.1515","8","27","0","0","0","0","2007-2008","harvard"
"Randi Griffin","F","So","33","4","0","4","0.1212","6","12","1","0","0","1","2007-2008","harvard"
"Deborah Conway","F","Fr","32","1","3","4","0.1250","3","6","1","0","0","0","2007-2008","harvard"
"Jen Brawn","F","So","25","1","0","1","0.0400","0","0","0","0","0","0","2007-2008","harvard"
"Christina Kessler","G","So","31","0","1","1","0.0323","1","2","0","0","0","0","2007-2008","harvard"
"Nora Sluzas","F/D","Jr","25","0","0","0","0.0000","7","14","0","0","0","0","2007-2008","harvard"
"Laura Brady","F","Sr","1","0","0","0","0.0000","1","2","0","0","0","0","2007-2008","harvard"
"Kylie Stephens","G","Fr","2","0","0","0","0.0000","0","0","0","0","0","0","2007-2008","harvard"
"Brenna McLean","D","Sr","33","0","0","0","0.0000","1","2","0","0","0","0","2007-2008","harvard"
"Brittany Martin","G","Jr","1","0","0","0","0.0000","0","0","0","0","0","0","2007-2008","harvard"
"Jessica MacKenzie","D","Sr","5","0","0","0","0.0000","0","0","0","0","0","0","2007-2008","harvard"
"Kirsten Kester","F","Jr","33","0","0","0","0.0000","0","0","0","0","0","0","2007-2008","harvard"
"Ashley Wheeler","D","Fr","4","0","0","0","0.0000","1","2","0","0","0","0","2007-2008","harvard"
"Samantha Rush","D","Sr","27","14","15","29","1.0741","19","41","2","9","2","0","2007-2008","holy-cross"
"Stephanie Couzin","F","Jr","26","10","15","25","0.9615","0","0","1","2","2","0","2007-2008","holy-cross"
"Lisa Wilson","D","So","27","12","11","23","0.8519","14","28","2","3","1","0","2007-2008","holy-cross"
"Jocelyn Kratchmer","LW","Fr","27","10","13","23","0.8519","10","20","3","0","3","0","2007-2008","holy-cross"
"Christina D'Ambrogio","F","Fr","27","6","6","12","0.4444","1","2","1","0","0","0","2007-2008","holy-cross"
"Kathryn Kelley","F","So","22","5","7","12","0.5455","5","10","0","2","0","0","2007-2008","holy-cross"
"Katelyn Doherty","D","So","27","3","8","11","0.4074","17","34","1","1","0","0","2007-2008","holy-cross"
"Emily Henry","F","Fr","23","3","7","10","0.4348","0","0","1","2","0","0","2007-2008","holy-cross"
"Wendy Nobrega","D","So","27","5","4","9","0.3333","4","8","1","0","0","0","2007-2008","holy-cross"
"Colleen Krmpotich","D","Fr","27","2","7","9","0.3333","6","12","0","0","0","0","2007-2008","holy-cross"
"Samantha Murphy","F","Sr","27","5","3","8","0.2963","7","14","0","0","0","0","2007-2008","holy-cross"
"Kathryn O'Connor","F","So","27","5","3","8","0.2963","14","28","3","3","0","0","2007-2008","holy-cross"
"Louise Hillen","F","Fr","26","5","3","8","0.3077","6","12","0","0","1","0","2007-2008","holy-cross"
"Casey Harvel","F","Sr","27","2","5","7","0.2593","8","16","0","1","0","0","2007-2008","holy-cross"
"Parnell Ormiston","D","Sr","26","1","6","7","0.2692","7","14","0","0","0","0","2007-2008","holy-cross"
"Katherine Falkowski","F","Sr","22","2","4","6","0.2727","1","2","1","0","0","0","2007-2008","holy-cross"
"Allie DeAngelis","D","Jr","24","1","4","5","0.2083","12","24","0","1","0","0","2007-2008","holy-cross"
"Amy McGhee","F","Jr","15","1","2","3","0.2000","1","2","0","0","0","0","2007-2008","holy-cross"
"Meghan Donovan","D","Sr","22","1","0","1","0.0455","3","6","0","0","0","0","2007-2008","holy-cross"
"Lindsay Atkinson","G","Fr","5","0","0","0","0.0000","0","0","0","0","0","0","2007-2008","holy-cross"
"Alicia Lew","G","Fr","4","0","0","0","0.0000","0","0","0","0","0","0","2007-2008","holy-cross"
"Emalee Blumhagen","D","So","8","0","0","0","0.0000","2","4","0","0","0","0","2007-2008","holy-cross"
"Monique Gallant","G","Fr","22","0","0","0","0.0000","0","0","0","0","0","0","2007-2008","holy-cross"
"Lauren Tomford","F","So","24","13","5","18","0.7500","30","71","3","6","0","0","2007-2008","hamilton"
"Kathryn Kroleski","F","Jr","25","9","6","15","0.6000","9","18","0","2","0","1","2007-2008","hamilton"
"Stephanie Miguel","F","Fr","25","6","9","15","0.6000","3","6","0","1","0","0","2007-2008","hamilton"
"Amy Allen","F","So","25","5","7","12","0.4800","11","22","1","2","0","0","2007-2008","hamilton"
"Cindy Lukianchuk","F","Fr","24","6","4","10","0.4167","13","26","1","2","0","0","2007-2008","hamilton"
"Jodi Raymond","D","Sr","25","0","8","8","0.3200","9","18","0","0","0","0","2007-2008","hamilton"
"Christie Sharlow","F","Fr","25","3","4","7","0.2800","2","4","1","1","0","0","2007-2008","hamilton"
"Kate Marek","D","Jr","25","3","4","7","0.2800","9","18","0","1","0","1","2007-2008","hamilton"
"Rachel Rapoza","D","So","25","0","7","7","0.2800","9","18","0","0","0","0","2007-2008","hamilton"
"Jess Goldberg","D","Sr","25","0","4","4","0.1600","17","34","0","0","0","0","2007-2008","hamilton"
"Laura Stirrat","D","So","22","1","2","3","0.1364","8","16","0","0","0","0","2007-2008","hamilton"
"Taylor Brady","F","Sr","23","0","2","2","0.0870","7","14","0","0","0","0","2007-2008","hamilton"
"Louise Roy","D","So","24","0","1","1","0.0417","4","8","0","0","0","0","2007-2008","hamilton"
"Meg Shine","G","So","19","0","1","1","0.0526","1","2","0","0","0","0","2007-2008","hamilton"
"Becky Cairns","F","Fr","25","0","1","1","0.0400","0","0","0","0","0","0","2007-2008","hamilton"
"Audie Carter-Tracy","D","Fr","23","0","1","1","0.0435","9","18","0","0","0","0","2007-2008","hamilton"
"Bret Lineberry","D","Fr","25","0","0","0","0.0000","2","4","0","0","0","0","2007-2008","hamilton"
"Kat Manning","G","Jr","8","0","0","0","0.0000","0","0","0","0","0","0","2007-2008","hamilton"
"Carly Barker","F","Jr","22","0","0","0","0.0000","9","18","0","0","0","0","2007-2008","hamilton"
"Emily Benzer","F","Sr","23","0","0","0","0.0000","0","0","0","0","0","0","2007-2008","hamilton"
"Katie Mulligan","F","Jr","6","0","0","0","0.0000","3","6","0","0","0","0","2007-2008","hamilton"
"Lesley Ryder","G","Fr","1","0","0","0","0.0000","0","0","0","0","0","0","2007-2008","hamilton"
"Courtney DeHoey","F","Sr","28","13","11","24","0.8571","18","36","2","5","0","0","2007-2008","lake-forest"
"Kerry Gotowka","D","Sr","27","12","5","17","0.6296","12","24","2","11","0","0","2007-2008","lake-forest"
"Laura Wilson","D","Sr","28","10","6","16","0.5714","9","18","3","6","0","0","2007-2008","lake-forest"
"Allison Rushing","D","Sr","28","2","14","16","0.5714","12","32","0","2","0","0","2007-2008","lake-forest"
"Lynn Switaj","F","Fr","28","6","9","15","0.5357","10","20","2","1","1","0","2007-2008","lake-forest"
"Courtney Bean","D","So","28","3","8","11","0.3929","20","40","0","1","0","0","2007-2008","lake-forest"
"Maggie Bresser","F","So","26","4","5","9","0.3462","10","20","1","3","0","0","2007-2008","lake-forest"
"Jen Clouthier","F","Sr","21","3","6","9","0.4286","7","14","0","1","1","0","2007-2008","lake-forest"
"Sam Herron","F","Fr","27","3","4","7","0.2593","7","14","0","1","0","0","2007-2008","lake-forest"
"Sam Pinsonneault","F","So","26","4","2","6","0.2308","8","16","2","0","0","0","2007-2008","lake-forest"
"Jamie Sauer","D","So","28","1","3","4","0.1429","9","18","0","1","0","0","2007-2008","lake-forest"
"Naomi Paterson","F","So","27","2","1","3","0.1111","3","6","0","0","0","0","2007-2008","lake-forest"
"Ricki Kirsch","F","Fr","22","0","3","3","0.1364","4","8","0","0","0","0","2007-2008","lake-forest"
"Kelsey Finn","D","So","26","1","1","2","0.0769","15","30","0","0","0","0","2007-2008","lake-forest"
"Amalia Vriend","D","Sr","28","0","2","2","0.0714","17","34","0","0","0","0","2007-2008","lake-forest"
"Kelly Smith","F","Fr","22","1","0","1","0.0455","7","14","0","0","0","0","2007-2008","lake-forest"
"Megan Patrick","F","So","20","1","0","1","0.0500","6","12","0","0","0","0","2007-2008","lake-forest"
"Charlotte Capaldo","G","So","1","0","0","0","0.0000","0","0","0","0","0","0","2007-2008","lake-forest"
"Alyssa Wintermute","G","Fr","15","0","0","0","0.0000","0","0","0","0","0","0","2007-2008","lake-forest"
"Ryann McCarthy","G","So","16","0","0","0","0.0000","0","0","0","0","0","0","2007-2008","lake-forest"
"Carolyn Thiess","D","So","26","0","0","0","0.0000","7","14","0","0","0","0","2007-2008","lake-forest"
"Danielle Nagymarosi","F","Jr","29","32","21","53","1.8276","30","60","5","9","0","1","2007-2008","manhattanville"
"Amanda Nonis","F","Sr","28","19","19","38","1.3571","13","26","2","9","1","0","2007-2008","manhattanville"
"Shannon Coffey","F","Fr","31","12","25","37","1.1935","6","12","2","2","0","0","2007-2008","manhattanville"
"Holly Nonis","F","","29","16","20","36","1.2414","11","22","3","3","0","0","2007-2008","manhattanville"
"Monique Rafferty","F","So","30","12","19","31","1.0333","5","10","3","3","0","0","2007-2008","manhattanville"
"Natalie Zitek","F","Jr","31","12","16","28","0.9032","11","22","2","6","0","0","2007-2008","manhattanville"
"Danielle Mazurek","F","Sr","31","9","12","21","0.6774","13","48","2","1","0","0","2007-2008","manhattanville"
"Dani Poupart","D","Sr","27","1","18","19","0.7037","11","22","1","0","0","0","2007-2008","manhattanville"
"Jessica Zimmerman","F","Sr","30","7","9","16","0.5333","10","20","1","0","0","0","2007-2008","manhattanville"
"Erin Brawley","D","Jr","31","2","12","14","0.4516","17","34","0","1","0","0","2007-2008","manhattanville"
"Alex Blackwell","F","Jr","31","7","3","10","0.3226","28","56","1","2","0","0","2007-2008","manhattanville"
"Sarah Fullerton","F/D","So","29","1","9","10","0.3448","13","26","0","0","0","0","2007-2008","manhattanville"
"Erica Garcia","D","Fr","29","3","5","8","0.2759","6","12","0","1","0","0","2007-2008","manhattanville"
"Alex Findlay","D","So","30","2","6","8","0.2667","15","30","0","0","0","0","2007-2008","manhattanville"
"Jess Scioli","F","Fr","28","4","3","7","0.2500","6","12","2","0","0","0","2007-2008","manhattanville"
"Lyndsay Letourneau","F","Sr","24","1","5","6","0.2500","0","0","0","0","0","0","2007-2008","manhattanville"
"Carina von Bredow","F","Sr","30","0","4","4","0.1333","8","16","0","0","0","0","2007-2008","manhattanville"
"Caroline O'Neill","F","Fr","4","1","2","3","0.7500","0","0","0","0","0","0","2007-2008","manhattanville"
"Jena Danzig","D","Jr","30","0","2","2","0.0667","2","4","0","0","0","0","2007-2008","manhattanville"
"Jen Ascencio","F","Fr","12","1","0","1","0.0833","0","0","0","0","0","0","2007-2008","manhattanville"
"Michelle Kaufman","F","Fr","5","1","0","1","0.2000","0","0","0","0","0","0","2007-2008","manhattanville"
"Jacqui Villani","D","So","4","0","0","0","0.0000","1","2","0","0","0","0","2007-2008","manhattanville"
"Karine Turmel","G","Jr","14","0","0","0","0.0000","0","0","0","0","0","0","2007-2008","manhattanville"
"Liane Ortis","G","Sr","3","0","0","0","0.0000","0","0","0","0","0","0","2007-2008","manhattanville"
"Andrea Blais","F","Fr","5","0","0","0","0.0000","1","2","0","0","0","0","2007-2008","manhattanville"
"Sophia Kokkonis","G","So","15","0","0","0","0.0000","0","0","0","0","0","0","2007-2008","manhattanville"
"Vanessa Vani","F","Jr","32","6","15","21","0.6563","14","28","2","0","1","0","2007-2008","maine"
"Taryn Peacock","F","So","30","6","10","16","0.5333","14","39","1","1","0","0","2007-2008","maine"
"Jennie Gallo","F","Fr","32","7","7","14","0.4375","19","38","0","1","1","0","2007-2008","maine"
"Pam Patterson","F","Sr","33","4","6","10","0.3030","4","8","0","1","0","0","2007-2008","maine"
"Robyn Law","F","Jr","26","3","7","10","0.3846","13","26","0","0","0","0","2007-2008","maine"
"Abby Barton","F","So","33","4","4","8","0.2424","12","35","0","0","0","0","2007-2008","maine"
"Jordan Colliton","F","Fr","33","3","5","8","0.2424","8","16","0","1","0","0","2007-2008","maine"
"Amy Stech","F","So","33","5","2","7","0.2121","6","12","1","1","0","0","2007-2008","maine"
"Lexie Hoffmeyer","F","So","30","3","2","5","0.1667","21","42","0","2","0","0","2007-2008","maine"
"Jenna Ouellette","F","So","27","2","3","5","0.1852","2","4","0","1","0","0","2007-2008","maine"
"Kim Meagher","D","Sr","33","1","4","5","0.1515","26","63","0","0","0","0","2007-2008","maine"
"Elyce Thomas","D","So","33","4","0","4","0.1212","28","64","0","3","0","0","2007-2008","maine"
"Madelene Eriksson","D","Fr","33","1","2","3","0.0909","12","24","0","0","0","0","2007-2008","maine"
"Courtney Fox","D","Fr","32","1","2","3","0.0938","4","8","0","0","0","0","2007-2008","maine"
"Kaitlin Zeek","F","Fr","24","1","0","1","0.0417","1","2","0","0","0","0","2007-2008","maine"
"Danielle Cyr","F","Fr","33","0","1","1","0.0303","2","4","0","0","0","0","2007-2008","maine"
"Ashley Palangi","F/D","So","18","0","1","1","0.0556","5","21","0","0","0","0","2007-2008","maine"
"Genevieve Turgeon","G","Jr","26","0","0","0","0.0000","0","0","0","0","0","0","2007-2008","maine"
"Jenna Cowan","F","Sr","23","0","0","0","0.0000","13","26","0","0","0","0","2007-2008","maine"
"Sarah Bishop","G","Fr","9","0","0","0","0.0000","0","0","0","0","0","0","2007-2008","maine"
"Meghan Agosta","F","So","33","40","25","65","1.9697","13","26","9","10","7","4","2007-2008","mercyhurst"
"Valerie Chouinard","F","Jr","37","16","34","50","1.3514","5","10","3","10","1","0","2007-2008","mercyhurst"
"Jesse Scanzano","F","Fr","37","13","27","40","1.0811","29","66","3","5","0","1","2007-2008","mercyhurst"
"Stephanie Jones","F","Sr","37","15","23","38","1.0270","0","0","2","5","1","0","2007-2008","mercyhurst"
"Vicki Bendus","F","Fr","37","11","21","32","0.8649","13","26","1","3","1","0","2007-2008","mercyhurst"
"Natalie Payne","D","Jr","37","5","23","28","0.7568","22","44","1","2","0","0","2007-2008","mercyhurst"
"Geena Prough","F/D","Fr","37","9","12","21","0.5676","12","24","1","3","0","0","2007-2008","mercyhurst"
"Cassea Schols","D","Fr","37","5","12","17","0.4595","19","38","1","3","0","1","2007-2008","mercyhurst"
"Hayley McMeekin","F","Jr","19","9","6","15","0.7895","6","12","1","4","0","1","2007-2008","mercyhurst"
"Ashley Cockell","F","Fr","37","6","9","15","0.4054","26","63","1","1","0","0","2007-2008","mercyhurst"
"Kristen Erickson","F","Sr","36","5","6","11","0.3056","25","58","1","0","0","0","2007-2008","mercyhurst"
"Sherilyn Fraser","F","Sr","33","4","7","11","0.3333","9","18","1","1","0","0","2007-2008","mercyhurst"
"Danielle Ayearst","D","Sr","35","2","8","10","0.2857","18","36","1","0","0","0","2007-2008","mercyhurst"
"Melissa Dianoski","F","Jr","24","2","6","8","0.3333","9","18","0","0","0","0","2007-2008","mercyhurst"
"Melissa Lacroix","D","Fr","37","2","4","6","0.1622","19","38","0","0","0","0","2007-2008","mercyhurst"
"Jackie Jarrell","F","Sr","22","3","1","4","0.1818","2","4","0","2","0","0","2007-2008","mercyhurst"
"Johanna Malmstrom","D","So","37","0","3","3","0.0811","0","0","0","0","0","0","2007-2008","mercyhurst"
"Cheyenne Bojeski","F","Fr","33","1","1","2","0.0606","1","2","0","0","0","0","2007-2008","mercyhurst"
"Laura Hosier","G","Sr","33","0","1","1","0.0303","1","2","0","0","0","0","2007-2008","mercyhurst"
"Nicole Nelson","G","Jr","1","0","0","0","0.0000","0","0","0","0","0","0","2007-2008","mercyhurst"
"Courtney Drennen","G","Jr","6","0","0","0","0.0000","0","0","0","0","0","0","2007-2008","mercyhurst"
"Melanie Leveille","F","So","27","13","9","22","0.8148","19","38","1","4","2","0","2007-2008","hamline"
"Kate Raasch","F","Jr","27","13","6","19","0.7037","13","26","2","5","1","1","2007-2008","hamline"
"Sara Mickelson","F","Sr","27","12","7","19","0.7037","12","24","2","3","1","2","2007-2008","hamline"
"Alli Miller","F","Fr","27","8","11","19","0.7037","9","18","0","1","1","1","2007-2008","hamline"
"Emily Dusold","F","Sr","27","5","12","17","0.6296","11","22","1","2","0","0","2007-2008","hamline"
"Brianna Miller","F","Jr","27","6","10","16","0.5926","21","42","2","2","0","0","2007-2008","hamline"
"Amanda Finstad","D","So","27","4","12","16","0.5926","13","26","0","1","0","0","2007-2008","hamline"
"Sophie Davidson","F","So","27","6","9","15","0.5556","15","30","2","2","0","0","2007-2008","hamline"
"Heather Ahlers","F","Fr","24","5","6","11","0.4583","8","16","2","0","0","0","2007-2008","hamline"
