"Name","Pos","Year","GP","G","A","Pts.","Pt/Gm","PEN","PIM","GWG","PPG","SHG","ENG","Season","Team"
"Erin Deters","G","So","7","0","0","0","0.0000","0","0","0","0","0","0","2014-2015","bemidji-state"
"Carley Esse","D","So","39","0","0","0","0.0000","6","12","0","0","0","0","2014-2015","bemidji-state"
"Alex Carpenter","F","Jr","37","37","44","81","2.1892","6","15","9","4","2","2","2014-2015","boston-college"
"Haley Skarupa","F","Jr","37","31","40","71","1.9189","5","16","7","5","3","1","2014-2015","boston-college"
"Emily Pfalzer","D","Sr","36","8","34","42","1.1667","5","10","1","4","0","0","2014-2015","boston-college"
"Kenzie Kent","F","Fr","39","7","31","38","0.9744","3","6","0","0","0","1","2014-2015","boston-college"
"Dana Trivigno","F","Jr","37","15","19","34","0.9189","35","78","4","4","0","0","2014-2015","boston-college"
"Kate Leary","F","Sr","39","17","14","31","0.7949","6","12","2","1","0","0","2014-2015","boston-college"
"Andie Anastos","F","So","39","14","16","30","0.7692","4","8","2","2","1","1","2014-2015","boston-college"
"Emily Field","F","Sr","38","9","20","29","0.7632","12","24","1","2","1","0","2014-2015","boston-college"
"Lexi Bender","D","Jr","39","6","23","29","0.7436","22","44","1","2","0","0","2014-2015","boston-college"
"Tori Sullivan","F","Fr","39","11","17","28","0.7179","3","6","2","1","0","0","2014-2015","boston-college"
"Megan Keller","D","Fr","37","4","20","24","0.6486","15","30","1","0","1","0","2014-2015","boston-college"
"Kristyn Capizzano","F","So","38","11","11","22","0.5789","2","4","2","1","0","0","2014-2015","boston-college"
"Toni Ann Miano","D","Fr","39","4","12","16","0.4103","7","14","0","0","0","1","2014-2015","boston-college"
"Meghan Grieves","F","Jr","39","8","4","12","0.3077","7","14","2","1","0","0","2014-2015","boston-college"
"Kaliya Johnson","D","Jr","31","2","8","10","0.3226","5","10","0","0","0","0","2014-2015","boston-college"
"Kali Flanagan","D","Fr","39","3","6","9","0.2308","1","2","0","0","0","0","2014-2015","boston-college"
"Danielle Doherty","F","Sr","39","3","4","7","0.1795","6","12","0","1","0","0","2014-2015","boston-college"
"Haley McLean","F","So","39","4","1","5","0.1282","0","0","0","0","0","0","2014-2015","boston-college"
"Erin Kickham","F","Sr","11","1","1","2","0.1818","0","0","0","0","0","0","2014-2015","boston-college"
"Katie Burt","G","Fr","35","0","1","1","0.0286","1","2","0","0","0","0","2014-2015","boston-college"
"Taylor Blake","G","Jr","4","0","0","0","0.0000","0","0","0","0","0","0","2014-2015","boston-college"
"Gabriella Switaj","G","Fr","3","0","0","0","0.0000","0","0","0","0","0","0","2014-2015","boston-college"
"Lauren Wedell","D","So","2","0","0","0","0.0000","0","0","0","0","0","0","2014-2015","boston-college"
"Marie-Philip Poulin","F","Sr","32","27","27","54","1.6875","9","18","6","1","2","3","2014-2015","boston-university"
"Sarah Lefort","F","Jr","37","23","27","50","1.3514","16","32","2","7","1","2","2014-2015","boston-university"
"Kayla Tutino","F","Sr","36","14","23","37","1.0278","15","41","5","4","1","0","2014-2015","boston-university"
"Victoria Bach","F","Fr","37","20","14","34","0.9189","2","4","3","6","0","0","2014-2015","boston-university"
"Rebecca Leslie","F","Fr","35","14","17","31","0.8857","3","6","2","0","1","0","2014-2015","boston-university"
"Shannon Doyle","D","Sr","36","4","25","29","0.8056","9","18","1","1","0","0","2014-2015","boston-university"
"Rebecca Russo","F","Jr","37","10","11","21","0.5676","6","12","3","2","1","1","2014-2015","boston-university"
"Samantha Sutherland","F","So","37","8","11","19","0.5135","3","6","0","2","0","0","2014-2015","boston-university"
"Maddie Elia","F","So","36","7","12","19","0.5278","19","49","1","2","0","0","2014-2015","boston-university"
"Lillian Ribeirinha-Braga","D","Jr","37","2","15","17","0.4595","17","50","0","0","0","0","2014-2015","boston-university"
"Shannon Stoneburgh","D","Sr","37","2","9","11","0.2973","16","48","0","1","0","0","2014-2015","boston-university"
"Dakota Woodworth","F","Jr","37","4","4","8","0.2162","3","9","0","0","0","0","2014-2015","boston-university"
"Alexis Woloschuk","D","Jr","35","0","7","7","0.2000","8","16","0","0","0","0","2014-2015","boston-university"
"Sarah Steele","D","So","37","1","5","6","0.1622","11","22","0","1","0","0","2014-2015","boston-university"
"Jordan Juron","F","Jr","27","1","4","5","0.1852","2","4","0","0","0","0","2014-2015","boston-university"
"Sarah Bayersdorfer","F","Sr","36","1","2","3","0.0833","3","6","0","0","0","0","2014-2015","boston-university"
"Caroline Campbell","D","Sr","21","1","2","3","0.1429","25","50","1","1","0","0","2014-2015","boston-university"
"Diana Bennett","D","Jr","20","1","1","2","0.1000","5","10","1","0","0","0","2014-2015","boston-university"
"Natalie Flynn","F","So","37","1","1","2","0.0541","5","10","0","0","0","0","2014-2015","boston-university"
"Erin O'Neil","G","Fr","16","0","2","2","0.1250","0","0","0","0","0","0","2014-2015","boston-university"
"Victoria Hanson","G","So","23","0","2","2","0.0870","0","0","0","0","0","0","2014-2015","boston-university"
"Savannah Newton","D","Fr","10","0","0","0","0.0000","1","2","0","0","0","0","2014-2015","boston-university"
"Mia Becker","G","So","2","0","0","0","0.0000","0","0","0","0","0","0","2014-2015","boston-university"
"Ariana Bourque","F","Jr","26","6","17","23","0.8846","3","6","2","3","0","0","2014-2015","bowdoin"
"Rachel Kennedy","F","Jr","22","11","8","19","0.8636","1","2","1","3","0","0","2014-2015","bowdoin"
"Chelsea MacNeil","F","Sr","26","7","12","19","0.7308","7","14","3","2","0","0","2014-2015","bowdoin"
"Miranda Bell","F","Fr","24","12","6","18","0.7500","9","18","1","2","0","0","2014-2015","bowdoin"
"Julie Dachille","F","Fr","22","10","8","18","0.8182","4","8","2","2","0","0","2014-2015","bowdoin"
"Maddie Baird","D","Sr","26","3","8","11","0.4231","4","8","0","2","0","0","2014-2015","bowdoin"
"Colleen Finnerty","F","Sr","22","5","3","8","0.3636","8","16","1","1","0","0","2014-2015","bowdoin"
"Schuyler Nardelli","F","Sr","26","2","6","8","0.3077","5","10","0","0","1","0","2014-2015","bowdoin"
"Marne Gallant","D","So","25","1","6","7","0.2800","9","18","0","0","0","0","2014-2015","bowdoin"
"Maryanne Iodice","D","Fr","26","1","6","7","0.2692","7","14","1","1","0","0","2014-2015","bowdoin"
"Kimmy Ganong","D","So","22","0","5","5","0.2273","6","12","0","0","0","0","2014-2015","bowdoin"
"Jessica Bowen","F","So","26","3","1","4","0.1538","2","4","0","1","1","1","2014-2015","bowdoin"
"Brigit Bergin","D","Fr","24","0","4","4","0.1667","9","18","0","0","0","0","2014-2015","bowdoin"
"Maureen Greason","F","Fr","26","1","0","1","0.0385","2","4","0","0","0","0","2014-2015","bowdoin"
"Jamie Ptacek","D","So","25","0","1","1","0.0400","1","2","0","0","0","0","2014-2015","bowdoin"
"Jill Rathke","D","Fr","24","0","1","1","0.0417","7","14","0","0","0","0","2014-2015","bowdoin"
"Maddy Hall","F","So","26","0","1","1","0.0385","1","2","0","0","0","0","2014-2015","bowdoin"
"Lan Crofton","G","So","22","0","0","0","0.0000","0","0","0","0","0","0","2014-2015","bowdoin"
"Aliya Feroe","F","So","26","0","0","0","0.0000","1","2","0","0","0","0","2014-2015","bowdoin"
"Gabby Grandin","D","Sr","4","0","0","0","0.0000","0","0","0","0","0","0","2014-2015","bowdoin"
"Beth Findley","G","Jr","8","0","0","0","0.0000","0","0","0","0","0","0","2014-2015","bowdoin"
"Kara Goodwin","F","Sr","26","20","6","26","1.0000","1","2","5","4","1","0","2014-2015","buffalo-state"
"Erin Gehen","F","Fr","26","7","14","21","0.8077","12","24","1","2","1","0","2014-2015","buffalo-state"
"Christine Harris","F","Fr","26","7","11","18","0.6923","28","56","1","3","0","0","2014-2015","buffalo-state"
"Brooke Krantz","F","Fr","26","5","11","16","0.6154","8","16","0","2","0","0","2014-2015","buffalo-state"
"Bri Carroll","F","Fr","26","6","9","15","0.5769","6","12","1","2","0","0","2014-2015","buffalo-state"
"Caitie Horvatits","F","Fr","26","4","7","11","0.4231","2","4","0","0","0","0","2014-2015","buffalo-state"
"Nikki Kirchberger","F","Jr","26","4","7","11","0.4231","12","24","0","1","0","0","2014-2015","buffalo-state"
"Jeyna Minnick","F","Sr","26","4","5","9","0.3462","11","22","1","2","0","0","2014-2015","buffalo-state"
"Viivi Vaattovaara","D/F","Fr","26","1","6","7","0.2692","14","31","0","0","0","0","2014-2015","buffalo-state"
"Missy Mallon","F","Fr","26","2","4","6","0.2308","4","8","0","0","1","0","2014-2015","buffalo-state"
"Maddie Toczek","F","Fr","26","1","3","4","0.1538","6","12","0","0","0","0","2014-2015","buffalo-state"
"Alison Mish","F","Jr","25","1","3","4","0.1600","10","20","0","0","0","0","2014-2015","buffalo-state"
"Hannah Tarr","D","Fr","26","0","4","4","0.1538","4","8","0","0","0","0","2014-2015","buffalo-state"
"Georgia Kleiner","D","Fr","26","1","2","3","0.1154","8","16","1","0","0","0","2014-2015","buffalo-state"
"Heather Neuburger","D","So","26","0","1","1","0.0385","2","4","0","0","0","0","2014-2015","buffalo-state"
"Justine Silva","G","Fr","5","0","0","0","0.0000","0","0","0","0","0","0","2014-2015","buffalo-state"
"Justine Silva","G","Fr","19","0","0","0","0.0000","0","0","0","0","0","0","2014-2015","buffalo-state"
"Megan Niesyty","F","So","26","0","0","0","0.0000","2","4","0","0","0","0","2014-2015","buffalo-state"
"Sarah Quigley","G","Jr","1","0","0","0","0.0000","0","0","0","0","0","0","2014-2015","buffalo-state"
"Megan Sackett","G","Fr","3","0","0","0","0.0000","0","0","0","0","0","0","2014-2015","buffalo-state"
"Morgan Haettich","F","So","26","0","0","0","0.0000","2","4","0","0","0","0","2014-2015","buffalo-state"
"Lora Ardoin","F","So","24","8","6","14","0.5833","17","34","1","1","0","1","2014-2015","canton"
"Robyn Carroll","F","Jr","20","7","4","11","0.5500","9","18","0","1","0","1","2014-2015","canton"
"Margret Troiano","F","Fr","25","6","5","11","0.4400","13","26","0","0","0","0","2014-2015","canton"
"Lindsey Hall","F","Fr","25","4","6","10","0.4000","3","6","0","1","0","0","2014-2015","canton"
"Grace Lyon","F","Fr","20","3","4","7","0.3500","0","0","1","0","0","0","2014-2015","canton"
"Abbey Diabo","D","So","23","2","5","7","0.3043","28","56","0","1","0","0","2014-2015","canton"
"Sydney Kinder","F/D","So","11","3","2","5","0.4545","8","16","0","0","1","0","2014-2015","canton"
"Kjrstin Hoberg","D","Fr","24","1","3","4","0.1667","7","14","0","0","0","0","2014-2015","canton"
"Tia Mitchell","F","So","17","0","3","3","0.1765","2","4","0","0","0","0","2014-2015","canton"
"Bineh Garrow","D","Fr","12","1","1","2","0.1667","4","8","0","1","0","0","2014-2015","canton"
"Maddy Hetman","F","So","16","1","1","2","0.1250","12","24","0","0","0","0","2014-2015","canton"
"Steph Kushnir","F","Jr","17","0","2","2","0.1176","8","16","0","0","0","0","2014-2015","canton"
"McKayla Duffy","F","Fr","21","0","2","2","0.0952","3","6","0","0","0","0","2014-2015","canton"
"Rhea Coad","F","So","12","1","0","1","0.0833","4","19","0","0","0","0","2014-2015","canton"
"Becca Kieffer","G","So","11","0","1","1","0.0909","1","2","0","0","0","0","2014-2015","canton"
"Caty Darling","D","Sr","22","0","1","1","0.0455","22","47","0","0","0","0","2014-2015","canton"
"Alicia Eamon","D","Fr","10","0","1","1","0.1000","4","8","0","0","0","0","2014-2015","canton"
"Rebecca DiNardo","G","Fr","19","0","0","0","0.0000","0","0","0","0","0","0","2014-2015","canton"
"Peyton Stafne","G","Fr","7","0","0","0","0.0000","0","0","0","0","0","0","2014-2015","canton"
"Sarah Robson","F","Sr","29","8","12","20","0.6897","12","24","0","2","2","1","2014-2015","brown"
"Kaitlyn Keon","F","Sr","28","10","9","19","0.6786","12","24","1","4","0","0","2014-2015","brown"
"Sam Donovan","F","Fr","29","12","5","17","0.5862","1","2","2","4","0","0","2014-2015","brown"
"Janice Yang","F","Sr","29","6","9","15","0.5172","5","10","1","1","0","0","2014-2015","brown"
"Maddie Woo","F","So","29","5","7","12","0.4138","13","26","0","2","1","0","2014-2015","brown"
"Lauren Vella","D","Sr","28","3","8","11","0.3929","16","32","0","3","0","0","2014-2015","brown"
"Kelly Micholson","D","Jr","29","3","7","10","0.3448","12","24","0","1","0","1","2014-2015","brown"
"Brittany Moorehead","F","Sr","29","4","5","9","0.3103","7","14","0","1","0","1","2014-2015","brown"
"Samantha Swanstrom","F","Fr","29","1","7","8","0.2759","11","22","0","1","0","0","2014-2015","brown"
"Erin Conway","F","So","20","3","3","6","0.3000","3","6","1","1","0","0","2014-2015","brown"
"Ariana Rucker","F","Jr","29","2","4","6","0.2069","7","25","0","1","0","0","2014-2015","brown"
"Hunter Davis","D","Jr","29","0","5","5","0.1724","5","10","0","0","0","0","2014-2015","brown"
"Catherine LeBoeuf","D","So","29","0","4","4","0.1379","4","8","0","0","0","0","2014-2015","brown"
"Katie Swanstrom","F","Fr","29","1","0","1","0.0345","4","8","0","0","0","0","2014-2015","brown"
"Alli Rolandelli","D","Jr","14","0","1","1","0.0714","5","10","0","0","0","0","2014-2015","brown"
"Cynthia Kyin","D","Fr","19","0","1","1","0.0526","5","10","0","0","0","0","2014-2015","brown"
"Monica Masucci","F","Jr","5","0","0","0","0.0000","1","2","0","0","0","0","2014-2015","brown"
"Rachael Cholak","F","Fr","29","0","0","0","0.0000","2","4","0","0","0","0","2014-2015","brown"
"Monica Elvin","G","So","27","0","0","0","0.0000","0","0","0","0","0","0","2014-2015","brown"
"Dara Wais","F","Fr","22","0","0","0","0.0000","0","0","0","0","0","0","2014-2015","brown"
"Julianne Landry","G","Fr","10","0","0","0","0.0000","0","0","0","0","0","0","2014-2015","brown"
"Caroline Buckholtz","D","Fr","29","0","0","0","0.0000","2","4","0","0","0","0","2014-2015","brown"
"Anna Daniels","F","Jr","28","11","13","24","0.8571","3","9","2","2","2","0","2014-2015","castleton"
"Taylor Steadman","F","Jr","28","9","10","19","0.6786","6","12","3","4","0","0","2014-2015","castleton"
"Brianna Keats","F","Fr","28","9","9","18","0.6429","13","26","2","3","0","0","2014-2015","castleton"
"Lisa Kilroy","F","So","28","7","7","14","0.5000","6","12","0","1","0","0","2014-2015","castleton"
"Lisa Buratynski","D","So","28","1","11","12","0.4286","5","10","1","0","0","0","2014-2015","castleton"
"Molly Howard","F","Sr","28","4","7","11","0.3929","12","24","0","1","0","0","2014-2015","castleton"
"Samantha Pion","D","Jr","28","2","9","11","0.3929","7","14","0","1","0","0","2014-2015","castleton"
"Tori Pizzuto","D/F","Sr","26","7","3","10","0.3846","6","12","1","2","1","0","2014-2015","castleton"
"Rachel Bombardier","F","Jr","28","4","6","10","0.3571","17","34","2","2","0","0","2014-2015","castleton"
"Hannah Rose","D/F","Fr","27","3","7","10","0.3704","5","10","2","0","0","0","2014-2015","castleton"
"Hannah Wright","D","So","26","1","6","7","0.2692","1","2","0","1","0","0","2014-2015","castleton"
"Emily Raber","D","So","28","1","5","6","0.2143","8","16","1","0","0","0","2014-2015","castleton"
"Sabrina Hosner","D","So","27","1","3","4","0.1481","6","12","0","1","0","0","2014-2015","castleton"
"Ashley Pelkey","F","So","28","2","1","3","0.1071","0","0","0","0","0","0","2014-2015","castleton"
"Samantha McNeil","D","Sr","28","1","1","2","0.0714","5","10","0","0","0","0","2014-2015","castleton"
"BriAnna Narodowy","F","Sr","17","1","0","1","0.0588","0","0","0","0","0","0","2014-2015","castleton"
"Alyssa Brandland","F","So","15","1","0","1","0.0667","2","4","0","0","0","0","2014-2015","castleton"
"Candace Seguin","F","Fr","9","0","1","1","0.1111","13","26","0","0","0","0","2014-2015","castleton"
"Sky Brown","G","Fr","1","0","0","0","0.0000","0","0","0","0","0","0","2014-2015","castleton"
"Jessica Spidle","F","Sr","26","0","0","0","0.0000","1","2","0","0","0","0","2014-2015","castleton"
"Rachel Elliott","F","Jr","20","0","0","0","0.0000","0","0","0","0","0","0","2014-2015","castleton"
