"Name","Pos","Year","GP","G","A","Pts.","Pt/Gm","GWG","PPG","SHG","ENG","Season","Team"
"Cathryn O'Connor","F","So","11","2","3","5","0.4545","0","0","0","0","2004-2005","holy-cross"
"Marie Hickey","F","Fr","27","1","4","5","0.1852","0","0","0","0","2004-2005","holy-cross"
"Melissa Flanagan","F","So","25","3","1","4","0.1600","0","1","0","0","2004-2005","holy-cross"
"Lauren Oplinger","F","Fr","27","1","3","4","0.1481","0","0","0","0","2004-2005","holy-cross"
"Shara Conroy","D","So","27","1","3","4","0.1481","0","0","0","0","2004-2005","holy-cross"
"Meghan Donovan","D","Fr","25","2","1","3","0.1200","0","1","0","0","2004-2005","holy-cross"
"Casey McCullion","G","So","26","0","1","1","0.0385","0","0","0","0","2004-2005","holy-cross"
"Amy Canning","F","Jr","1","0","0","0","0.0000","0","0","0","0","2004-2005","holy-cross"
"Dianna Muth","G","So","2","0","0","0","0.0000","0","0","0","0","2004-2005","holy-cross"
"Jane Sarno","D","Fr","21","0","0","0","0.0000","0","0","0","0","2004-2005","holy-cross"
"Tristan Desmet","F","Sr","32","17","14","31","0.9688","3","7","0","0","2004-2005","maine"
"Andrea Steranko","F","Sr","32","10","13","23","0.7188","1","2","0","0","2004-2005","maine"
"Cheryl White","F","Sr","30","12","10","22","0.7333","4","1","0","0","2004-2005","maine"
"Sonia Corriveau","F","So","28","8","10","18","0.6429","1","4","0","0","2004-2005","maine"
"Katie Sunstrum","F","So","32","9","6","15","0.4688","2","4","1","0","2004-2005","maine"
"Brigitte Laflamme","F","So","32","5","10","15","0.4688","1","2","1","0","2004-2005","maine"
"Julie Poulin","D","So","29","4","7","11","0.3793","0","1","1","1","2004-2005","maine"
"Laura Maddin","D","Sr","32","0","10","10","0.3125","0","0","0","0","2004-2005","maine"
"Karine Senecal","D","So","32","1","8","9","0.2813","0","0","0","0","2004-2005","maine"
"Kelly Law","D","So","28","2","5","7","0.2500","1","0","0","0","2004-2005","maine"
"Morgan Janusc","F","Jr","30","1","5","6","0.2000","0","0","0","0","2004-2005","maine"
"Amy Quirion","F","So","32","4","1","5","0.1563","0","0","0","0","2004-2005","maine"
"Danielle Tangredi","F","Fr","32","2","2","4","0.1250","1","0","0","0","2004-2005","maine"
"Sheri Wauters","F","Fr","32","2","1","3","0.0938","0","0","0","0","2004-2005","maine"
"Abby Krause","F","Fr","31","1","1","2","0.0645","0","0","0","0","2004-2005","maine"
"Jessica Leclerc","D","Fr","2","0","2","2","1.0000","0","0","0","0","2004-2005","maine"
"Kendall Junta","F","So","7","1","0","1","0.1429","0","0","0","0","2004-2005","maine"
"Emily Stevens","F","Sr","27","0","1","1","0.0370","0","0","0","0","2004-2005","maine"
"Jenna Cowan","F","Fr","29","0","0","0","0.0000","0","0","0","0","2004-2005","maine"
"Alanna Pfeffer","F/D","Jr","5","0","0","0","0.0000","0","0","0","0","2004-2005","maine"
"Jayme Wilmann","G","Fr","1","0","0","0","0.0000","0","0","0","0","2004-2005","maine"
"Susannah Orzell","F","So","1","0","0","0","0.0000","0","0","0","0","2004-2005","maine"
"Julie Lizotte","F","Fr","3","0","0","0","0.0000","0","0","0","0","2004-2005","maine"
"Rachel Gettings","G","So","31","0","0","0","0.0000","0","0","0","0","2004-2005","maine"
"Cherie Stewart","F","Sr","28","29","23","52","1.8571","5","4","0","0","2004-2005","manhattanville"
"Jessica Zimmerman","F","Fr","28","21","18","39","1.3929","3","4","0","0","2004-2005","manhattanville"
"Jennifer Mulick","F/D","Sr","28","22","13","35","1.2500","3","6","0","0","2004-2005","manhattanville"
"Jami Grasby","F","Jr","27","14","21","35","1.2963","2","4","1","1","2004-2005","manhattanville"
"Amanda Nonis","F","Fr","28","14","17","31","1.1071","3","4","0","0","2004-2005","manhattanville"
"Jessica Temesy","F","Jr","28","15","15","30","1.0714","0","7","1","0","2004-2005","manhattanville"
"Nicole Blais","F","Sr","28","10","20","30","1.0714","1","0","0","0","2004-2005","manhattanville"
"Ashley Trimble","D","Jr","26","4","18","22","0.8462","0","1","0","0","2004-2005","manhattanville"
"Kim Hayden","D","Sr","27","1","14","15","0.5556","0","0","0","0","2004-2005","manhattanville"
"Darcie Jarvis","F","So","27","3","11","14","0.5185","1","0","0","0","2004-2005","manhattanville"
"Danielle Mazurek","F","Fr","28","4","9","13","0.4643","1","0","0","0","2004-2005","manhattanville"
"Dani Poupart","D","Fr","24","3","10","13","0.5417","0","0","0","0","2004-2005","manhattanville"
"Jesse Garner","F","Jr","28","8","4","12","0.4286","2","0","2","1","2004-2005","manhattanville"
"Cory Alcorn","F","Fr","21","5","7","12","0.5714","0","0","0","0","2004-2005","manhattanville"
"Lisa-Marie Simard","D","Jr","28","3","9","12","0.4286","0","0","0","0","2004-2005","manhattanville"
"Anna Schimelpfenig","F","So","24","3","9","12","0.5000","0","0","0","0","2004-2005","manhattanville"
"Carina von Bredow","F","Fr","28","4","7","11","0.3929","1","1","0","0","2004-2005","manhattanville"
"Amanda Essary","F","Fr","18","3","4","7","0.3889","0","0","0","0","2004-2005","manhattanville"
"Erin McAllister","F","Jr","24","2","3","5","0.2083","0","0","0","0","2004-2005","manhattanville"
"Lyndsay Letourneau","F","Fr","6","0","1","1","0.1667","0","0","0","0","2004-2005","manhattanville"
"Emily Gesino","G","So","3","0","0","0","0.0000","0","0","0","0","2004-2005","manhattanville"
"Liane Ortis","G","Fr","10","0","0","0","0.0000","0","0","0","0","2004-2005","manhattanville"
"Nicole Elliott","G","Sr","17","0","0","0","0.0000","0","0","0","0","2004-2005","manhattanville"
"Teresa Marchese","F","Sr","37","21","32","53","1.4324","5","6","2","0","2004-2005","mercyhurst"
"Samantha Shirley","F","Jr","37","18","19","37","1.0000","1","5","0","0","2004-2005","mercyhurst"
"Stefanie Bourbeau","F","So","37","18","12","30","0.8108","6","6","2","0","2004-2005","mercyhurst"
"Sara McDonald","F","Sr","33","11","15","26","0.7879","2","5","2","1","2004-2005","mercyhurst"
"Julia Colizza","F","So","37","8","17","25","0.6757","1","3","1","0","2004-2005","mercyhurst"
"Stephanie Jones","F","Fr","31","13","11","24","0.7742","3","2","1","0","2004-2005","mercyhurst"
"Chrissy Yule","F","Sr","37","7","14","21","0.5676","1","3","0","0","2004-2005","mercyhurst"
"Ashley Pendleton","D","So","37","5","14","19","0.5135","2","4","0","0","2004-2005","mercyhurst"
"Michelle Bonello","D","So","37","4","13","17","0.4595","0","3","0","0","2004-2005","mercyhurst"
"Danielle Lansing","D","Jr","37","5","10","15","0.4054","2","1","0","0","2004-2005","mercyhurst"
"Sherilyn Fraser","F","Fr","37","5","10","15","0.4054","0","2","0","0","2004-2005","mercyhurst"
"Danielle Ayearst","D","Fr","37","3","12","15","0.4054","1","3","0","0","2004-2005","mercyhurst"
"Lindsay Dellow","F","Sr","37","8","6","14","0.3784","1","0","2","0","2004-2005","mercyhurst"
"Justine Jackson","F","So","34","1","8","9","0.2647","0","0","0","0","2004-2005","mercyhurst"
"Jackie Jarrell","F","So","10","5","2","7","0.7000","1","2","0","0","2004-2005","mercyhurst"
"Jill Nugent","D","So","36","2","5","7","0.1944","1","1","0","0","2004-2005","mercyhurst"
"Lesley McArthur","D","So","36","0","5","5","0.1389","0","0","0","0","2004-2005","mercyhurst"
"Sarah Kurth","F","So","33","2","2","4","0.1212","1","0","0","0","2004-2005","mercyhurst"
"Kristen Erickson","F","Fr","36","1","1","2","0.0556","0","0","1","0","2004-2005","mercyhurst"
"Desirae Clark","G","Sr","25","0","0","0","0.0000","0","0","0","0","2004-2005","mercyhurst"
"Laura Hosier","G","Fr","12","0","0","0","0.0000","0","0","0","0","2004-2005","mercyhurst"
"Shivaun Siegl","G","Jr","1","0","0","0","0.0000","0","0","0","0","2004-2005","mercyhurst"
"Emily Quizon","F","Jr","30","20","38","58","1.9333","4","7","1","0","2004-2005","middlebury"
"Lorna Gifis","F","Sr","30","27","22","49","1.6333","6","10","0","1","2004-2005","middlebury"
"Alison Graddock","F","So","28","12","16","28","1.0000","1","5","1","0","2004-2005","middlebury"
"Karen Levin","D","Fr","28","6","22","28","1.0000","1","3","0","1","2004-2005","middlebury"
"Shannon Tarrant","D","So","30","7","20","27","0.9000","2","2","0","0","2004-2005","middlebury"
"Shannon Sylvester","F","So","29","6","16","22","0.7586","1","0","0","0","2004-2005","middlebury"
"Emily McNamara","D","So","30","9","8","17","0.5667","2","1","1","0","2004-2005","middlebury"
"Tory MacNeil","F","Fr","27","12","4","16","0.5926","1","4","0","0","2004-2005","middlebury"
"Gloria Velez","F/D","Jr","28","7","7","14","0.5000","3","1","0","1","2004-2005","middlebury"
"Abby Kurtz-Phelan","F","So","20","6","8","14","0.7000","1","2","0","0","2004-2005","middlebury"
"Liz Yale-Loehr","F","Jr","25","6","8","14","0.5600","0","5","0","0","2004-2005","middlebury"
"Lindsay Jones","F","Sr","29","5","7","12","0.4138","1","0","2","0","2004-2005","middlebury"
"Tania Kenny","D","Fr","28","3","6","9","0.3214","0","1","0","0","2004-2005","middlebury"
"Lacey Farrell","F","Fr","16","3","5","8","0.5000","1","0","0","0","2004-2005","middlebury"
"Ellen Sargent","D","So","26","3","4","7","0.2692","1","1","0","0","2004-2005","middlebury"
"Margaret MacDonald","D","Fr","28","3","3","6","0.2143","0","0","0","0","2004-2005","middlebury"
"Jackie Cohen","D","Sr","24","1","5","6","0.2500","0","0","0","0","2004-2005","middlebury"
"Gillian Paul","F","Fr","13","3","2","5","0.3846","0","0","0","0","2004-2005","middlebury"
"Allison Liati","D","Sr","18","2","3","5","0.2778","1","0","0","0","2004-2005","middlebury"
"Kerry Kiley","D","Fr","22","2","3","5","0.2273","0","0","0","0","2004-2005","middlebury"
"Samantha Ritt","F","So","18","0","1","1","0.0556","0","0","0","0","2004-2005","middlebury"
"Nina Daugherty","D","Fr","6","0","0","0","0.0000","0","0","0","0","2004-2005","middlebury"
"Rose Babst","D","Sr","6","0","0","0","0.0000","0","0","0","0","2004-2005","middlebury"
"Kate Kogut","G","Jr","24","0","0","0","0.0000","0","0","0","0","2004-2005","middlebury"
"Abby Smith","G","Fr","2","0","0","0","0.0000","0","0","0","0","2004-2005","middlebury"
"Angie Todd","G","Fr","6","0","0","0","0.0000","0","0","0","0","2004-2005","middlebury"
"Amanda Stohr","F","Fr","34","10","9","19","0.5588","1","4","1","2","2004-2005","minnesota-state"
"Melanie Salatino","F","Sr","35","9","10","19","0.5429","0","3","0","0","2004-2005","minnesota-state"
"Kristina Bunker","F","Fr","35","4","15","19","0.5429","1","0","0","0","2004-2005","minnesota-state"
"Kerri Wallace","D","Fr","30","2","11","13","0.4333","0","0","0","0","2004-2005","minnesota-state"
"Autumn Conway","F","So","35","2","7","9","0.2571","0","0","0","0","2004-2005","minnesota-state"
"Jodi Helminen","F","Fr","30","3","5","8","0.2667","1","0","0","0","2004-2005","minnesota-state"
"Cara Hendry","F","So","34","3","3","6","0.1765","1","3","0","0","2004-2005","minnesota-state"
"Shera Vis","F","So","35","3","3","6","0.1714","0","0","0","0","2004-2005","minnesota-state"
"Amber Sharratt","D","Jr","35","2","4","6","0.1714","1","1","0","0","2004-2005","minnesota-state"
"Alycia Wilson","F","So","23","3","1","4","0.1739","2","1","0","0","2004-2005","minnesota-state"
"Kearstin Solberg","F","Sr","33","3","1","4","0.1212","1","1","0","0","2004-2005","minnesota-state"
"Noelle Needham","F","Fr","27","3","0","3","0.1111","0","2","0","0","2004-2005","minnesota-state"
"Richelle St. Croix","D","So","30","1","2","3","0.1000","0","1","0","0","2004-2005","minnesota-state"
"Kristina Koga","F","Sr","34","2","0","2","0.0588","1","0","1","0","2004-2005","minnesota-state"
"Katie Hainrich","F","Jr","9","2","0","2","0.2222","0","2","0","0","2004-2005","minnesota-state"
"Jen Jonsson","D","Jr","35","1","1","2","0.0571","0","0","0","0","2004-2005","minnesota-state"
"Megan Jedinak","D","So","30","1","0","1","0.0333","0","1","0","0","2004-2005","minnesota-state"
"Andreanne Thibault","D","Fr","32","0","1","1","0.0313","0","0","0","0","2004-2005","minnesota-state"
"Britni Kehler","G","Fr","16","0","1","1","0.0625","0","0","0","0","2004-2005","minnesota-state"
"Brittany Mackley","F","Fr","30","0","1","1","0.0333","0","0","0","0","2004-2005","minnesota-state"
"Lyndsay James","F","Jr","4","0","0","0","0.0000","0","0","0","0","2004-2005","minnesota-state"
"Kristin Hallett","D","So","4","0","0","0","0.0000","0","0","0","0","2004-2005","minnesota-state"
"Laura Brennan","G","So","19","0","0","0","0.0000","0","0","0","0","2004-2005","minnesota-state"
"Sammy Jo Miller","D","So","33","0","0","0","0.0000","0","0","0","0","2004-2005","minnesota-state"
"Marissa Porri","F","Jr","25","16","14","30","1.2000","3","2","1","1","2004-2005","new-england-college"
"Kirsten Mackenzie","D","So","25","8","17","25","1.0000","2","4","0","0","2004-2005","new-england-college"
"Cat Metzger","F/D","Fr","26","12","10","22","0.8462","0","5","0","0","2004-2005","new-england-college"
"Elizabeth Ross","F","Fr","26","8","13","21","0.8077","2","2","0","0","2004-2005","new-england-college"
"Ashley Watkins","F","So","24","10","9","19","0.7917","1","3","0","0","2004-2005","new-england-college"
"Kim Kowalczyk","F","Fr","24","10","6","16","0.6667","3","3","0","0","2004-2005","new-england-college"
"Jennifer Gonzales","F","So","26","7","4","11","0.4231","0","1","0","0","2004-2005","new-england-college"
"Mallory Berman","F","So","26","6","5","11","0.4231","0","0","0","0","2004-2005","new-england-college"
"Megan Tepper","D","Sr","25","3","7","10","0.4000","0","1","0","0","2004-2005","new-england-college"
"Analiese Agliato","F","So","19","2","8","10","0.5263","0","0","1","0","2004-2005","new-england-college"
"Caitlin Jordan","D","Jr","26","4","5","9","0.3462","0","2","0","0","2004-2005","new-england-college"
"Makaila Sinclair","F","So","21","1","8","9","0.4286","0","0","0","0","2004-2005","new-england-college"
"Jessica Clute","D","So","26","1","8","9","0.3462","0","0","0","0","2004-2005","new-england-college"
"Tanya Cascun","D","Fr","24","1","5","6","0.2500","0","0","0","0","2004-2005","new-england-college"
"Amanda Lester","F","Fr","21","2","3","5","0.2381","0","0","0","0","2004-2005","new-england-college"
"Ashley Koltenback","F","So","17","1","4","5","0.2941","0","0","0","0","2004-2005","new-england-college"
"Nissa Turner","D","So","20","1","3","4","0.2000","0","0","0","0","2004-2005","new-england-college"
"Casey Greemore","D","Jr","25","0","3","3","0.1200","0","0","0","0","2004-2005","new-england-college"
"Britney Vogrin","F/D","So","18","1","1","2","0.1111","0","1","0","0","2004-2005","new-england-college"
"Jen Sullivan","D","Fr","2","0","1","1","0.5000","0","0","0","0","2004-2005","new-england-college"
"Jacquelyn Parker","G","So","21","0","1","1","0.0476","0","0","0","0","2004-2005","new-england-college"
"Chelsea Bennett","F","Fr","6","0","0","0","0.0000","0","0","0","0","2004-2005","new-england-college"
"Amie Simmons","G","Fr","6","0","0","0","0.0000","0","0","0","0","2004-2005","new-england-college"
"Maren Worley","G","Jr","5","0","0","0","0.0000","0","0","0","0","2004-2005","new-england-college"
"Natalie Darwitz","F","Jr","40","42","72","114","2.8500","9","9","5","1","2004-2005","minnesota"
"Krissy Wendell","F","Jr","40","43","61","104","2.6000","9","14","7","0","2004-2005","minnesota"
"Kelly Stephens","F","Sr","40","33","43","76","1.9000","5","16","2","0","2004-2005","minnesota"
"Lyndsay Wall","D","So","39","14","34","48","1.2308","0","12","0","0","2004-2005","minnesota"
"Bobbi Ross","F","Fr","40","15","18","33","0.8250","2","10","2","0","2004-2005","minnesota"
"Erica McKenzie","F","Fr","36","12","9","21","0.5833","2","3","0","1","2004-2005","minnesota"
"Andrea Nichols","F","So","40","10","8","18","0.4500","2","3","2","0","2004-2005","minnesota"
"Chelsey Brodt","D","Jr","40","4","13","17","0.4250","0","1","0","0","2004-2005","minnesota"
"Ashley Albrecht","D","Jr","40","4","12","16","0.4000","2","1","0","0","2004-2005","minnesota"
"Becky Wacker","F","So","36","5","7","12","0.3333","2","0","1","0","2004-2005","minnesota"
"Allie Sanchez","F/D","Jr","39","2","8","10","0.2564","1","0","0","0","2004-2005","minnesota"
"Liz Palkie","F","Fr","40","3","5","8","0.2000","0","0","0","0","2004-2005","minnesota"
"Anya Miller","D","Fr","39","2","5","7","0.1795","0","0","0","0","2004-2005","minnesota"
"Noelle Sutton","F","Sr","34","2","5","7","0.2059","0","0","0","0","2004-2005","minnesota"
"Jenelle Philipczyk","F","Fr","40","2","4","6","0.1500","1","0","0","0","2004-2005","minnesota"
"Maggie Souba","F/D","So","35","1","3","4","0.1143","1","0","0","0","2004-2005","minnesota"
"Krista Johnson","F/D","Jr","31","1","2","3","0.0968","0","0","0","0","2004-2005","minnesota"
"Stacy Troumbly","D","Sr","36","2","0","2","0.0556","0","1","0","1","2004-2005","minnesota"
"Whitney Graft","F","Fr","31","0","1","1","0.0323","0","0","0","0","2004-2005","minnesota"
"Jody Horak","G","Sr","28","0","0","0","0.0000","0","0","0","0","2004-2005","minnesota"
"Brenda Reinen","G","Sr","12","0","0","0","0.0000","0","0","0","0","2004-2005","minnesota"
"Carolyn Fauteux","F","Fr","19","9","11","20","1.0526","2","3","2","0","2004-2005","neumann"
"Lindsay Parsons","F","Jr","18","8","9","17","0.9444","1","2","0","0","2004-2005","neumann"
"Jill McCann","F","Fr","18","8","7","15","0.8333","4","2","0","0","2004-2005","neumann"
"Samantha May","F","Fr","19","6","7","13","0.6842","1","1","2","0","2004-2005","neumann"
"Kristin Gauthier","F","Fr","19","9","3","12","0.6316","2","1","1","0","2004-2005","neumann"
"Gabrielle Ward","D","Sr","19","4","7","11","0.5789","0","2","0","1","2004-2005","neumann"
"Chelsea Ward","","","15","2","9","11","0.7333","0","0","1","0","2004-2005","neumann"
"Melissa Pacitti","C","Sr","18","5","5","10","0.5556","0","2","1","0","2004-2005","neumann"
"Jill Gray","LW","Sr","19","5","4","9","0.4737","0","0","0","0","2004-2005","neumann"
"Jessica McAllister","F/D","Fr","18","3","5","8","0.4444","0","0","0","0","2004-2005","neumann"
"Kim Porcelli","D","Jr","19","1","6","7","0.3684","0","0","0","0","2004-2005","neumann"
"Katie Neuman","F","So","16","4","2","6","0.3750","0","0","0","0","2004-2005","neumann"
"Allison Tyndall","F","Fr","9","3","2","5","0.5556","0","0","0","0","2004-2005","neumann"
"Nichelle Simon","D","Sr","18","4","0","4","0.2222","0","2","0","0","2004-2005","neumann"
"Melissa Singleton","W","Sr","16","2","2","4","0.2500","0","0","0","0","2004-2005","neumann"
"Kaitlin Hein","","","15","0","4","4","0.2667","0","0","0","0","2004-2005","neumann"
"Amanda Falls","F","Fr","18","1","2","3","0.1667","0","0","0","0","2004-2005","neumann"
"Kristina Johnson","F/D","Fr","19","0","2","2","0.1053","0","0","0","0","2004-2005","neumann"
"Mary Zupan","D","Fr","14","0","2","2","0.1429","0","0","0","0","2004-2005","neumann"
"Lauren Voran","G","Jr","12","0","1","1","0.0833","0","0","0","0","2004-2005","neumann"
"Kelly Ranstead","F","So","7","0","1","1","0.1429","0","0","0","0","2004-2005","neumann"
"Melissa Sanfilippo","G","Sr","2","0","0","0","0.0000","0","0","0","0","2004-2005","neumann"
"Amanda Harich","D","Jr","5","0","0","0","0.0000","0","0","0","0","2004-2005","neumann"
"Michelle Gressett","F","Jr","3","0","0","0","0.0000","0","0","0","0","2004-2005","neumann"
"Teresa White","G","Fr","8","0","0","0","0.0000","0","0","0","0","2004-2005","neumann"
"Karen DiSantis","F","Jr","1","0","0","0","0.0000","0","0","0","0","2004-2005","neumann"
"Amy Goodney","F","So","32","8","15","23","0.7188","1","1","1","0","2004-2005","northeastern"
"Crystal Rochon","F","So","31","8","14","22","0.7097","0","3","0","0","2004-2005","northeastern"
"Nikki Petrich","F","Fr","32","12","7","19","0.5938","0","7","0","1","2004-2005","northeastern"
"Lori DiGiacomo","F","Sr","32","3","12","15","0.4688","1","3","0","0","2004-2005","northeastern"
"Ashley Bielawski","F","So","32","6","6","12","0.3750","0","3","0","0","2004-2005","northeastern"
"Marie Desrosiers","F","So","32","3","5","8","0.2500","0","0","0","0","2004-2005","northeastern"
"Stephanie Wood","F","So","30","4","3","7","0.2333","1","0","0","0","2004-2005","northeastern"
"Missy Elumba","F","Fr","21","3","4","7","0.3333","0","1","0","0","2004-2005","northeastern"
"Jessica Coppney","F","So","32","3","2","5","0.1563","0","1","0","0","2004-2005","northeastern"
"Jennifer Beaudoin","D","Jr","30","1","4","5","0.1667","0","1","0","0","2004-2005","northeastern"
"Kathryn Sands","F","Jr","32","2","2","4","0.1250","0","1","0","0","2004-2005","northeastern"
"Lindsay Snider","D","Jr","32","0","4","4","0.1250","0","0","0","0","2004-2005","northeastern"
"Chrissy Sands","F","Jr","26","2","1","3","0.1154","0","0","0","0","2004-2005","northeastern"
"Melissa Wigmore","F","So","16","1","1","2","0.1250","0","0","0","0","2004-2005","northeastern"
"Meredith Miller","F","Fr","31","0","1","1","0.0323","0","0","0","0","2004-2005","northeastern"
"Marisa Hourihan","G","Sr","32","0","0","0","0.0000","0","0","0","0","2004-2005","northeastern"
"Linda Desruisseaux","F","Jr","31","0","0","0","0.0000","0","0","0","0","2004-2005","northeastern"
"Jen Begeron","D","Jr","1","0","0","0","0.0000","0","0","0","0","2004-2005","northeastern"
"Jana Harrigan","F","Jr","37","16","38","54","1.4595","1","5","0","1","2004-2005","ohio-state"
"Jeni Creary","W","Sr","37","29","16","45","1.2162","6","15","0","1","2004-2005","ohio-state"
"Tessa Bonhomme","D","So","30","7","20","27","0.9000","1","3","0","0","2004-2005","ohio-state"
"Meaghan Mulvaney","W","Sr","35","12","14","26","0.7429","1","7","0","0","2004-2005","ohio-state"
"Amber Bowman","D","So","37","6","17","23","0.6216","3","4","0","0","2004-2005","ohio-state"
"Mallory Peckels","F","Fr","37","3","13","16","0.4324","1","1","0","0","2004-2005","ohio-state"
"Crystal Sayther","C","Jr","37","5","4","9","0.2432","0","0","0","1","2004-2005","ohio-state"
"Lisa Chesson","D","Fr","37","3","6","9","0.2432","0","0","0","0","2004-2005","ohio-state"
"Jaclyn Haines","D","Sr","37","3","4","7","0.1892","0","0","0","0","2004-2005","ohio-state"
"Erin Keys","F","Fr","37","3","3","6","0.1622","0","0","0","0","2004-2005","ohio-state"
"Katie Maroney","F/D","So","37","4","1","5","0.1351","1","0","0","0","2004-2005","ohio-state"
"Jody Heywood","F","Fr","37","3","2","5","0.1351","0","0","0","0","2004-2005","ohio-state"
"Shelby Aldous","F","Fr","37","1","3","4","0.1081","1","0","0","0","2004-2005","ohio-state"
"Krysta Skarda","F","So","37","1","2","3","0.0811","1","0","0","0","2004-2005","ohio-state"
"Pamela Patterson","F","Fr","37","1","2","3","0.0811","1","0","0","0","2004-2005","ohio-state"
"Jennifer Desson","C","Sr","6","1","0","1","0.1667","0","0","0","0","2004-2005","ohio-state"
"Katie Sershen","D","Jr","19","1","0","1","0.0526","0","0","0","0","2004-2005","ohio-state"
"Lacey Schultz","D","So","37","0","1","1","0.0270","0","0","0","0","2004-2005","ohio-state"
"Melissa Glaser","G","Sr","17","0","0","0","0.0000","0","0","0","0","2004-2005","ohio-state"
"Rachel Vanscoy","D","Fr","18","0","0","0","0.0000","0","0","0","0","2004-2005","ohio-state"
"Erika Vanderveer","G","So","20","0","0","0","0.0000","0","0","0","0","2004-2005","ohio-state"
"Nicole Hekle","F","So","35","19","33","52","1.4857","3","7","0","0","2004-2005","new-hampshire"
"Stephanie Jones","F","Sr","35","23","19","42","1.2000","5","7","1","0","2004-2005","new-hampshire"
"Lindsay Hansen","F","Jr","35","9","29","38","1.0857","2","3","0","0","2004-2005","new-hampshire"
"Leah Craig","F","Fr","35","12","16","28","0.8000","0","5","0","0","2004-2005","new-hampshire"
"Taylor Palazeti","F","Fr","35","15","12","27","0.7714","3","6","0","0","2004-2005","new-hampshire"
"Lindsey Caleo","F","So","35","4","22","26","0.7429","0","1","0","0","2004-2005","new-hampshire"
"Jennifer Hitchcock","F","Fr","35","14","11","25","0.7143","3","6","1","0","2004-2005","new-hampshire"
"Jackie Wedster","F","So","35","10","10","20","0.5714","4","3","0","0","2004-2005","new-hampshire"
"Becky Peters","D","Jr","34","2","9","11","0.3235","0","1","0","0","2004-2005","new-hampshire"
"Diana Saly","D","Fr","35","0","9","9","0.2571","0","0","0","0","2004-2005","new-hampshire"
"Jessica Zerafa","F","Fr","30","4","4","8","0.2667","1","1","0","0","2004-2005","new-hampshire"
"Shannon Clement","D","So","35","2","6","8","0.2286","0","0","0","0","2004-2005","new-hampshire"
"Nicole Goguen","D","Fr","33","3","3","6","0.1818","0","0","0","0","2004-2005","new-hampshire"
"Andi Hanley","D","Fr","32","2","2","4","0.1250","0","0","0","0","2004-2005","new-hampshire"
"Chantal Gauvin","D","Fr","15","0","3","3","0.2000","0","0","0","0","2004-2005","new-hampshire"
"Martine Garland","D","So","4","0","2","2","0.5000","0","0","0","0","2004-2005","new-hampshire"
"Maghan Grahn","G","Jr","1","0","0","0","0.0000","0","0","0","0","2004-2005","new-hampshire"
"Brittany Busa","G","So","7","0","0","0","0.0000","0","0","0","0","2004-2005","new-hampshire"
"Melissa Bourdon","G","So","31","0","0","0","0.0000","0","0","0","0","2004-2005","new-hampshire"
"Cara Wooster","F","Fr","35","15","13","28","0.8000","3","2","0","0","2004-2005","north-dakota"
"Cami Wooster","F","Fr","31","14","10","24","0.7742","0","9","0","0","2004-2005","north-dakota"
"Melissa Dianoski","F","Fr","34","10","9","19","0.5588","1","1","1","0","2004-2005","north-dakota"
"Elizabeth Funk","F","Jr","35","8","11","19","0.5429","2","3","0","0","2004-2005","north-dakota"
"Sarah Connelly","F/D","So","35","5","9","14","0.4000","0","2","0","0","2004-2005","north-dakota"
"Anne Girtz","F","Jr","35","3","9","12","0.3429","1","0","0","1","2004-2005","north-dakota"
"Marissa Hanglseben","F","Sr","35","5","6","11","0.3143","0","1","0","0","2004-2005","north-dakota"
"Jessica Kovacevich","D","Jr","35","2","8","10","0.2857","0","1","0","0","2004-2005","north-dakota"
"Alexia Gagnon Laplante","F","So","22","5","4","9","0.4091","0","2","0","0","2004-2005","north-dakota"
"Devon Fingland","F","Jr","35","1","6","7","0.2000","1","0","0","0","2004-2005","north-dakota"
"Meghan Hopps","F","Jr","35","4","2","6","0.1714","1","0","0","0","2004-2005","north-dakota"
"Christey Allen","D","Fr","35","1","3","4","0.1143","0","1","0","0","2004-2005","north-dakota"
"Stefanie Ubl","D","Fr","30","1","1","2","0.0667","0","0","0","0","2004-2005","north-dakota"
"Meaghan Nelson","F/D","Sr","35","0","1","1","0.0286","0","0","0","0","2004-2005","north-dakota"
"Meghan Mutrie","F","Jr","22","0","1","1","0.0455","0","0","0","0","2004-2005","north-dakota"
"Rachel Cutcliffe","D","So","27","0","1","1","0.0370","0","0","0","0","2004-2005","north-dakota"
"Amber Hasbargen","G","Jr","25","0","1","1","0.0400","0","0","0","0","2004-2005","north-dakota"
"Amber Yorga","F","Jr","24","0","1","1","0.0417","0","0","0","0","2004-2005","north-dakota"
"Laura Cecko","F","Jr","34","0","0","0","0.0000","0","0","0","0","2004-2005","north-dakota"
"Jenna Burdy","G","So","7","0","0","0","0.0000","0","0","0","0","2004-2005","north-dakota"
"Margaret-Ann Hinkley","G","Jr","9","0","0","0","0.0000","0","0","0","0","2004-2005","north-dakota"
"Julie Aho","F","So","27","22","13","35","1.2963","1","4","3","0","2004-2005","rensselaer"
"Sarah Daniel","F","So","27","16","15","31","1.1481","2","1","4","0","2004-2005","rensselaer"
"Kari Rabatin","D","Jr","27","13","15","28","1.0370","3","3","1","0","2004-2005","rensselaer"
"Brooke Thompson","F","Fr","27","11","16","27","1.0000","5","1","1","0","2004-2005","rensselaer"
"Julie Welte","F","Jr","27","18","8","26","0.9630","3","4","1","0","2004-2005","rensselaer"
