"Name","Pos","Year","GP","G","A","Pts.","Pt/Gm","GWG","PPG","SHG","ENG","Season","Team"
"Cortney Bills","RW","Fr","26","2","4","6","0.2308","0","0","0","0","2003-2004","clarkson"
"Kim Coates","D","Fr","31","1","5","6","0.1935","0","1","0","0","2003-2004","clarkson"
"Brenna Louey","RW","Fr","29","2","3","5","0.1724","0","1","0","0","2003-2004","clarkson"
"Carolynn Zidek","RW","Fr","28","3","1","4","0.1429","1","0","0","0","2003-2004","clarkson"
"Christina Valesente","D","Fr","28","1","2","3","0.1071","0","0","0","0","2003-2004","clarkson"
"Emily Knutson","D","Fr","21","0","3","3","0.1429","0","0","0","0","2003-2004","clarkson"
"Rachel Long","F/D","Fr","12","0","2","2","0.1667","0","0","0","0","2003-2004","clarkson"
"Cailin O'Hara","LW","Fr","13","0","1","1","0.0769","0","0","0","0","2003-2004","clarkson"
"Andrea Maluta","D","Fr","31","0","1","1","0.0323","0","0","0","0","2003-2004","clarkson"
"Stephanie Hansen","G","Fr","11","0","0","0","0.0000","0","0","0","0","2003-2004","clarkson"
"Kira Hurley","G","Fr","24","0","0","0","0.0000","0","0","0","0","2003-2004","clarkson"
"Jessica Finley","G","Fr","4","0","0","0","0.0000","0","0","0","0","2003-2004","clarkson"
"Becky Irvine","F","So","36","16","14","30","0.8333","6","5","0","1","2003-2004","colgate"
"Allison Paiano","F","So","36","15","15","30","0.8333","1","6","0","0","2003-2004","colgate"
"Amanda Barre","RW","Jr","33","12","13","25","0.7576","1","4","0","0","2003-2004","colgate"
"Carly McNaughton","F","So","36","5","13","18","0.5000","1","0","0","2","2003-2004","colgate"
"Cheryl Setchell","C","Jr","36","6","9","15","0.4167","2","2","0","0","2003-2004","colgate"
"Maura Kehoe","C","Jr","32","8","6","14","0.4375","0","2","0","0","2003-2004","colgate"
"Tara French","D","Fr","36","1","12","13","0.3611","1","0","0","0","2003-2004","colgate"
"Ashley Bradford","F","Fr","30","3","7","10","0.3333","0","1","0","0","2003-2004","colgate"
"Avery McGlenn","C","Sr","34","4","5","9","0.2647","2","0","0","0","2003-2004","colgate"
"Kristy MacDonald","C","Jr","36","2","6","8","0.2222","0","0","0","0","2003-2004","colgate"
"Brittany Briggs","D","So","36","1","6","7","0.1944","0","0","0","0","2003-2004","colgate"
"Kristin Cirbus","RW","Jr","35","3","3","6","0.1714","0","1","0","0","2003-2004","colgate"
"Caitlin Hornyak","RW","Sr","35","1","5","6","0.1714","1","0","0","0","2003-2004","colgate"
"Chelsey Rhodes","D","Jr","17","0","6","6","0.3529","0","0","0","0","2003-2004","colgate"
"Micki King","D","So","36","2","3","5","0.1389","0","0","0","0","2003-2004","colgate"
"Ashley Johnston","F","Fr","36","3","0","3","0.0833","0","0","0","0","2003-2004","colgate"
"Alix Warren","D","Fr","35","1","2","3","0.0857","1","0","0","0","2003-2004","colgate"
"Shelby Nelson","D","Jr","20","0","3","3","0.1500","0","0","0","0","2003-2004","colgate"
"Kara Bachman","D","So","24","1","0","1","0.0417","0","0","0","0","2003-2004","colgate"
"Rebecca Lahar","G","Jr","32","0","0","0","0.0000","0","0","0","0","2003-2004","colgate"
"Katie Breen","RW","Sr","1","0","0","0","0.0000","0","0","0","0","2003-2004","colgate"
"Melanie Barclay","G","So","3","0","0","0","0.0000","0","0","0","0","2003-2004","colgate"
"Brook Wheeler","G","Fr","7","0","0","0","0.0000","0","0","0","0","2003-2004","colgate"
"Lindsay Czarnecki","C","Jr","20","14","8","22","1.1000","2","1","1","0","2003-2004","concordia-mn"
"Lindsay Kurtis","F","Sr","17","8","13","21","1.2353","2","0","0","0","2003-2004","concordia-mn"
"Hannah Impola","F","Fr","20","8","9","17","0.8500","1","0","0","0","2003-2004","concordia-mn"
"Brandie Dunn","F","Fr","20","9","5","14","0.7000","1","2","1","0","2003-2004","concordia-mn"
"Kali Palmer","D","So","20","5","5","10","0.5000","0","2","0","0","2003-2004","concordia-mn"
"Bridgette Richter","F","So","5","1","5","6","1.2000","0","1","0","0","2003-2004","concordia-mn"
"Abby Cline","F","Fr","20","1","5","6","0.3000","0","1","0","0","2003-2004","concordia-mn"
"Sam Gunning","D","So","18","0","6","6","0.3333","0","0","0","0","2003-2004","concordia-mn"
"Jenei Estrada","D","Sr","14","2","3","5","0.3571","1","1","0","0","2003-2004","concordia-mn"
"Paige Stone","F","Fr","20","1","3","4","0.2000","0","0","0","0","2003-2004","concordia-mn"
"Joanna Berringer","D","Fr","19","0","2","2","0.1053","0","0","0","0","2003-2004","concordia-mn"
"Britt Ringstrom","D","So","16","1","0","1","0.0625","1","0","0","0","2003-2004","concordia-mn"
"Miranda Koenig","F","So","4","1","0","1","0.2500","0","0","0","0","2003-2004","concordia-mn"
"Marya Losinski","D","Fr","19","1","0","1","0.0526","0","0","0","1","2003-2004","concordia-mn"
"Ashley Mazur","D","Fr","6","0","1","1","0.1667","0","0","0","0","2003-2004","concordia-mn"
"Charity Hartzell","D","Sr","18","0","1","1","0.0556","0","0","0","0","2003-2004","concordia-mn"
"Millie Eidsvaag","G","Jr","1","0","0","0","0.0000","0","0","0","0","2003-2004","concordia-mn"
"Ryane Miller","F","Fr","18","0","0","0","0.0000","0","0","0","0","2003-2004","concordia-mn"
"Erin Anderson","F","So","6","0","0","0","0.0000","0","0","0","0","2003-2004","concordia-mn"
"Kristi Post","F","Fr","6","0","0","0","0.0000","0","0","0","0","2003-2004","concordia-mn"
"Laura Eberhardt","D","Fr","4","0","0","0","0.0000","0","0","0","0","2003-2004","concordia-mn"
"Jamie Savage","G","Jr","11","0","0","0","0.0000","0","0","0","0","2003-2004","concordia-mn"
"Chrissy Krell","F","So","2","0","0","0","0.0000","0","0","0","0","2003-2004","concordia-mn"
"Laurel Grandinetti","F","Fr","7","0","0","0","0.0000","0","0","0","0","2003-2004","concordia-mn"
"Grete Lee","D","So","8","0","0","0","0.0000","0","0","0","0","2003-2004","concordia-mn"
"Missy Dassinger","F","Jr","15","0","0","0","0.0000","0","0","0","0","2003-2004","concordia-mn"
"Jenna Johnson","G","So","10","0","0","0","0.0000","0","0","0","0","2003-2004","concordia-mn"
"Tiffany Owens","F","Jr","34","10","7","17","0.5000","1","6","0","1","2003-2004","connecticut"
"Sara Mahoney","F","Sr","34","4","9","13","0.3824","1","0","1","0","2003-2004","connecticut"
"Megan McLeod","F","Jr","34","6","6","12","0.3529","2","1","1","1","2003-2004","connecticut"
"Leslie Hurlburt","F","Fr","32","9","2","11","0.3438","0","2","0","0","2003-2004","connecticut"
"Erika Spaeth","F/D","Jr","34","2","9","11","0.3235","0","0","0","0","2003-2004","connecticut"
"Shannon Connolly","F","Jr","20","9","1","10","0.5000","2","2","1","0","2003-2004","connecticut"
"Natalie Vibert","D","Fr","33","2","8","10","0.3030","0","1","0","0","2003-2004","connecticut"
"Jacquelyn McGuire","F","Jr","34","3","4","7","0.2059","2","2","0","0","2003-2004","connecticut"
"Stefanie Snow","D","Sr","18","2","5","7","0.3889","0","2","0","0","2003-2004","connecticut"
"Jennifer Houlden","D","So","34","1","6","7","0.2059","0","1","0","0","2003-2004","connecticut"
"Janelle Armitage","F","So","34","3","3","6","0.1765","0","0","0","0","2003-2004","connecticut"
"Caitlin Salazer-Reid","D","Jr","33","2","4","6","0.1818","0","0","0","0","2003-2004","connecticut"
"Angie Wallace","F","Jr","34","2","4","6","0.1765","1","1","0","0","2003-2004","connecticut"
"Molly Garrett","D","Fr","34","0","6","6","0.1765","0","0","0","0","2003-2004","connecticut"
"Katherine Van Deveire","F","Fr","34","3","1","4","0.1176","0","1","0","0","2003-2004","connecticut"
"Julie Marashio","F","Jr","31","1","1","2","0.0645","0","0","0","0","2003-2004","connecticut"
"Nicole LeFave","F","Fr","8","0","0","0","0.0000","0","0","0","0","2003-2004","connecticut"
"Mallory Tosches","F","Fr","10","0","0","0","0.0000","0","0","0","0","2003-2004","connecticut"
"Alicia Ramolla","D","Fr","29","0","0","0","0.0000","0","0","0","0","2003-2004","connecticut"
"Kaitlyn Shain","G","So","19","0","0","0","0.0000","0","0","0","0","2003-2004","connecticut"
"Emily Grant","F","Fr","18","0","0","0","0.0000","0","0","0","0","2003-2004","connecticut"
"Lisa Beck","D","Jr","33","0","0","0","0.0000","0","0","0","0","2003-2004","connecticut"
"Shannon Murphy","G","Jr","18","0","0","0","0.0000","0","0","0","0","2003-2004","connecticut"
"Dani Aud","F","So","6","0","0","0","0.0000","0","0","0","0","2003-2004","connecticut"
"Kate Reardon","F","So","25","9","6","15","0.6000","1","3","0","1","2003-2004","connecticut-college"
"Laura Gosnell","D","So","25","8","4","12","0.4800","2","2","1","0","2003-2004","connecticut-college"
"Meaghan McLaughlin","F","Fr","25","5","5","10","0.4000","1","0","0","0","2003-2004","connecticut-college"
"Suzie Connor","D","So","25","4","4","8","0.3200","2","2","0","0","2003-2004","connecticut-college"
"Mallory Littman","F","So","25","1","4","5","0.2000","0","0","0","0","2003-2004","connecticut-college"
"Caitlin Sommer","F","So","24","1","3","4","0.1667","1","0","0","0","2003-2004","connecticut-college"
"Bradley Wray","D","Fr","24","0","4","4","0.1667","0","0","0","0","2003-2004","connecticut-college"
"Ali Elkins","D","Jr","25","1","2","3","0.1200","0","1","0","0","2003-2004","connecticut-college"
"Erin Wing","D","So","25","0","3","3","0.1200","0","0","0","0","2003-2004","connecticut-college"
"Katie Roth","F","So","25","1","0","1","0.0400","0","0","0","0","2003-2004","connecticut-college"
"Jen Bogle","F/D","Fr","25","1","0","1","0.0400","0","0","0","0","2003-2004","connecticut-college"
"Britt Appleton","D","Fr","25","0","1","1","0.0400","0","0","0","0","2003-2004","connecticut-college"
"Gabby Petrill","G","So","25","0","1","1","0.0400","0","0","0","0","2003-2004","connecticut-college"
"Janet Hanson","F","Sr","13","0","1","1","0.0769","0","0","0","0","2003-2004","connecticut-college"
"Stephanie Morgan","F","Sr","25","0","1","1","0.0400","0","0","0","0","2003-2004","connecticut-college"
"Beth Landes","F","Sr","17","0","0","0","0.0000","0","0","0","0","2003-2004","connecticut-college"
"Chrissy Nevins-Herbert","G","Sr","2","0","0","0","0.0000","0","0","0","0","2003-2004","connecticut-college"
"Elizabeth Colburn","F","So","25","0","0","0","0.0000","0","0","0","0","2003-2004","connecticut-college"
"Andrea Packard","F","Fr","23","0","0","0","0.0000","0","0","0","0","2003-2004","connecticut-college"
"Judy Ellis","F","Fr","25","9","18","27","1.0800","3","2","1","0","2003-2004","cortland"
"Dani Blanchard","F","So","25","12","13","25","1.0000","0","3","0","0","2003-2004","cortland"
"Lindsay Davies","F","Jr","25","10","4","14","0.5600","1","4","0","0","2003-2004","cortland"
"Amanda McCann","F","Fr","25","5","8","13","0.5200","1","0","0","0","2003-2004","cortland"
"Leanne Scott","F","Sr","25","6","6","12","0.4800","1","1","0","0","2003-2004","cortland"
"Brooke Bazinet","D","Sr","25","4","7","11","0.4400","0","1","0","0","2003-2004","cortland"
"MaryAnn Knott","F/D","Jr","25","6","3","9","0.3600","0","1","1","0","2003-2004","cortland"
"Lindsay Weinstein","D","Fr","25","3","5","8","0.3200","1","1","0","0","2003-2004","cortland"
"Melissa Manning","F","Jr","25","2","6","8","0.3200","0","0","0","0","2003-2004","cortland"
"Laura Totaro","F","Jr","25","2","4","6","0.2400","0","0","0","0","2003-2004","cortland"
"Kate Ciraulo","F","So","25","1","4","5","0.2000","0","0","0","0","2003-2004","cortland"
"Abby Brener","D","Jr","25","1","3","4","0.1600","0","0","0","0","2003-2004","cortland"
"Tara Caley","D","Jr","24","0","4","4","0.1667","0","0","0","0","2003-2004","cortland"
"Bethany Tombilillo","F","So","21","2","1","3","0.1429","0","0","0","0","2003-2004","cortland"
"Caitlin Fusco","F","So","13","1","2","3","0.2308","0","0","0","0","2003-2004","cortland"
"Margaret Hannan","D","Sr","25","1","1","2","0.0800","0","0","0","0","2003-2004","cortland"
"Libbie Alexander","D","Fr","25","0","2","2","0.0800","0","0","0","0","2003-2004","cortland"
"Stephanie Greenberg","D","Fr","25","0","1","1","0.0400","0","0","0","0","2003-2004","cortland"
"Janet Parcell","G","So","2","0","0","0","0.0000","0","0","0","0","2003-2004","cortland"
"Rachel Hutchinson","G","Sr","7","0","0","0","0.0000","0","0","0","0","2003-2004","cortland"
"Kelly Fillmore","G","Jr","17","0","0","0","0.0000","0","0","0","0","2003-2004","cortland"
"Jen Munhofen","F","So","30","7","12","19","0.6333","3","1","0","0","2003-2004","cornell"
"Halina Kristalyn","F","Fr","28","9","7","16","0.5714","1","3","0","0","2003-2004","cornell"
"Pearle Nerenberg","F","Jr","30","6","10","16","0.5333","1","2","0","0","2003-2004","cornell"
"Briana Jentner","F/D","Sr","30","3","10","13","0.4333","0","1","0","0","2003-2004","cornell"
"Vicki Hodgkinson","F","So","30","8","4","12","0.4000","1","1","0","0","2003-2004","cornell"
"Caitlin Warren","F","So","30","4","8","12","0.4000","0","1","0","0","2003-2004","cornell"
"Jamie Ramenofsky","D","Jr","30","2","10","12","0.4000","0","1","0","0","2003-2004","cornell"
"Anita Khar","F","Sr","30","3","8","11","0.3667","1","2","0","0","2003-2004","cornell"
"Caroline Scott","F","Fr","30","7","3","10","0.3333","0","0","1","0","2003-2004","cornell"
"Andrea Skinner","F","So","25","5","3","8","0.3200","0","3","0","0","2003-2004","cornell"
"Allison Simpson","F/D","Sr","30","2","3","5","0.1667","0","2","0","0","2003-2004","cornell"
"Maryann Nowak","F","Jr","29","4","0","4","0.1379","0","0","0","1","2003-2004","cornell"
"Sarah Carter","F","Sr","30","0","3","3","0.1000","0","0","0","0","2003-2004","cornell"
"Becky Fisher","F/D","So","30","1","1","2","0.0667","0","0","0","0","2003-2004","cornell"
"Lara Kelly","D","Jr","30","0","2","2","0.0667","0","0","0","0","2003-2004","cornell"
"Emily Cabral","D","So","28","0","1","1","0.0357","0","0","0","0","2003-2004","cornell"
"Beth Baronick","G","Fr","11","0","0","0","0.0000","0","0","0","0","2003-2004","cornell"
"Flora Vineberg","G","So","23","0","0","0","0.0000","0","0","0","0","2003-2004","cornell"
"Sarah McConnachie","G","Fr","3","0","0","0","0.0000","0","0","0","0","2003-2004","cornell"
"Katie Weatherston","F","So","32","29","19","48","1.5000","5","11","0","3","2003-2004","dartmouth"
"Tiffany Hagge","F","So","34","21","26","47","1.3824","2","4","1","0","2003-2004","dartmouth"
"Cherie Piper","F","So","22","10","26","36","1.6364","3","1","0","0","2003-2004","dartmouth"
"Gillian Apps","F","So","23","22","13","35","1.5217","4","5","0","2","2003-2004","dartmouth"
"Sarah Clark","F","Sr","34","7","23","30","0.8824","2","0","0","0","2003-2004","dartmouth"
"Meagan Walton","F","Jr","30","10","16","26","0.8667","3","3","1","1","2003-2004","dartmouth"
"Louise Pietrangelo","D","Sr","32","3","23","26","0.8125","0","1","0","0","2003-2004","dartmouth"
"Danielle Grundy","F","Jr","34","9","10","19","0.5588","2","2","0","1","2003-2004","dartmouth"
"Lydia Wheatley","F","Sr","30","8","6","14","0.4667","1","2","0","0","2003-2004","dartmouth"
"Alana BreMiller","D","Jr","34","2","11","13","0.3824","0","0","0","0","2003-2004","dartmouth"
"Caroline Ethier","F","Fr","34","4","4","8","0.2353","0","1","0","0","2003-2004","dartmouth"
"Emily Nerland","D","So","34","2","5","7","0.2059","1","0","0","0","2003-2004","dartmouth"
"Lesley Reiart","D","Sr","34","1","6","7","0.2059","0","0","0","0","2003-2004","dartmouth"
"Meredith Batcheller","F/D","Fr","31","2","4","6","0.1935","0","2","0","0","2003-2004","dartmouth"
"Alex Zagaria","D","Jr","32","1","5","6","0.1875","1","0","0","0","2003-2004","dartmouth"
"Kirsti Anderson","D","Jr","34","0","5","5","0.1471","0","0","0","0","2003-2004","dartmouth"
"Krista Dornfried","F","Jr","30","3","0","3","0.1000","0","1","0","0","2003-2004","dartmouth"
"Christine Beauchemin","F","Fr","25","0","2","2","0.0800","0","0","0","0","2003-2004","dartmouth"
"Stephanie Cochran","G","So","15","0","0","0","0.0000","0","0","0","0","2003-2004","dartmouth"
"Christine Capuano","G","Fr","13","0","0","0","0.0000","0","0","0","0","2003-2004","dartmouth"
"Kate Lane","G","So","11","0","0","0","0.0000","0","0","0","0","2003-2004","dartmouth"
"Laura Hurd","F","Jr","27","22","25","47","1.7407","3","3","2","0","2003-2004","elmira"
"Lindsay Palmer","F","Jr","27","11","18","29","1.0741","0","1","0","0","2003-2004","elmira"
"Shannon Sargent","F","Jr","26","14","12","26","1.0000","3","3","1","0","2003-2004","elmira"
"Charissa Gawant","F","Jr","22","9","15","24","1.0909","2","1","0","0","2003-2004","elmira"
"Jaclyn O'Neil","F","So","27","8","11","19","0.7037","2","2","0","0","2003-2004","elmira"
"Emily Sand","F","So","25","5","11","16","0.6400","1","1","0","0","2003-2004","elmira"
"Stacy Collins","F","Fr","23","10","5","15","0.6522","2","0","0","0","2003-2004","elmira"
"Sonya Lynk","D","Jr","25","6","7","13","0.5200","1","0","0","0","2003-2004","elmira"
"Sarah Fewchuk","F","Jr","24","5","5","10","0.4167","0","0","0","0","2003-2004","elmira"
"Stefanie McLean","F","Fr","10","5","5","10","1.0000","0","2","0","0","2003-2004","elmira"
"Julie Clune","D","Jr","25","2","8","10","0.4000","1","0","0","0","2003-2004","elmira"
"Stacey Calic","D","So","25","4","5","9","0.3600","0","2","0","0","2003-2004","elmira"
"Michelle Rennie","F","Sr","28","3","6","9","0.3214","0","0","0","0","2003-2004","elmira"
"LeAnne Denman","D","Jr","26","1","8","9","0.3462","0","0","0","0","2003-2004","elmira"
"Jenelle Bauer","D","Jr","21","2","6","8","0.3810","0","2","0","0","2003-2004","elmira"
"Sheena Calic","D","So","24","0","8","8","0.3333","0","0","0","0","2003-2004","elmira"
"Amy Rudisill","F","Jr","26","4","3","7","0.2692","0","0","0","0","2003-2004","elmira"
"Shannon Fong","F","Jr","23","2","4","6","0.2609","2","1","0","0","2003-2004","elmira"
"Megan Lafave","F","Jr","18","1","4","5","0.2778","1","0","0","0","2003-2004","elmira"
"Bronwyn Hart","D","Jr","24","1","3","4","0.1667","0","0","0","0","2003-2004","elmira"
"Caitlin Crowl","D","So","21","0","3","3","0.1429","0","0","0","0","2003-2004","elmira"
"Elizabeth Mabs","D","Fr","7","0","1","1","0.1429","0","0","0","0","2003-2004","elmira"
"Kristin Lillie","G","Jr","10","0","1","1","0.1000","0","0","0","0","2003-2004","elmira"
"Edith Racine","G","Jr","18","0","0","0","0.0000","0","0","0","0","2003-2004","elmira"
"Ingrid Neve","F","Fr","28","21","20","41","1.4643","3","7","2","0","2003-2004","gustavus-adolphus"
"Andrea Peterson","D","Fr","28","17","22","39","1.3929","2","4","1","0","2003-2004","gustavus-adolphus"
"Laura Stypulkowski","F","Jr","28","13","23","36","1.2857","1","1","0","0","2003-2004","gustavus-adolphus"
"Katie Deschneau","F","Sr","28","14","15","29","1.0357","4","2","2","0","2003-2004","gustavus-adolphus"
"Ann Katz","F","Sr","28","14","10","24","0.8571","2","1","1","0","2003-2004","gustavus-adolphus"
"Josefin Pettersson","F","So","28","10","8","18","0.6429","2","1","0","0","2003-2004","gustavus-adolphus"
"Abby Randall","D","So","28","3","13","16","0.5714","0","3","0","0","2003-2004","gustavus-adolphus"
"Jess Brandange","F","Sr","28","6","8","14","0.5000","0","2","1","1","2003-2004","gustavus-adolphus"
"Ellen Doyle","D","Sr","28","5","9","14","0.5000","0","1","1","0","2003-2004","gustavus-adolphus"
"Michelle Guimond","F","Fr","28","5","4","9","0.3214","2","1","0","0","2003-2004","gustavus-adolphus"
"Becky Steiner","F","Fr","27","4","5","9","0.3333","2","0","0","0","2003-2004","gustavus-adolphus"
"Leah Erickson","D","Jr","28","3","3","6","0.2143","3","0","0","0","2003-2004","gustavus-adolphus"
"Kathleen Simonet","D","Fr","28","2","4","6","0.2143","1","0","0","0","2003-2004","gustavus-adolphus"
"Kelly Holland","D","So","24","0","5","5","0.2083","0","0","0","0","2003-2004","gustavus-adolphus"
"Blair Carlson","F","So","7","2","1","3","0.4286","0","2","0","0","2003-2004","gustavus-adolphus"
"Brittany Northagen","F","So","26","0","2","2","0.0769","0","0","0","0","2003-2004","gustavus-adolphus"
"Ashley Elliot","D","Fr","27","0","2","2","0.0741","0","0","0","0","2003-2004","gustavus-adolphus"
"Crystal Sorenson","D","So","1","0","0","0","0.0000","0","0","0","0","2003-2004","gustavus-adolphus"
"Kara Meyer","G","Fr","13","0","0","0","0.0000","0","0","0","0","2003-2004","gustavus-adolphus"
"Kitty Hurley","G","Fr","6","0","0","0","0.0000","0","0","0","0","2003-2004","gustavus-adolphus"
"Kristin Setterstrom","G","Fr","18","0","0","0","0.0000","0","0","0","0","2003-2004","gustavus-adolphus"
"Michelle Horrigan","D","So","27","0","0","0","0.0000","0","0","0","0","2003-2004","gustavus-adolphus"
"Amy Brown","F","Fr","26","0","0","0","0.0000","0","0","0","0","2003-2004","gustavus-adolphus"
"Jeanne Schipper-Jobe","F","Sr","23","3","4","7","0.3043","0","1","0","0","2003-2004","hamline"
"Emily Gross","F","Jr","24","4","2","6","0.2500","0","0","0","0","2003-2004","hamline"
"Allison Rime","D","So","24","2","3","5","0.2083","0","0","0","0","2003-2004","hamline"
"Tanna Tuomie","F","So","17","2","2","4","0.2353","1","1","0","0","2003-2004","hamline"
"Heidi Spensley","F","So","24","1","3","4","0.1667","0","0","0","0","2003-2004","hamline"
"Angie Erickson","D","Sr","23","2","0","2","0.0870","1","0","0","0","2003-2004","hamline"
"Heather Olson","F","So","23","1","0","1","0.0435","0","1","0","0","2003-2004","hamline"
"Holly Wiborg","F","Fr","24","1","0","1","0.0417","0","0","0","0","2003-2004","hamline"
"Regina Voracek","D","Jr","24","1","0","1","0.0417","0","0","0","0","2003-2004","hamline"
"Andrea Davis","F","Fr","24","0","1","1","0.0417","0","0","0","0","2003-2004","hamline"
"Alysha Huberty","G","Jr","11","0","0","0","0.0000","0","0","0","0","2003-2004","hamline"
"Rene Housman","F","Fr","5","0","0","0","0.0000","0","0","0","0","2003-2004","hamline"
"Rachael Young","G","So","20","0","0","0","0.0000","0","0","0","0","2003-2004","hamline"
"Ashley Hounslow","D","Sr","23","0","0","0","0.0000","0","0","0","0","2003-2004","hamline"
"Sara Wagner","F","So","24","0","0","0","0.0000","0","0","0","0","2003-2004","hamline"
"Kyle Foley","F","Fr","20","0","0","0","0.0000","0","0","0","0","2003-2004","hamline"
"Andrea Paulson","F","So","8","0","0","0","0.0000","0","0","0","0","2003-2004","hamline"
"Zoe Baldwin","F","So","25","21","8","29","1.1600","2","3","0","0","2003-2004","hamilton"
"Eden Self","F","Sr","24","15","14","29","1.2083","2","2","4","1","2003-2004","hamilton"
"Marissa Halligan","F","Jr","25","10","16","26","1.0400","2","2","1","0","2003-2004","hamilton"
"Jane Bradley","F","So","25","9","8","17","0.6800","2","1","0","0","2003-2004","hamilton"
"Kristina Carroll","D","Fr","23","4","7","11","0.4783","2","0","0","0","2003-2004","hamilton"
"Ryan Bartz","F","Fr","25","5","4","9","0.3600","0","2","0","0","2003-2004","hamilton"
"Jessica Morin","F","Jr","16","3","5","8","0.5000","0","1","0","0","2003-2004","hamilton"
"Emma Griffith","F","Fr","25","1","6","7","0.2800","0","0","0","0","2003-2004","hamilton"
"Erica Colligan","D","So","24","1","6","7","0.2917","0","0","0","0","2003-2004","hamilton"
"Sarah Baldwin","D","Sr","25","0","5","5","0.2000","0","0","0","0","2003-2004","hamilton"
"Tierney Boisvert","D","Fr","25","3","0","3","0.1200","1","0","0","0","2003-2004","hamilton"
"Emma Dunn","D","Fr","25","1","2","3","0.1200","0","1","0","0","2003-2004","hamilton"
"Jessica Wagoner","F","So","25","1","2","3","0.1200","0","0","0","0","2003-2004","hamilton"
"Coleen MacNally","D","Jr","21","0","3","3","0.1429","0","0","0","0","2003-2004","hamilton"
"Julie Haney","D","Fr","25","0","2","2","0.0800","0","0","0","0","2003-2004","hamilton"
"Alex Koerte","F/D","Sr","25","0","1","1","0.0400","0","0","0","0","2003-2004","hamilton"
"Stefanie Whalen","G","So","1","0","0","0","0.0000","0","0","0","0","2003-2004","hamilton"
"Caitlin Connelly","G","Fr","22","0","0","0","0.0000","0","0","0","0","2003-2004","hamilton"
"Nicolle Defoster","G","","2","0","0","0","0.0000","0","0","0","0","2003-2004","hamilton"
"Nicole Corriero","F","Jr","35","42","31","73","2.0857","10","13","3","3","2003-2004","harvard"
"Julie Chu","F","So","32","15","41","56","1.7500","3","5","0","0","2003-2004","harvard"
"Angela Ruggiero","D","Sr","32","25","30","55","1.7188","5","5","1","1","2003-2004","harvard"
"Lauren McAuliffe","F","Sr","35","17","21","38","1.0857","6","8","0","0","2003-2004","harvard"
"Jennifer Raimondi","F","So","35","14","13","27","0.7714","1","2","0","0","2003-2004","harvard"
"Ashley Banfield","D","Jr","33","3","21","24","0.7273","0","2","1","0","2003-2004","harvard"
"Katie Johnston","F","Fr","33","10","11","21","0.6364","3","2","0","0","2003-2004","harvard"
"Jennifer Sifers","F","Fr","35","7","10","17","0.4857","0","1","0","0","2003-2004","harvard"
"Caitlin Cahow","F","Fr","34","2","11","13","0.3824","0","0","0","0","2003-2004","harvard"
"Jennifer Skinner","D","So","33","2","9","11","0.3333","0","0","0","0","2003-2004","harvard"
"Katherine Sweet","F","Jr","35","7","3","10","0.2857","1","2","0","0","2003-2004","harvard"
"Liza Solley","F","Fr","35","2","6","8","0.2286","1","0","0","0","2003-2004","harvard"
"Lindsay Weaver","D","Fr","31","1","7","8","0.2581","0","0","0","0","2003-2004","harvard"
"Carrie Schroyer","F","So","35","1","6","7","0.2000","0","0","0","0","2003-2004","harvard"
"Jaclyn Pitushka","F/D","So","15","0","4","4","0.2667","0","0","0","0","2003-2004","harvard"
"Ali Crum","F","Jr","32","2","1","3","0.0938","0","0","0","0","2003-2004","harvard"
"Mina Pell","F","Sr","32","1","1","2","0.0625","0","0","0","0","2003-2004","harvard"
"Sarah Holbrook","F","Jr","31","0","1","1","0.0323","0","0","0","0","2003-2004","harvard"
"Ali Boe","G","So","27","0","0","0","0.0000","0","0","0","0","2003-2004","harvard"
"Emily Vitt","G","Fr","9","0","0","0","0.0000","0","0","0","0","2003-2004","harvard"
"Emily Haigh","D","Jr","32","0","0","0","0.0000","0","0","0","0","2003-2004","harvard"
"Meagan Aarts","F","Sr","32","12","13","25","0.7813","2","5","0","0","2003-2004","maine"
"Tristan Desmet","F","Jr","32","12","11","23","0.7188","3","1","0","1","2003-2004","maine"
"Karen Droog","F","Sr","32","12","10","22","0.6875","1","3","2","0","2003-2004","maine"
"Sonia Corriveau","F","Fr","32","10","3","13","0.4063","4","1","3","0","2003-2004","maine"
"Cheryl White","F","Jr","32","3","9","12","0.3750","0","0","0","0","2003-2004","maine"
"Morgan Janusc","F","So","30","1","11","12","0.4000","0","0","0","0","2003-2004","maine"
"Katie Sunstrum","F","Fr","25","7","3","10","0.4000","0","1","0","0","2003-2004","maine"
"Brigitte Laflamme","F","Fr","32","3","7","10","0.3125","0","0","0","0","2003-2004","maine"
"Kelly Law","D","Fr","32","2","7","9","0.2813","1","2","0","0","2003-2004","maine"
"Vicky Johnstone","D","So","27","1","8","9","0.3333","1","0","0","0","2003-2004","maine"
"Andrea Steranko","F","Jr","23","3","4","7","0.3043","0","0","0","0","2003-2004","maine"
"Laura Maddin","D","Jr","30","2","5","7","0.2333","0","1","0","0","2003-2004","maine"
"Naomi Smethurst","D","Sr","32","1","3","4","0.1250","0","0","0","0","2003-2004","maine"
"Carolyn Faust","F","Fr","3","2","1","3","1.0000","0","0","0","0","2003-2004","maine"
"Ksena Tatomir","F","Fr","32","1","2","3","0.0938","0","0","0","0","2003-2004","maine"
"Kim MacElhaney","F","Fr","31","1","1","2","0.0645","0","0","0","0","2003-2004","maine"
