"Name","Pos","Year","GP","G","A","Pts.","Pt/Gm","PEN","PIM","GWG","PPG","SHG","ENG","Season","Team"
"Sarah Kennedy","G","Sr","1","0","0","0","0.0000","0","0","0","0","0","0","2009-2010","dartmouth"
"Whitney Woodcox","G","Fr","7","0","0","0","0.0000","0","0","0","0","0","0","2009-2010","dartmouth"
"Sue Schmitz","D","Sr","24","0","0","0","0.0000","4","8","0","0","0","0","2009-2010","dartmouth"
"Mariel Lacina","G","Sr","23","0","0","0","0.0000","0","0","0","0","0","0","2009-2010","dartmouth"
"Jamie Kivi","D","Sr","30","13","18","31","1.0333","15","30","2","4","0","0","2009-2010","elmira"
"Jenna McCall","F","Sr","30","11","20","31","1.0333","14","28","4","3","0","0","2009-2010","elmira"
"Lauryn DePaul","F","Sr","30","15","15","30","1.0000","24","48","5","7","0","0","2009-2010","elmira"
"Alex Bresler","F","So","29","19","8","27","0.9310","4","8","3","9","1","0","2009-2010","elmira"
"Jillayne DeBus","F","Fr","30","15","11","26","0.8667","22","44","2","8","0","1","2009-2010","elmira"
"Madison Johnston","D","Fr","30","6","14","20","0.6667","15","30","1","2","0","0","2009-2010","elmira"
"Karen Colehour","F","Sr","30","4","16","20","0.6667","11","22","1","1","1","0","2009-2010","elmira"
"Caitlin Metcalf","F","Fr","28","8","11","19","0.6786","5","10","2","3","0","0","2009-2010","elmira"
"Lindsay Mitchell","F","So","30","4","11","15","0.5000","3","6","1","2","0","0","2009-2010","elmira"
"Caitlin Manahan","F","So","30","6","6","12","0.4000","3","6","0","0","0","0","2009-2010","elmira"
"Tiffany Hart","D","Sr","30","2","9","11","0.3667","8","16","0","1","0","0","2009-2010","elmira"
"Melanie Henshaw","F","Sr","27","7","3","10","0.3704","3","6","2","4","0","0","2009-2010","elmira"
"Carly Richardson","F/D","Sr","29","2","5","7","0.2414","3","6","0","1","1","0","2009-2010","elmira"
"Anastasia Steele-Norton","D","Sr","30","1","6","7","0.2333","13","26","0","0","0","0","2009-2010","elmira"
"Amber Tirri","F","Fr","28","4","2","6","0.2143","10","20","0","0","0","0","2009-2010","elmira"
"Amanda Ritzel","D","Jr","27","0","5","5","0.1852","3","6","0","0","0","0","2009-2010","elmira"
"Alex McPhail","F","So","29","1","2","3","0.1034","0","0","0","0","0","0","2009-2010","elmira"
"Monica Valente","D","So","8","1","1","2","0.2500","0","0","1","0","0","0","2009-2010","elmira"
"Mary-Kate Gellerman","D","Fr","5","0","1","1","0.2000","3","6","0","0","0","0","2009-2010","elmira"
"Lauren Sullivan","G","Fr","20","0","1","1","0.0500","0","0","0","0","0","0","2009-2010","elmira"
"Samantha Maguire","G","Fr","10","0","0","0","0.0000","0","0","0","0","0","0","2009-2010","elmira"
"Laura Proietto","G","Fr","1","0","0","0","0.0000","0","0","0","0","0","0","2009-2010","elmira"
"Katelyn McLean","W","Jr","26","11","5","16","0.6154","20","40","1","4","0","0","2009-2010","finlandia"
"Kendra Benson","F","Sr","27","2","7","9","0.3333","47","94","0","1","0","0","2009-2010","finlandia"
"Kate Matanich","F","So","24","4","4","8","0.3333","23","46","0","2","0","0","2009-2010","finlandia"
"Katie Fredianelli","W","Jr","26","2","6","8","0.3077","10","20","0","1","0","0","2009-2010","finlandia"
"Emily Marcotte","F","Sr","27","5","1","6","0.2222","2","4","0","0","1","0","2009-2010","finlandia"
"Alisha Ellertson","F","So","27","4","2","6","0.2222","16","32","2","0","1","0","2009-2010","finlandia"
"Mariah Mumford","F","So","25","1","3","4","0.1600","3","6","0","0","0","0","2009-2010","finlandia"
"Dana Dillon","D","Fr","27","1","3","4","0.1481","14","28","0","1","0","0","2009-2010","finlandia"
"Kelly Poelstra","F","Fr","27","2","1","3","0.1111","13","26","0","0","0","0","2009-2010","finlandia"
"Nicole Schumacher","D","Jr","11","2","1","3","0.2727","10","20","1","1","0","0","2009-2010","finlandia"
"Chelsea Pollard","F","Fr","27","1","2","3","0.1111","3","6","1","0","0","0","2009-2010","finlandia"
"Jolene Kneebone","F/D","So","27","0","3","3","0.1111","0","0","0","0","0","0","2009-2010","finlandia"
"Morgan Tersigni","F","Fr","3","1","0","1","0.3333","1","2","0","0","0","0","2009-2010","finlandia"
"Jackie D'Urso","D","Fr","25","0","1","1","0.0400","3","6","0","0","0","0","2009-2010","finlandia"
"Katie Harris","D","So","27","0","1","1","0.0370","5","10","0","0","0","0","2009-2010","finlandia"
"Jessica Jones","D","Sr","26","0","1","1","0.0385","23","46","0","0","0","0","2009-2010","finlandia"
"Casey Fiore","G","Fr","6","0","0","0","0.0000","0","0","0","0","0","0","2009-2010","finlandia"
"Rachael Bochiechio","G","Fr","3","0","0","0","0.0000","0","0","0","0","0","0","2009-2010","finlandia"
"Ashley Pavlish","G","Fr","9","0","0","0","0.0000","1","2","0","0","0","0","2009-2010","finlandia"
"Stephanie LaMore","G","Fr","13","0","0","0","0.0000","0","0","0","0","0","0","2009-2010","finlandia"
"Kaitlynn Mraz","F","Fr","21","0","0","0","0.0000","0","0","0","0","0","0","2009-2010","finlandia"
"Allison Lee","F","So","26","0","0","0","0.0000","2","4","0","0","0","0","2009-2010","finlandia"
"Stephanie Miguel","F","Jr","25","10","19","29","1.1600","18","36","2","3","1","0","2009-2010","hamilton"
"Katie Zimmerman","F","Fr","24","9","13","22","0.9167","1","2","1","5","0","0","2009-2010","hamilton"
"Christie Sharlow","F","Jr","25","6","16","22","0.8800","5","10","0","3","0","1","2009-2010","hamilton"
"Amy Allen","F","Sr","23","10","7","17","0.7391","13","26","3","7","0","0","2009-2010","hamilton"
"Laura DiCarlo","F","So","25","7","4","11","0.4400","2","4","1","2","1","0","2009-2010","hamilton"
"Abby Runyon","F","Fr","25","5","6","11","0.4400","3","6","0","3","0","0","2009-2010","hamilton"
"Emily Baxter","F","Fr","25","3","5","8","0.3200","8","16","2","0","0","0","2009-2010","hamilton"
"Meredith Bitterman","D","So","25","1","7","8","0.3200","27","57","1","1","0","0","2009-2010","hamilton"
"Becky Cairns","F","Jr","18","4","3","7","0.3889","0","0","1","1","0","0","2009-2010","hamilton"
"Riley Smith","F","So","24","4","2","6","0.2500","6","12","0","0","0","0","2009-2010","hamilton"
"Rachel Rapoza","D","Sr","25","0","6","6","0.2400","7","14","0","0","0","0","2009-2010","hamilton"
"Laura Stirrat","D","Sr","23","0","4","4","0.1739","10","20","0","0","0","0","2009-2010","hamilton"
"Julia Beaty","D","Fr","25","2","1","3","0.1200","9","18","0","1","0","0","2009-2010","hamilton"
"Bret Lineberry","D","Jr","25","1","2","3","0.1200","7","14","0","0","0","0","2009-2010","hamilton"
"Louise Roy","D","Sr","25","0","2","2","0.0800","8","16","0","0","0","0","2009-2010","hamilton"
"Kayla Safran","F","Fr","25","1","0","1","0.0400","0","0","0","0","0","0","2009-2010","hamilton"
"Kristen Pallen","F/D","So","25","0","1","1","0.0400","9","18","0","0","0","0","2009-2010","hamilton"
"Becca Hazlett","G","Fr","21","0","0","0","0.0000","0","0","0","0","0","0","2009-2010","hamilton"
"Lesley Ryder","G","Jr","3","0","0","0","0.0000","0","0","0","0","0","0","2009-2010","hamilton"
"Meg Shine","G","Sr","9","0","0","0","0.0000","0","0","0","0","0","0","2009-2010","hamilton"
"Jennifer Keefe","F/D","So","25","0","0","0","0.0000","1","2","0","0","0","0","2009-2010","hamilton"
"Alli Miller","F","Jr","25","9","12","21","0.8400","23","46","1","2","0","0","2009-2010","hamline"
"Melanie Leveille","F","Sr","25","12","7","19","0.7600","8","24","1","4","0","1","2009-2010","hamline"
"Erin Kastner","F","So","24","6","11","17","0.7083","24","48","0","1","0","0","2009-2010","hamline"
"Seanna Robinson","F","So","25","7","6","13","0.5200","3","9","1","5","0","0","2009-2010","hamline"
"Haley Johnson","F","Fr","25","5","3","8","0.3200","4","8","0","2","0","0","2009-2010","hamline"
"Jessica Kraus","F","So","25","2","5","7","0.2800","3","6","0","0","0","0","2009-2010","hamline"
"Brianna Sigg","F","So","25","3","3","6","0.2400","1","2","2","1","0","0","2009-2010","hamline"
"Megan Olson","D","Jr","25","1","5","6","0.2400","16","32","1","1","0","0","2009-2010","hamline"
"Ashley Maskel","D","Fr","25","0","4","4","0.1600","8","16","0","0","0","0","2009-2010","hamline"
"Mallory Steele","D","Sr","25","0","4","4","0.1600","7","14","0","0","0","0","2009-2010","hamline"
"Brooke Rundell","F","So","25","2","1","3","0.1200","6","12","1","0","0","0","2009-2010","hamline"
"Shannon Griswold","F/D","Sr","25","0","3","3","0.1200","4","8","0","0","0","0","2009-2010","hamline"
"Jenna Scattarelli","D","So","25","1","1","2","0.0800","10","20","0","0","0","0","2009-2010","hamline"
"Billye Nelson","D","So","21","1","1","2","0.0952","8","16","0","1","0","0","2009-2010","hamline"
"Rachel Deick","F","So","25","0","2","2","0.0800","3","6","0","0","0","0","2009-2010","hamline"
"Laura Randall","F","Fr","22","0","1","1","0.0455","1","2","0","0","0","0","2009-2010","hamline"
"Colleen Brigl","F","Fr","22","0","1","1","0.0455","1","2","0","0","0","0","2009-2010","hamline"
"Tanya Sletten","G","So","3","0","0","0","0.0000","0","0","0","0","0","0","2009-2010","hamline"
"Jestina Koenigsmark","D","So","25","0","0","0","0.0000","4","8","0","0","0","0","2009-2010","hamline"
"Andria Pinkerton","G","Sr","4","0","0","0","0.0000","0","0","0","0","0","0","2009-2010","hamline"
"Amanda Plumm","G","Jr","17","0","0","0","0.0000","0","0","0","0","0","0","2009-2010","hamline"
"Amelea Gray","G","Fr","6","0","0","0","0.0000","1","2","0","0","0","0","2009-2010","hamline"
"Allie Schwab","F","So","30","18","13","31","1.0333","8","16","5","5","1","1","2009-2010","gustavus-adolphus"
"Melissa Mackley","F","Sr","30","12","18","30","1.0000","4","8","2","4","0","0","2009-2010","gustavus-adolphus"
"Lindsey Hjelm","F","Fr","30","11","13","24","0.8000","25","50","0","2","0","0","2009-2010","gustavus-adolphus"
"Kirstin Peterson","D","Jr","30","6","18","24","0.8000","12","24","1","2","0","0","2009-2010","gustavus-adolphus"
"Meagan Wanecke","F","Fr","30","11","11","22","0.7333","12","24","3","2","0","0","2009-2010","gustavus-adolphus"
"Tam Meuwissen","F","Fr","30","8","12","20","0.6667","16","32","4","4","0","0","2009-2010","gustavus-adolphus"
"Sara Yungner","D","Jr","30","4","12","16","0.5333","9","18","0","2","0","0","2009-2010","gustavus-adolphus"
"Alyssa Gaulrapp","F","So","30","6","9","15","0.5000","3","6","1","2","0","0","2009-2010","gustavus-adolphus"
"Mollie Carroll","F","So","22","7","3","10","0.4545","6","12","2","2","0","0","2009-2010","gustavus-adolphus"
"Kelsey Kennedy","D","Fr","30","2","8","10","0.3333","0","0","0","1","0","0","2009-2010","gustavus-adolphus"
"Alyssa Saunders","F","Sr","28","3","6","9","0.3214","4","8","2","0","0","0","2009-2010","gustavus-adolphus"
"Gracie Olson","F","So","25","1","5","6","0.2400","5","10","0","1","0","0","2009-2010","gustavus-adolphus"
"Nara Higano","D","So","29","2","2","4","0.1379","4","8","0","0","0","0","2009-2010","gustavus-adolphus"
"Gina DeNucci","D","So","30","2","1","3","0.1000","2","4","0","1","0","0","2009-2010","gustavus-adolphus"
"Kelsey Johnson","D","Jr","20","1","2","3","0.1500","0","0","0","0","0","0","2009-2010","gustavus-adolphus"
"Kayla Ingbretson","F","Fr","24","2","0","2","0.0833","4","8","1","0","0","0","2009-2010","gustavus-adolphus"
"Whitney Schaff","F","So","27","1","1","2","0.0741","1","2","1","1","0","0","2009-2010","gustavus-adolphus"
"Sara Kate Pierro","F","Fr","17","0","2","2","0.1176","0","0","0","0","0","0","2009-2010","gustavus-adolphus"
"Julie Hammond","F/D","Fr","17","0","0","0","0.0000","3","6","0","0","0","0","2009-2010","gustavus-adolphus"
"Emily Klatt","G","So","14","0","0","0","0.0000","0","0","0","0","0","0","2009-2010","gustavus-adolphus"
"Jenna Christensen","F","Fr","29","0","0","0","0.0000","2","7","0","0","0","0","2009-2010","gustavus-adolphus"
"Danielle Justice","G","So","20","0","0","0","0.0000","0","0","0","0","0","0","2009-2010","gustavus-adolphus"
"Kate Buesser","F","Jr","33","16","24","40","1.2121","7","14","1","2","0","1","2009-2010","harvard"
"Jillian Dempsey","F","Fr","33","11","16","27","0.8182","6","12","1","3","1","1","2009-2010","harvard"
"Liza Ryabkina","F/D","Jr","24","15","7","22","0.9167","12","24","4","5","0","0","2009-2010","harvard"
"Randi Griffin","F","Sr","33","11","10","21","0.6364","14","28","4","7","0","0","2009-2010","harvard"
"Leanna Coskren","D","Jr","33","8","11","19","0.5758","7","14","3","4","0","0","2009-2010","harvard"
"Cori Bassett","D","Sr","33","4","15","19","0.5758","13","26","1","1","0","0","2009-2010","harvard"
"Anna McDonald","F","Sr","33","6","11","17","0.5152","11","22","1","1","0","0","2009-2010","harvard"
"Kathryn Farni","D","Sr","33","1","15","16","0.4848","10","20","0","1","0","0","2009-2010","harvard"
"Josephine Pucci","D","Fr","31","4","9","13","0.4194","10","20","0","1","0","0","2009-2010","harvard"
"Kaitlin Spurling","F","Fr","33","9","3","12","0.3636","8","16","4","1","0","0","2009-2010","harvard"
"Katharine Chute","F","Jr","33","5","5","10","0.3030","9","18","0","0","0","0","2009-2010","harvard"
"Kelsey Romatoski","D","Fr","23","1","7","8","0.3478","4","8","0","0","0","0","2009-2010","harvard"
"Ashley Wheeler","D","Jr","33","2","3","5","0.1515","13","26","1","0","0","0","2009-2010","harvard"
"Margaret Chute","F","Fr","33","1","3","4","0.1212","0","0","0","0","0","0","2009-2010","harvard"
"Alisa Baumgartner","F","So","33","0","2","2","0.0606","6","12","0","0","0","0","2009-2010","harvard"
"Deborah Conway","F","Jr","31","0","2","2","0.0645","2","4","0","0","0","0","2009-2010","harvard"
"Christina Kessler","G","Sr","15","0","0","0","0.0000","0","0","0","0","0","0","2009-2010","harvard"
"Hilary Hayssen","D","Fr","33","0","0","0","0.0000","6","12","0","0","0","0","2009-2010","harvard"
"Kylie Stephens","G","Jr","3","0","0","0","0.0000","0","0","0","0","0","0","2009-2010","harvard"
"Laura Bellamy","G","Fr","18","0","0","0","0.0000","0","0","0","0","0","0","2009-2010","harvard"
"Stacey Hochkins","F","So","26","26","18","44","1.6923","17","34","5","6","2","1","2009-2010","holy-cross"
"Jocelyn Kratchmer","LW","Jr","26","18","17","35","1.3462","19","38","4","4","3","0","2009-2010","holy-cross"
"Lisa Wilson","D","Sr","26","7","20","27","1.0385","15","30","1","3","1","1","2009-2010","holy-cross"
"Caroline English","F","Fr","26","7","18","25","0.9615","5","10","3","1","0","0","2009-2010","holy-cross"
"Nicola Garat","F","So","26","16","4","20","0.7692","7","14","1","2","1","1","2009-2010","holy-cross"
"Rebecca O'Quinn","F","Fr","26","2","12","14","0.5385","7","14","0","1","0","0","2009-2010","holy-cross"
"Emily Henry","D","Jr","26","4","9","13","0.5000","14","28","1","0","1","0","2009-2010","holy-cross"
"Katelyn Doherty","D","Sr","26","2","11","13","0.5000","15","30","1","2","0","0","2009-2010","holy-cross"
"Christina D'Ambrogio","F","Jr","26","7","3","10","0.3846","6","12","1","2","0","0","2009-2010","holy-cross"
"Wendy Nobrega","F","Sr","26","4","5","9","0.3462","7","14","0","0","0","0","2009-2010","holy-cross"
"Kathryn O'Connor","F","Sr","26","5","3","8","0.3077","7","14","2","1","0","0","2009-2010","holy-cross"
"Colleen Krmpotich","D","Jr","26","1","6","7","0.2692","5","10","0","0","0","0","2009-2010","holy-cross"
"Kathryn Kelley","F","Sr","25","4","2","6","0.2400","9","18","0","0","0","0","2009-2010","holy-cross"
"Meghan Reynolds","F","Fr","26","1","2","3","0.1154","1","2","1","0","0","0","2009-2010","holy-cross"
"Amy Pfund","F","So","26","1","0","1","0.0385","5","10","0","0","0","0","2009-2010","holy-cross"
"Mariah Napolitano","D","Fr","26","0","1","1","0.0385","3","6","0","0","0","0","2009-2010","holy-cross"
"Monique Gallant","G","Jr","15","0","0","0","0.0000","0","0","0","0","0","0","2009-2010","holy-cross"
"Alyssa Ruhland","F","Fr","26","0","0","0","0.0000","4","8","0","0","0","0","2009-2010","holy-cross"
"Carly Dominick-Sobol","G","So","12","0","0","0","0.0000","0","0","0","0","0","0","2009-2010","holy-cross"
"Kim Herring","F","So","26","28","25","53","2.0385","9","18","9","9","0","0","2009-2010","lake-forest"
"Lynn Switaj","F","Jr","26","11","20","31","1.1923","10","20","0","3","1","1","2009-2010","lake-forest"
"Melissa Kravich","F","Jr","25","10","16","26","1.0400","7","14","1","5","0","0","2009-2010","lake-forest"
"Jessica Dare","F","So","26","14","4","18","0.6923","9","18","3","3","0","1","2009-2010","lake-forest"
"Courtney Bean","D","Sr","26","9","9","18","0.6923","31","62","2","5","0","0","2009-2010","lake-forest"
"Jamie Sauer","D","Sr","26","2","16","18","0.6923","10","20","0","1","0","0","2009-2010","lake-forest"
"Sam Herron","F","Jr","26","9","5","14","0.5385","12","24","2","2","0","0","2009-2010","lake-forest"
"Rosy Fujimoto","D","Fr","26","8","4","12","0.4615","6","12","1","2","0","0","2009-2010","lake-forest"
"Mira Trebilcock","F","So","22","6","5","11","0.5000","0","0","0","3","0","0","2009-2010","lake-forest"
"Denise Perez","F","Fr","25","6","4","10","0.4000","14","28","1","1","0","1","2009-2010","lake-forest"
"Molly Wallner","D","So","26","1","9","10","0.3846","5","10","0","0","0","0","2009-2010","lake-forest"
"Angie Chronis","D","Fr","26","1","7","8","0.3077","11","22","0","0","0","0","2009-2010","lake-forest"
"Chelsea Thompson","F","Fr","26","1","7","8","0.3077","13","26","0","1","0","0","2009-2010","lake-forest"
"Jenn Caldwell","F","Fr","26","1","2","3","0.1154","11","22","0","0","0","0","2009-2010","lake-forest"
"Kelly Smith","","","1","0","0","0","0.0000","1","2","0","0","0","0","2009-2010","lake-forest"
"Carolyn Thiess","D/G","Sr","1","0","0","0","0.0000","0","0","0","0","0","0","2009-2010","lake-forest"
"Alyssa Wintermute","G","Jr","18","0","0","0","0.0000","0","0","0","0","0","0","2009-2010","lake-forest"
"Brittany Lemke","G","Jr","10","0","0","0","0.0000","0","0","0","0","0","0","2009-2010","lake-forest"
"Jenna Ouellette","F","Sr","27","11","16","27","1.0000","8","16","2","5","0","1","2009-2010","maine"
"Taryn Peacock","F","Sr","30","7","15","22","0.7333","19","38","0","3","0","0","2009-2010","maine"
"Lexie Hoffmeyer","F/D","Sr","30","4","15","19","0.6333","22","55","1","2","0","0","2009-2010","maine"
"Jennie Gallo","F","Jr","27","7","8","15","0.5556","10","20","0","4","0","0","2009-2010","maine"
"Myriam Croussette","F","So","31","6","5","11","0.3548","3","6","1","2","0","0","2009-2010","maine"
"Brittany Dougherty","F","Fr","28","3","6","9","0.3214","5","10","0","1","0","0","2009-2010","maine"
"Jessica Bond","D","So","30","1","8","9","0.3000","14","28","0","0","0","0","2009-2010","maine"
"Amy Stech","F","Sr","31","3","5","8","0.2581","8","16","0","0","0","0","2009-2010","maine"
"Abby Barton","F","Sr","29","5","2","7","0.2414","11","22","1","0","0","0","2009-2010","maine"
"Dawn Sullivan","F","So","31","3","4","7","0.2258","3","6","0","1","0","0","2009-2010","maine"
"Jordan Colliton","F","Jr","23","3","3","6","0.2609","2","4","0","0","0","0","2009-2010","maine"
"Dominique Goutsis","F","So","31","3","2","5","0.1613","16","32","0","1","0","0","2009-2010","maine"
"Ashley Norum","D","So","30","2","2","4","0.1333","14","28","0","1","0","0","2009-2010","maine"
"Melissa Gagnon","D","So","26","1","3","4","0.1538","7","14","0","1","0","0","2009-2010","maine"
"Brianne Kilgour","F","Fr","4","2","1","3","0.7500","3","6","1","0","0","0","2009-2010","maine"
"Darcia Leimgruber","F","Fr","6","1","1","2","0.3333","4","8","0","0","0","0","2009-2010","maine"
"Kaitlin Zeek","F","Jr","29","1","1","2","0.0690","0","0","0","0","0","0","2009-2010","maine"
"Brittany Ott","G","Fr","20","0","2","2","0.1000","0","0","0","0","0","0","2009-2010","maine"
"Chloe Tinkler","D","Fr","31","0","2","2","0.0645","6","12","0","0","0","0","2009-2010","maine"
"Elyce Thomas","D","Sr","31","0","1","1","0.0323","16","32","0","0","0","0","2009-2010","maine"
"Danielle Cyr","F","Jr","27","0","0","0","0.0000","1","2","0","0","0","0","2009-2010","maine"
"Candice Currier","G","So","12","0","0","0","0.0000","0","0","0","0","0","0","2009-2010","maine"
"Madelene Eriksson","D","Jr","22","0","0","0","0.0000","1","2","0","0","0","0","2009-2010","maine"
"Katie Little","F","Fr","26","26","15","41","1.5769","3","6","4","7","7","0","2009-2010","manhattanville"
"Monique Rafferty","F","Sr","26","8","25","33","1.2692","13","34","1","2","0","0","2009-2010","manhattanville"
"Lynsey Schill","F","Fr","25","13","13","26","1.0400","8","16","2","2","0","1","2009-2010","manhattanville"
"Sonia Occhionero","F","Fr","25","7","17","24","0.9600","11","22","1","1","0","0","2009-2010","manhattanville"
"Holly Nonis","F","Jr","21","11","10","21","1.0000","7","14","1","2","2","0","2009-2010","manhattanville"
"Mary Rose Morrison","F","Fr","25","6","14","20","0.8000","5","10","2","1","1","0","2009-2010","manhattanville"
"Shannon Coffey","F","Jr","25","12","5","17","0.6800","4","8","0","3","0","0","2009-2010","manhattanville"
"Lauren Nutkevitch","D","Fr","25","7","10","17","0.6800","14","28","1","6","1","0","2009-2010","manhattanville"
"Jessica Kehoe","F","Fr","24","5","11","16","0.6667","12","24","1","0","0","0","2009-2010","manhattanville"
"Alex Findlay","F/D","Sr","24","5","9","14","0.5833","6","12","1","1","0","0","2009-2010","manhattanville"
"Erin Brawley","D","Sr","26","3","11","14","0.5385","4","8","0","1","0","0","2009-2010","manhattanville"
"Jackie Solomito","F","So","18","6","7","13","0.7222","6","12","2","3","0","0","2009-2010","manhattanville"
"Sarah Fullerton","D","Sr","25","6","7","13","0.5200","18","36","1","1","0","0","2009-2010","manhattanville"
"Alyssa Taylor","F","Fr","25","5","7","12","0.4800","5","26","0","2","0","0","2009-2010","manhattanville"
"Hannah Muskego","D","So","24","0","6","6","0.2500","11","22","0","0","0","0","2009-2010","manhattanville"
"Ella Hubley","F","Fr","15","3","2","5","0.3333","1","2","0","2","0","0","2009-2010","manhattanville"
"Erin Sidjak","D","Fr","20","1","4","5","0.2500","1","2","0","0","0","0","2009-2010","manhattanville"
"Charlotte Hotaling","D","Fr","13","2","2","4","0.3077","2","4","1","0","1","0","2009-2010","manhattanville"
"Kelly Keane","F","Fr","9","2","2","4","0.4444","3","6","0","0","0","0","2009-2010","manhattanville"
"Jess Scioli","F","Jr","22","2","1","3","0.1364","10","20","0","0","0","0","2009-2010","manhattanville"
"Erica Garcia","D","Jr","19","1","2","3","0.1579","10","20","0","0","0","0","2009-2010","manhattanville"
"Julianna Lupo","D","Fr","4","1","2","3","0.7500","2","4","0","0","0","0","2009-2010","manhattanville"
"Jessica Frump","F","So","2","1","0","1","0.5000","1","2","0","0","0","0","2009-2010","manhattanville"
"Kimmy Flanders","G","So","3","0","0","0","0.0000","0","0","0","0","0","0","2009-2010","manhattanville"
"Emy Cote","G","Fr","15","0","0","0","0.0000","0","0","0","0","0","0","2009-2010","manhattanville"
"Sophia Kokkonis","G","Sr","12","0","0","0","0.0000","1","2","0","0","0","0","2009-2010","manhattanville"
"Michele Wieczorek","F","So","3","0","0","0","0.0000","2","4","0","0","0","0","2009-2010","manhattanville"
"Amy Knutson","F","Fr","21","5","1","6","0.2857","4","8","0","3","0","0","2009-2010","marian"
"Tara Scott","F","Fr","23","4","1","5","0.2174","4","8","1","2","0","0","2009-2010","marian"
"Aly Lund","D","Fr","23","3","2","5","0.2174","30","76","0","0","0","0","2009-2010","marian"
"Stephanie Desmueules","F","Fr","23","1","4","5","0.2174","1","2","0","0","0","0","2009-2010","marian"
"Alex DeBoer","D","Fr","23","0","5","5","0.2174","25","50","0","0","0","0","2009-2010","marian"
"Rachel Mullendore","D","Fr","23","3","1","4","0.1739","8","16","0","1","0","0","2009-2010","marian"
"Nicole Drews","F","Fr","23","0","4","4","0.1739","17","34","0","0","0","0","2009-2010","marian"
"Kiley O'Connell","F","Fr","23","1","1","2","0.0870","3","6","1","1","0","0","2009-2010","marian"
"Devan Lesch","F","Fr","23","1","1","2","0.0870","3","6","0","1","0","0","2009-2010","marian"
"Cassy Frank","F","Fr","14","1","0","1","0.0714","6","23","0","0","0","0","2009-2010","marian"
"Megan Sesing-Gomoll","D","Fr","22","0","1","1","0.0455","17","34","0","0","0","0","2009-2010","marian"
"Kaytlin Ruzicka","G","So","13","0","0","0","0.0000","1","2","0","0","0","0","2009-2010","marian"
"Sarah Swapinski","F","Fr","15","0","0","0","0.0000","1","2","0","0","0","0","2009-2010","marian"
"Kendra Kunkel","G","Fr","5","0","0","0","0.0000","0","0","0","0","0","0","2009-2010","marian"
"Morgan Franz","D","Fr","12","0","0","0","0.0000","3","6","0","0","0","0","2009-2010","marian"
"Katie Lindsley","F","Fr","23","0","0","0","0.0000","2","4","0","0","0","0","2009-2010","marian"
"Melissa Calder","G","Jr","19","0","0","0","0.0000","0","0","0","0","0","0","2009-2010","marian"
"Vicki Bendus","F","Jr","36","28","37","65","1.8056","16","32","5","8","5","2","2009-2010","mercyhurst"
"Jesse Scanzano","F","Jr","33","20","45","65","1.9697","36","72","3","6","4","2","2009-2010","mercyhurst"
"Bailey Bram","F","So","33","29","27","56","1.6970","25","50","9","13","5","1","2009-2010","mercyhurst"
"Jess Jones","F","So","36","20","26","46","1.2778","14","28","2","6","3","0","2009-2010","mercyhurst"
"Ashley Cockell","F","Jr","36","21","22","43","1.1944","36","72","3","5","2","0","2009-2010","mercyhurst"
"Kelley Steadman","F","So","36","15","13","28","0.7778","27","54","5","3","2","1","2009-2010","mercyhurst"
"Melissa Lacroix","D","Jr","36","6","21","27","0.7500","25","50","1","2","0","1","2009-2010","mercyhurst"
"Cassea Schols","D","Jr","36","5","22","27","0.7500","15","30","0","4","0","0","2009-2010","mercyhurst"
"Lauren Jones","F","Fr","35","8","7","15","0.4286","4","8","0","1","0","0","2009-2010","mercyhurst"
"Samantha Watt","D","Fr","34","2","12","14","0.4118","27","54","1","1","0","0","2009-2010","mercyhurst"
"Pamela Zgoda","D","So","36","2","8","10","0.2778","1","2","0","0","0","0","2009-2010","mercyhurst"
"Kylie Rossler","F","Jr","31","5","3","8","0.2581","13","26","0","0","0","0","2009-2010","mercyhurst"
"Meghan Corbett","F","So","34","3","5","8","0.2353","3","6","0","1","0","0","2009-2010","mercyhurst"
"Kyleigh Palmer","F","So","34","1","7","8","0.2353","7","14","0","0","0","0","2009-2010","mercyhurst"
"Jessica Christofferson","F","Fr","33","1","3","4","0.1212","7","14","0","1","0","0","2009-2010","mercyhurst"
"Stephanie DeSutter","D","Fr","33","1","2","3","0.0909","6","12","1","0","0","0","2009-2010","mercyhurst"
"Johanna Malmstrom","D","Sr","35","1","0","1","0.0286","8","16","0","0","0","0","2009-2010","mercyhurst"
"Hillary Pattenden","G","So","35","0","1","1","0.0286","1","2","0","0","0","0","2009-2010","mercyhurst"
"Anna Johnson","D","So","26","0","0","0","0.0000","0","0","0","0","0","0","2009-2010","mercyhurst"
"Julie Hersey","F","So","31","0","0","0","0.0000","3","6","0","0","0","0","2009-2010","mercyhurst"
"Stephanie Ciampa","G","Fr","6","0","0","0","0.0000","0","0","0","0","0","0","2009-2010","mercyhurst"
"Anna McNally","F","Jr","26","16","21","37","1.4231","1","2","3","7","0","0","2009-2010","middlebury"
"Nora Bergman","F","Jr","24","8","21","29","1.2083","2","4","1","3","0","1","2009-2010","middlebury"
"Ashley Bairos","F","Sr","24","13","14","27","1.1250","11","22","1","5","0","0","2009-2010","middlebury"
"Madison Styrbicki","D","Fr","25","7","11","18","0.7200","5","10","1","4","0","0","2009-2010","middlebury"
