"Name","Pos","Year","GP","G","A","Pts.","Pt/Gm","PEN","PIM","GWG","PPG","SHG","ENG","Season","Team"
"Jade Walsh","G","Jr","18","0","0","0","0.0000","2","4","0","0","0","0","2015-2016","adrian"
"Anne Rademacher","G","Fr","2","0","0","0","0.0000","0","0","0","0","0","0","2015-2016","adrian"
"Brooke Gibson","G","Jr","13","0","0","0","0.0000","0","0","0","0","0","0","2015-2016","adrian"
"Alex Toupal","F","So","26","23","16","39","1.5000","5","10","7","3","3","4","2015-2016","amherst"
"Erin Martin","F","Sr","27","22","15","37","1.3704","8","16","4","3","0","1","2015-2016","amherst"
"Eileen Harris","F","Sr","27","12","11","23","0.8519","9","18","1","3","0","1","2015-2016","amherst"
"Caitlyn Ryan","D","Jr","27","4","14","18","0.6667","3","6","0","2","0","0","2015-2016","amherst"
"Jocelyn Hunyadi","F","Fr","27","7","10","17","0.6296","2","4","1","3","1","0","2015-2016","amherst"
"Katelyn Pantera","F","Fr","27","7","7","14","0.5185","3","6","2","0","0","0","2015-2016","amherst"
"Katie Savage","F","Fr","27","5","7","12","0.4444","7","14","2","1","0","0","2015-2016","amherst"
"Brenna Sullivan","F","So","27","5","7","12","0.4444","4","8","2","0","0","1","2015-2016","amherst"
"Sara Culhane","F","Jr","24","5","7","12","0.5000","4","8","0","0","1","0","2015-2016","amherst"
"Lynndy Smith","D","Jr","27","3","9","12","0.4444","2","4","1","0","0","0","2015-2016","amherst"
"Emma Griese","F","So","27","6","2","8","0.2963","2","4","2","0","0","0","2015-2016","amherst"
"Caroline Bomstein","D","Sr","27","3","5","8","0.2963","7","14","0","0","0","0","2015-2016","amherst"
"Camille Herzog","D","Jr","27","1","6","7","0.2593","4","8","0","0","0","0","2015-2016","amherst"
"Miriam Eickhoff","D/F","Fr","27","0","7","7","0.2593","4","8","0","0","0","0","2015-2016","amherst"
"Jamie McNamara","F","Fr","27","3","3","6","0.2222","0","0","0","0","0","0","2015-2016","amherst"
"Kristen Molina","F/D","So","27","2","3","5","0.1852","1","2","0","0","0","0","2015-2016","amherst"
"Laura Schmidlein","D","Fr","18","1","3","4","0.2222","3","6","0","0","0","0","2015-2016","amherst"
"Audrey Duquette","F","Jr","11","0","3","3","0.2727","0","0","0","0","0","0","2015-2016","amherst"
"Molly Connolly","F","Jr","9","1","0","1","0.1111","0","0","0","0","0","0","2015-2016","amherst"
"Sarah Wagner","F","Fr","20","1","0","1","0.0500","1","2","0","0","0","0","2015-2016","amherst"
"Sabrina Dobbins","G","So","21","0","0","0","0.0000","1","2","0","0","0","0","2015-2016","amherst"
"Bailey Plaman","G","So","6","0","0","0","0.0000","0","0","0","0","0","0","2015-2016","amherst"
"Megan Johnson","F","Fr","26","11","7","18","0.6923","9","18","3","3","1","1","2015-2016","augsburg"
"Kayla Fuechtmann","F","Sr","26","11","7","18","0.6923","5","10","2","3","1","1","2015-2016","augsburg"
"Callen Naasz","F","Jr","26","6","11","17","0.6538","10","20","2","2","0","0","2015-2016","augsburg"
"Darby Lindgren","F","Jr","26","8","7","15","0.5769","12","24","1","2","0","0","2015-2016","augsburg"
"Valerie Whichello","D","Fr","26","5","10","15","0.5769","3","6","2","1","0","0","2015-2016","augsburg"
"Claire Cripps","F","Sr","26","4","11","15","0.5769","8","16","0","1","0","0","2015-2016","augsburg"
"Ashley Kloncz","F","Jr","26","5","6","11","0.4231","2","4","0","2","0","0","2015-2016","augsburg"
"Brenna Nakonechny","D","Sr","26","3","8","11","0.4231","8","16","1","2","0","0","2015-2016","augsburg"
"Danielle Heitkamp","D","Jr","26","4","5","9","0.3462","8","16","1","1","0","0","2015-2016","augsburg"
"Sarah Buckner","D","Sr","26","1","6","7","0.2692","4","8","0","1","0","0","2015-2016","augsburg"
"Megan Robertson","F","So","23","2","3","5","0.2174","11","22","1","0","0","0","2015-2016","augsburg"
"Taral Clayton","D","So","26","0","5","5","0.1923","9","18","0","0","0","0","2015-2016","augsburg"
"Bridget Walter","F","Fr","26","4","0","4","0.1538","5","10","0","0","0","0","2015-2016","augsburg"
"Abigail Dickinson","D","Sr","26","0","3","3","0.1154","2","4","0","0","0","0","2015-2016","augsburg"
"Jacie Hoehn","F","Fr","23","0","1","1","0.0435","5","10","0","0","0","0","2015-2016","augsburg"
"Savannah Seeger","F","Jr","23","0","1","1","0.0435","0","0","0","0","0","0","2015-2016","augsburg"
"McKenna Manalli","G","Fr","2","0","0","0","0.0000","0","0","0","0","0","0","2015-2016","augsburg"
"Kealie Espinda Banick","D","Fr","10","0","0","0","0.0000","0","0","0","0","0","0","2015-2016","augsburg"
"Megan Bergland","F","Sr","22","0","0","0","0.0000","0","0","0","0","0","0","2015-2016","augsburg"
"Rebecca Sonnek","G","So","3","0","0","0","0.0000","0","0","0","0","0","0","2015-2016","augsburg"
"Erika Allen","G","Sr","23","0","0","0","0.0000","0","0","0","0","0","0","2015-2016","augsburg"
"Bailey Beane","F","Fr","26","0","0","0","0.0000","0","0","0","0","0","0","2015-2016","augsburg"
"Gina Beth Manganiello","F","Fr","26","14","11","25","0.9615","4","8","1","0","1","0","2015-2016","becker"
"Claudia Gee","F","Fr","26","7","9","16","0.6154","17","34","1","2","0","0","2015-2016","becker"
"Brittany Aiello","F","Fr","26","7","8","15","0.5769","10","20","1","3","0","0","2015-2016","becker"
"Bailey Coons","F","Fr","26","9","5","14","0.5385","16","32","1","1","0","0","2015-2016","becker"
"Michaela Martin","F","Fr","26","3","9","12","0.4615","12","24","0","1","1","0","2015-2016","becker"
"Ann Marie Manganiello","F/D","Fr","24","4","5","9","0.3750","5","10","0","1","0","1","2015-2016","becker"
"Rachel Pitcher","F/D","Fr","26","2","6","8","0.3077","14","28","1","0","1","0","2015-2016","becker"
"Hannah Elmer","D","Fr","25","1","6","7","0.2800","5","10","0","0","0","0","2015-2016","becker"
"Elysabeth Jefferies","D","Fr","24","3","3","6","0.2500","11","22","0","2","0","0","2015-2016","becker"
"Nikolle Storey","D","Fr","25","1","5","6","0.2400","9","21","1","0","0","0","2015-2016","becker"
"Emily Dennee","D","Fr","24","1","4","5","0.2083","3","6","0","1","0","0","2015-2016","becker"
"Sarah McSweeney","F","Fr","24","1","2","3","0.1250","3","6","0","0","0","0","2015-2016","becker"
"Anastasia Thompson","F","Fr","24","1","1","2","0.0833","1","2","0","0","0","0","2015-2016","becker"
"Catherine McShera","F","Fr","26","1","1","2","0.0769","2","4","0","0","1","0","2015-2016","becker"
"Alyssa Cangemi","F","Fr","10","0","0","0","0.0000","0","0","0","0","0","0","2015-2016","becker"
"Madison Rigsby","G","Fr","17","0","0","0","0.0000","2","4","0","0","0","0","2015-2016","becker"
"Julia Johnson","G","Fr","10","0","0","0","0.0000","0","0","0","0","0","0","2015-2016","becker"
"Kaitlyn Tougas","F","Sr","36","8","21","29","0.8056","5","10","1","3","0","2","2015-2016","bemidji-state"
"Ivana Bilic","D","Sr","33","3","19","22","0.6667","13","26","0","2","0","0","2015-2016","bemidji-state"
"Kristin Huber","F","Sr","35","11","9","20","0.5714","9","18","3","4","0","0","2015-2016","bemidji-state"
"Alexis Joyce","D","So","36","8","12","20","0.5556","13","26","2","1","0","0","2015-2016","bemidji-state"
"Stephanie Anderson","F","Sr","31","11","8","19","0.6129","10","20","5","2","1","0","2015-2016","bemidji-state"
"Lauren Miller","F","Jr","36","8","8","16","0.4444","20","51","1","0","0","1","2015-2016","bemidji-state"
"Hanna Moher","F","Sr","36","6","8","14","0.3889","3","6","1","1","0","1","2015-2016","bemidji-state"
"Madison Hutchinson","D","Jr","36","3","10","13","0.3611","4","8","2","1","0","0","2015-2016","bemidji-state"
"Emma Terres","F/D","So","36","3","5","8","0.2222","0","0","1","2","0","0","2015-2016","bemidji-state"
"Summer Thibodeau","F","So","36","3","4","7","0.1944","1","2","1","0","0","1","2015-2016","bemidji-state"
"Reilly Fawcett","F","So","35","3","4","7","0.2000","5","10","1","0","0","0","2015-2016","bemidji-state"
"Whitney Wivoda","F","Sr","36","0","6","6","0.1667","0","0","0","0","0","0","2015-2016","bemidji-state"
"Bailey Wright","F","Jr","26","3","2","5","0.1923","2","4","2","0","0","0","2015-2016","bemidji-state"
"Ciscely Nelson","F","Jr","36","3","2","5","0.1389","2","4","2","0","0","0","2015-2016","bemidji-state"
"Emily Bergland","F","Fr","35","3","1","4","0.1143","0","0","0","0","0","0","2015-2016","bemidji-state"
"Melissa Hunt","D","Fr","36","1","1","2","0.0556","2","4","0","0","0","0","2015-2016","bemidji-state"
"Tegan Rose","D","Sr","16","0","1","1","0.0625","2","4","0","0","0","0","2015-2016","bemidji-state"
"Carley Esse","D","Jr","36","0","1","1","0.0278","2","4","0","0","0","0","2015-2016","bemidji-state"
"Megan Lushanko","F","Sr","3","0","1","1","0.3333","1","2","0","0","0","0","2015-2016","bemidji-state"
"Brittni Mowat","G","Jr","35","0","0","0","0.0000","0","0","0","0","0","0","2015-2016","bemidji-state"
"Natalie Stanwood","D","Fr","6","0","0","0","0.0000","1","2","0","0","0","0","2015-2016","bemidji-state"
"Alex Bond","F/D","So","3","0","0","0","0.0000","2","4","0","0","0","0","2015-2016","bemidji-state"
"Sylvia Marolt","F","Fr","9","0","0","0","0.0000","0","0","0","0","0","0","2015-2016","bemidji-state"
"Erin Deters","G","Jr","2","0","0","0","0.0000","0","0","0","0","0","0","2015-2016","bemidji-state"
"Lisa Laiti","D","Fr","20","0","0","0","0.0000","3","6","0","0","0","0","2015-2016","bemidji-state"
"Mackenzie Bruch","G","Sr","1","0","0","0","0.0000","0","0","0","0","0","0","2015-2016","bemidji-state"
"Alex Carpenter","F","Sr","41","43","45","88","2.1463","3","6","8","9","4","4","2015-2016","boston-college"
"Haley Skarupa","F","Sr","41","35","44","79","1.9268","4","8","9","12","1","0","2015-2016","boston-college"
"Megan Keller","D","So","41","12","40","52","1.2683","21","45","2","4","0","1","2015-2016","boston-college"
"Makenna Newkirk","F","Fr","41","22","27","49","1.1951","9","18","3","5","0","2","2015-2016","boston-college"
"Dana Trivigno","F","Sr","41","17","30","47","1.1463","29","58","1","1","0","0","2015-2016","boston-college"
"Kenzie Kent","F","So","41","15","28","43","1.0488","1","2","5","5","0","0","2015-2016","boston-college"
"Andie Anastos","F","Jr","41","14","23","37","0.9024","1","2","3","3","0","0","2015-2016","boston-college"
"Lexi Bender","D","Sr","41","6","27","33","0.8049","16","32","2","1","1","1","2015-2016","boston-college"
"Kristyn Capizzano","F","Jr","41","9","21","30","0.7317","2","4","0","1","1","0","2015-2016","boston-college"
"Tori Sullivan","F","So","40","9","17","26","0.6500","13","29","2","0","0","1","2015-2016","boston-college"
"Toni Ann Miano","D","So","41","8","18","26","0.6341","14","28","2","2","0","0","2015-2016","boston-college"
"Meghan Grieves","F","Sr","41","11","13","24","0.5854","3","6","1","0","0","0","2015-2016","boston-college"
"Kali Flanagan","D","So","41","6","18","24","0.5854","6","12","1","1","0","0","2015-2016","boston-college"
"Kaliya Johnson","D","Sr","41","4","13","17","0.4146","10","20","1","0","0","0","2015-2016","boston-college"
"Grace Bizal","D","Fr","41","0","11","11","0.2683","7","14","0","0","0","0","2015-2016","boston-college"
"Ryan Little","F","Fr","41","1","2","3","0.0732","0","0","0","1","0","0","2015-2016","boston-college"
"Haley McLean","F","Jr","39","1","0","1","0.0256","2","4","0","0","0","0","2015-2016","boston-college"
"Molly Slowe","F","Fr","14","0","1","1","0.0714","1","2","0","0","0","0","2015-2016","boston-college"
"Katie Burt","G","So","36","0","1","1","0.0278","1","2","0","0","0","0","2015-2016","boston-college"
"Kathleen McNamara","D","Fr","2","0","0","0","0.0000","0","0","0","0","0","0","2015-2016","boston-college"
"Gabriella Switaj","G","So","7","0","0","0","0.0000","0","0","0","0","0","0","2015-2016","boston-college"
"Serena Sommerfield","D","Fr","28","0","0","0","0.0000","2","4","0","0","0","0","2015-2016","boston-college"
"Lauren Kolak","F","Jr","24","11","5","16","0.6667","11","22","2","1","0","1","2015-2016","bethel"
"Caroline Kivisto","F","Sr","27","8","7","15","0.5556","8","16","2","1","2","1","2015-2016","bethel"
"Briita Nelson","F","So","27","7","8","15","0.5556","10","20","2","3","0","0","2015-2016","bethel"
"Wendy Roberts","F","So","27","9","5","14","0.5185","6","12","2","1","0","3","2015-2016","bethel"
"Sarina Goos","F","Fr","27","4","10","14","0.5185","3","6","1","2","0","1","2015-2016","bethel"
"Erin Harper","D","Sr","27","2","12","14","0.5185","6","12","0","1","0","0","2015-2016","bethel"
"Erika Geary","F","Fr","27","2","9","11","0.4074","8","16","1","0","0","0","2015-2016","bethel"
"Natalie Simons","F","So","27","1","8","9","0.3333","5","10","0","0","1","1","2015-2016","bethel"
"Hadley Cookson","F","Sr","26","7","1","8","0.3077","4","8","1","1","1","0","2015-2016","bethel"
"Kirsten Olson","F","Fr","27","3","3","6","0.2222","2","4","1","0","0","0","2015-2016","bethel"
"Megan O'Brian","F","Jr","12","2","3","5","0.4167","7","14","0","0","0","0","2015-2016","bethel"
"Abby Larson","F","Fr","16","1","2","3","0.1875","11","22","1","0","0","0","2015-2016","bethel"
"Jill Larson","F","Sr","24","1","2","3","0.1250","1","2","0","0","0","0","2015-2016","bethel"
"Karly Vohden","D","Jr","27","0","3","3","0.1111","0","0","0","0","0","0","2015-2016","bethel"
"Allie Fischer","F","Sr","25","2","0","2","0.0800","2","4","2","0","0","0","2015-2016","bethel"
"Hannah Williams","D","Jr","27","0","2","2","0.0741","3","6","0","0","0","0","2015-2016","bethel"
"Megan Niblock","D","Jr","23","1","0","1","0.0435","1","2","0","0","0","0","2015-2016","bethel"
"Kelsey Johnston","D","Sr","25","0","0","0","0.0000","1","2","0","0","0","0","2015-2016","bethel"
"Brooke Weber","G","Fr","1","0","0","0","0.0000","0","0","0","0","0","0","2015-2016","bethel"
"Hannah Zimmerman","D","Fr","27","0","0","0","0.0000","6","12","0","0","0","0","2015-2016","bethel"
"Maggie Straka","G","So","10","0","0","0","0.0000","0","0","0","0","0","0","2015-2016","bethel"
"Michelle Klimstra","G","So","17","0","0","0","0.0000","0","0","0","0","0","0","2015-2016","bethel"
"Rebecca Leslie","F","So","39","15","34","49","1.2564","7","14","3","1","5","1","2015-2016","boston-university"
"Victoria Bach","F","So","39","22","26","48","1.2308","3","6","4","4","1","0","2015-2016","boston-university"
"Rebecca Russo","F","Sr","39","15","23","38","0.9744","5","10","3","2","2","0","2015-2016","boston-university"
"Sarah Lefort","F","Sr","34","13","22","35","1.0294","24","56","2","5","1","0","2015-2016","boston-university"
"Kayla Tutino","F","Sr","39","11","19","30","0.7692","11","22","0","4","0","0","2015-2016","boston-university"
"Maddie Elia","F","Jr","39","15","14","29","0.7436","29","61","3","0","0","2","2015-2016","boston-university"
"Sammy Davis","F","Fr","39","17","9","26","0.6667","9","18","1","4","0","1","2015-2016","boston-university"
"Alexis Crossley","D","Sr","39","8","12","20","0.5128","6","12","3","2","1","1","2015-2016","boston-university"
"Samantha Sutherland","F","Jr","31","6","11","17","0.5484","5","10","1","0","0","0","2015-2016","boston-university"
"Lillian Ribeirinha-Braga","D","Sr","39","2","14","16","0.4103","8","16","1","0","0","0","2015-2016","boston-university"
"Jordan Juron","F","Sr","39","5","9","14","0.3590","3","6","1","1","0","0","2015-2016","boston-university"
"Dakota Woodworth","F","Sr","39","6","7","13","0.3333","8","16","0","0","1","0","2015-2016","boston-university"
"Alexis Woloschuk","D","Sr","38","0","13","13","0.3421","7","14","0","0","0","0","2015-2016","boston-university"
"Sarah Steele","D","Jr","39","3","8","11","0.2821","11","22","0","1","0","0","2015-2016","boston-university"
"Savannah Newton","D","So","38","0","6","6","0.1579","10","20","0","0","0","0","2015-2016","boston-university"
"Mary Grace Kelley","F","Fr","38","2","2","4","0.1053","2","4","1","0","0","0","2015-2016","boston-university"
"Connor Galway","D","Fr","36","0","2","2","0.0556","11","22","0","0","0","0","2015-2016","boston-university"
"Erin O'Neil","G","So","30","0","2","2","0.0667","0","0","0","0","0","0","2015-2016","boston-university"
"Victoria Hanson","G","Jr","12","0","1","1","0.0833","1","2","0","0","0","0","2015-2016","boston-university"
"Ashlyn Aiello","G","So","2","0","0","0","0.0000","0","0","0","0","0","0","2015-2016","boston-university"
"Diana Bennett","D","Sr","6","0","0","0","0.0000","1","2","0","0","0","0","2015-2016","boston-university"
"Natalie Flynn","F","Jr","38","0","0","0","0.0000","0","0","0","0","0","0","2015-2016","boston-university"
"Anna Streifel","F","So","11","0","0","0","0.0000","0","0","0","0","0","0","2015-2016","boston-university"
"Miranda Bell","F","So","24","11","12","23","0.9583","11","22","3","4","0","0","2015-2016","bowdoin"
"Ariana Bourque","F","Sr","24","9","11","20","0.8333","2","4","2","1","0","0","2015-2016","bowdoin"
"Marissa Fichter","F","Fr","24","6","5","11","0.4583","6","12","1","1","1","0","2015-2016","bowdoin"
"Julie Dachille","F","So","18","5","6","11","0.6111","4","8","0","1","0","0","2015-2016","bowdoin"
"Jessica Bowen","F","Jr","24","5","6","11","0.4583","1","2","0","1","1","0","2015-2016","bowdoin"
"Maureen Greason","F","So","24","4","3","7","0.2917","3","6","0","3","0","0","2015-2016","bowdoin"
"Brooke Solomon","F","Fr","22","4","1","5","0.2273","6","12","1","1","0","0","2015-2016","bowdoin"
"Maddy Hall","F","Jr","24","2","2","4","0.1667","2","4","0","0","0","0","2015-2016","bowdoin"
"Maryanne Iodice","D","So","21","1","3","4","0.1905","6","12","0","1","0","0","2015-2016","bowdoin"
"Maegan Sheehan","D","Fr","23","2","1","3","0.1304","5","10","1","1","0","0","2015-2016","bowdoin"
"Brigit Bergin","D","So","22","2","0","2","0.0909","6","12","0","1","0","0","2015-2016","bowdoin"
"Jill Rathke","D","So","20","0","2","2","0.1000","6","12","0","0","0","0","2015-2016","bowdoin"
"Cassidy Pratt","D","Fr","24","0","2","2","0.0833","9","18","0","0","0","0","2015-2016","bowdoin"
"Casey Nunnelly","F","Fr","22","0","1","1","0.0455","0","0","0","0","0","0","2015-2016","bowdoin"
"Kimmy Ganong","D","Jr","19","0","1","1","0.0526","10","20","0","0","0","0","2015-2016","bowdoin"
"Lan Crofton","G","Jr","18","0","0","0","0.0000","0","0","0","0","0","0","2015-2016","bowdoin"
"Sophia Lattanzio","G","Fr","9","0","0","0","0.0000","0","0","0","0","0","0","2015-2016","bowdoin"
"Beth Findley","G","Sr","1","0","0","0","0.0000","0","0","0","0","0","0","2015-2016","bowdoin"
"Caroline Godfrey","F","Fr","23","0","0","0","0.0000","0","0","0","0","0","0","2015-2016","bowdoin"
"Marne Gallant","D","Jr","1","0","0","0","0.0000","0","0","0","0","0","0","2015-2016","bowdoin"
"Erin Gehen","F","So","25","17","10","27","1.0800","9","18","1","5","5","1","2015-2016","buffalo-state"
"Nikki Kirchberger","F","Sr","26","10","11","21","0.8077","21","42","2","3","0","0","2015-2016","buffalo-state"
"Brooke Krantz","F","So","25","5","13","18","0.7200","9","18","3","0","0","0","2015-2016","buffalo-state"
"Rachel Lenard","F","So","15","5","10","15","1.0000","1","2","3","2","0","0","2015-2016","buffalo-state"
"Missy Mallon","F","So","25","8","6","14","0.5600","3","6","2","1","1","0","2015-2016","buffalo-state"
"Christine Harris","F","So","26","6","8","14","0.5385","20","40","1","2","0","0","2015-2016","buffalo-state"
"Bri Carroll","F","So","22","5","6","11","0.5000","10","20","0","4","0","0","2015-2016","buffalo-state"
"Emma Ruggiero","F","Fr","26","4","7","11","0.4231","10","20","1","1","0","0","2015-2016","buffalo-state"
"Maddie Toczek","F","So","24","6","4","10","0.4167","2","4","2","0","0","0","2015-2016","buffalo-state"
"Caitie Horvatits","F","So","26","2","6","8","0.3077","5","10","1","0","0","0","2015-2016","buffalo-state"
"Viivi Vaattovaara","D/F","So","26","1","7","8","0.3077","7","25","1","0","0","0","2015-2016","buffalo-state"
"Megan Reukauf","D","Fr","26","1","4","5","0.1923","1","2","1","1","0","0","2015-2016","buffalo-state"
"Georgia Kleiner","D","So","26","0","4","4","0.1538","3","6","0","0","0","0","2015-2016","buffalo-state"
"Hannah Tarr","D","So","25","0","3","3","0.1200","2","4","0","0","0","0","2015-2016","buffalo-state"
"Hannah Desjarlais","F","Fr","23","1","1","2","0.0870","7","14","0","0","0","0","2015-2016","buffalo-state"
"Madeline Kromer","D","Fr","24","1","0","1","0.0417","10","20","0","0","0","0","2015-2016","buffalo-state"
"Alison Mish","F","Sr","26","0","1","1","0.0385","0","0","0","0","0","0","2015-2016","buffalo-state"
"Sarah Quigley","G","Sr","2","0","0","0","0.0000","0","0","0","0","0","0","2015-2016","buffalo-state"
"Heather Neuburger","D","Jr","25","0","0","0","0.0000","0","0","0","0","0","0","2015-2016","buffalo-state"
"Justine Silva","G","So","24","0","0","0","0.0000","1","2","0","0","0","0","2015-2016","buffalo-state"
"Megan Sackett","G","So","3","0","0","0","0.0000","0","0","0","0","0","0","2015-2016","buffalo-state"
"Kylie McCloskey","F","Fr","20","0","0","0","0.0000","2","4","0","0","0","0","2015-2016","buffalo-state"
"Tess Adams","F","Fr","20","15","10","25","1.2500","6","12","1","7","0","0","2015-2016","canton"
"Anna Lagzdiņa","F","Fr","20","6","12","18","0.9000","9","18","1","3","1","0","2015-2016","canton"
"Rhea Coad","F","Jr","26","7","5","12","0.4615","11","22","1","1","0","0","2015-2016","canton"
"Jessica Pele","F","Fr","26","6","6","12","0.4615","15","30","2","4","0","0","2015-2016","canton"
"Logan Conger","F","Fr","22","4","6","10","0.4545","10","20","0","2","0","0","2015-2016","canton"
"Whitney Bernier","F","Fr","26","5","4","9","0.3462","0","0","0","1","1","0","2015-2016","canton"
"Noelle Niemiec","D","Fr","26","3","6","9","0.3462","29","66","0","1","0","0","2015-2016","canton"
"Kat McNeilly","F","Fr","12","4","4","8","0.6667","2","4","0","0","0","0","2015-2016","canton"
"Reagan Lynn","D","Fr","25","1","6","7","0.2800","23","65","0","1","0","0","2015-2016","canton"
"Mariah McCue","D","Fr","24","2","3","5","0.2083","8","16","2","0","0","0","2015-2016","canton"
"Margret Troiano","F","So","24","1","4","5","0.2083","8","16","0","0","1","0","2015-2016","canton"
"Hannah Brady","D","Fr","25","2","2","4","0.1600","14","28","0","1","0","0","2015-2016","canton"
"Grace Page","F","Fr","23","1","1","2","0.0870","1","2","0","0","0","0","2015-2016","canton"
"Sydney Kinder","F/D","Jr","25","1","1","2","0.0800","8","27","0","0","0","0","2015-2016","canton"
"Emily Dolphin","D","Fr","25","0","2","2","0.0800","8","16","0","0","0","0","2015-2016","canton"
"Lora Ardoin","F","Jr","20","1","0","1","0.0500","4","8","0","0","0","0","2015-2016","canton"
"Illie Berisha","G","Fr","15","0","1","1","0.0667","0","0","0","0","0","0","2015-2016","canton"
"Steph Kushnir","F","Sr","12","0","0","0","0.0000","1","2","0","0","0","0","2015-2016","canton"
"Amanda Ballestero","F","Fr","19","0","0","0","0.0000","0","0","0","0","0","0","2015-2016","canton"
"Rebecca DiNardo","G","So","15","0","0","0","0.0000","1","2","0","0","0","0","2015-2016","canton"
"Alex Bloom","F","Fr","17","0","0","0","0.0000","0","0","0","0","0","0","2015-2016","canton"
"Abbey Diabo","D","Jr","10","0","0","0","0.0000","4","8","0","0","0","0","2015-2016","canton"
"Kaylah Menchaca","F","Fr","19","0","0","0","0.0000","4","11","0","0","0","0","2015-2016","canton"
"Tia Tassava","D","Fr","15","0","0","0","0.0000","0","0","0","0","0","0","2015-2016","canton"
"Maddie Woo","F","Jr","29","6","9","15","0.5172","17","34","0","5","0","0","2015-2016","brown"
"Sam Donovan","F","So","29","7","7","14","0.4828","3","6","0","2","0","0","2015-2016","brown"
"Bridget Carey","F","Fr","29","6","5","11","0.3793","5","10","0","2","0","0","2015-2016","brown"
"Erin Conway","F","Jr","29","4","7","11","0.3793","3","6","1","2","0","0","2015-2016","brown"
"Leah Olson","D","Fr","29","2","9","11","0.3793","9","18","1","2","0","0","2015-2016","brown"
"Cara Najjar","F/D","Fr","29","3","6","9","0.3103","6","12","0","1","0","0","2015-2016","brown"
"Kelly Micholson","D","Sr","29","1","6","7","0.2414","7","14","0","0","0","0","2015-2016","brown"
"Samantha Swanstrom","F","So","29","3","3","6","0.2069","12","24","1","2","0","0","2015-2016","brown"
"Abby Niewchas","D","Fr","27","1","5","6","0.2222","11","22","0","0","0","0","2015-2016","brown"
"Hunter Davis","D","Sr","29","2","1","3","0.1034","7","14","0","1","0","0","2015-2016","brown"
"Cynthia Kyin","D","So","29","1","1","2","0.0690","8","16","0","0","0","0","2015-2016","brown"
"Katie Swanstrom","F","So","29","1","0","1","0.0345","5","10","0","0","0","0","2015-2016","brown"
"Jenna Hewitt-Kenda","F","Fr","25","0","1","1","0.0400","4","8","0","0","0","0","2015-2016","brown"
"Alli Rolandelli","D","Sr","29","0","1","1","0.0345","7","14","0","0","0","0","2015-2016","brown"
"Catherine LeBoeuf","D","Jr","19","0","0","0","0.0000","2","4","0","0","0","0","2015-2016","brown"
"Dara Wais","F","So","17","0","0","0","0.0000","0","0","0","0","0","0","2015-2016","brown"
"Katie Lynch","F","Fr","29","0","0","0","0.0000","4","11","0","0","0","0","2015-2016","brown"
"Rachael Cholak","F","So","23","0","0","0","0.0000","0","0","0","0","0","0","2015-2016","brown"
"Julianne Landry","G","So","17","0","0","0","0.0000","0","0","0","0","0","0","2015-2016","brown"
"Monica Elvin","G","Jr","16","0","0","0","0.0000","0","0","0","0","0","0","2015-2016","brown"
"Caroline Buckholtz","D","So","27","0","0","0","0.0000","1","2","0","0","0","0","2015-2016","brown"
"Taylor Steadman","F","Sr","27","15","6","21","0.7778","5","10","3","3","0","1","2015-2016","castleton"
