"Name","Pos","Year","GP","G","A","Pts.","Pt/Gm","GWG","PPG","SHG","ENG","Season","Team"
"Hannah Valian","G","Fr","8","1","0","1","0.1250","0","1","0","0","2005-2006","concordia-mn"
"Chelsea Hoselton","F/D","Fr","21","0","1","1","0.0476","0","0","0","0","2005-2006","concordia-mn"
"Laura Johnson","F/D","Fr","21","0","1","1","0.0476","0","0","0","0","2005-2006","concordia-mn"
"Jenna Johnson","G","Sr","23","0","0","0","0.0000","0","0","0","0","2005-2006","concordia-mn"
"Amanda Giampapa","F","Fr","22","0","0","0","0.0000","0","0","0","0","2005-2006","concordia-mn"
"Amber Malcolm","G","Fr","2","0","0","0","0.0000","0","0","0","0","2005-2006","concordia-mn"
"Jaclyn Hawkins","F","So","33","12","15","27","0.8182","2","4","2","0","2005-2006","connecticut"
"Kristen Russell","F","Fr","34","9","14","23","0.6765","3","3","0","0","2005-2006","connecticut"
"Leslie Hurlburt","F","Jr","34","6","11","17","0.5000","2","0","0","0","2005-2006","connecticut"
"Liz Gallinaro","F/D","So","34","6","7","13","0.3824","1","2","0","0","2005-2006","connecticut"
"Katherine Van Deveire","F","Jr","34","7","3","10","0.2941","1","1","1","0","2005-2006","connecticut"
"Natalie Vibert","D","Jr","31","4","6","10","0.3226","0","1","0","0","2005-2006","connecticut"
"Alicia Ramolla","D","Jr","34","1","9","10","0.2941","0","0","0","0","2005-2006","connecticut"
"Nicole Tritter","F","Fr","33","4","5","9","0.2727","1","2","0","0","2005-2006","connecticut"
"Janelle Armitage","F","Sr","28","4","4","8","0.2857","0","1","0","1","2005-2006","connecticut"
"Bridget King","F/D","So","34","1","7","8","0.2353","0","0","0","0","2005-2006","connecticut"
"Brianna Uliasz","D","Fr","34","2","5","7","0.2059","0","1","0","0","2005-2006","connecticut"
"Jennifer Houlden","D","Sr","34","1","6","7","0.2059","0","1","0","0","2005-2006","connecticut"
"Britney Chandler","F","So","34","4","1","5","0.1471","1","1","0","0","2005-2006","connecticut"
"Samantha Reid","D","Fr","13","2","0","2","0.1538","1","1","0","0","2005-2006","connecticut"
"Jena Danzig","F","Fr","17","0","1","1","0.0588","0","0","0","0","2005-2006","connecticut"
"Kaitlyn Shain","G","Sr","29","0","0","0","0.0000","0","0","0","0","2005-2006","connecticut"
"Brittany Wilson","G","Fr","7","0","0","0","0.0000","0","0","0","0","2005-2006","connecticut"
"Jodie Charison","F","Fr","1","0","0","0","0.0000","0","0","0","0","2005-2006","connecticut"
"Georgia Korovilas","D","Fr","34","0","0","0","0.0000","0","0","0","0","2005-2006","connecticut"
"Suzie Connor","D","Sr","23","10","4","14","0.6087","1","1","1","0","2005-2006","connecticut-college"
"Kristen Van Slyke","F","So","23","6","7","13","0.5652","1","2","1","0","2005-2006","connecticut-college"
"Meaghan McLaughlin","F","Jr","23","6","6","12","0.5217","1","2","0","1","2005-2006","connecticut-college"
"Jill Mauer","F","So","23","4","6","10","0.4348","0","0","1","1","2005-2006","connecticut-college"
"Elizabeth Bennett","F","So","23","5","4","9","0.3913","0","1","0","0","2005-2006","connecticut-college"
"Caroline Jeffery","D","Fr","23","4","3","7","0.3043","1","2","0","0","2005-2006","connecticut-college"
"Laura Gosnell","D","Sr","23","1","5","6","0.2609","0","1","0","0","2005-2006","connecticut-college"
"Susan Taylor","F","Fr","23","2","3","5","0.2174","0","0","0","0","2005-2006","connecticut-college"
"Emily Mason","F/D","Fr","23","2","2","4","0.1739","2","0","0","0","2005-2006","connecticut-college"
"Elinor Mason","D","So","23","1","3","4","0.1739","0","1","0","0","2005-2006","connecticut-college"
"Mallory Littman","F","Sr","23","0","4","4","0.1739","0","0","0","0","2005-2006","connecticut-college"
"Erin Wing","D","Sr","23","0","3","3","0.1304","0","0","0","0","2005-2006","connecticut-college"
"Caitlin Sommer","F","Sr","23","2","0","2","0.0870","0","1","0","0","2005-2006","connecticut-college"
"Kate Reardon","F","Sr","23","1","1","2","0.0870","0","0","1","0","2005-2006","connecticut-college"
"Aly Ridgway","F","So","23","0","2","2","0.0870","0","0","0","0","2005-2006","connecticut-college"
"Farrell Thayer","D","Fr","15","0","2","2","0.1333","0","0","0","0","2005-2006","connecticut-college"
"Helen Sullivan","F","So","23","0","0","0","0.0000","0","0","0","0","2005-2006","connecticut-college"
"Jen Bogle","F/D","Jr","23","0","0","0","0.0000","0","0","0","0","2005-2006","connecticut-college"
"Gabby Petrill","G","Sr","18","0","0","0","0.0000","0","0","0","0","2005-2006","connecticut-college"
"Lauren Mellen","G","Fr","9","0","0","0","0.0000","0","0","0","0","2005-2006","connecticut-college"
"Caeleigh Beerworth","F","So","28","6","15","21","0.7500","0","3","0","0","2005-2006","cornell"
"Halina Kristalyn","F","Jr","28","9","9","18","0.6429","0","6","0","0","2005-2006","cornell"
"Brianne Schmidt","F","So","28","5","12","17","0.6071","2","2","0","0","2005-2006","cornell"
"Brittany Forgues","F","So","28","12","3","15","0.5357","3","3","0","0","2005-2006","cornell"
"Emma Chipman","F","Fr","24","8","7","15","0.6250","0","5","0","0","2005-2006","cornell"
"Vicki Hodgkinson","F","Sr","28","7","6","13","0.4643","2","5","0","0","2005-2006","cornell"
"Molly McDonald","D","So","28","1","8","9","0.3214","0","0","0","0","2005-2006","cornell"
"Becky Fisher","D","Sr","28","1","7","8","0.2857","0","0","0","0","2005-2006","cornell"
"Jen Munhofen","F","Sr","28","1","7","8","0.2857","0","0","0","0","2005-2006","cornell"
"Sarah Johnston","F","So","26","5","1","6","0.2308","1","0","0","0","2005-2006","cornell"
"Miranda Callaghan","F","So","24","3","3","6","0.2500","1","0","0","0","2005-2006","cornell"
"Caroline Scott","F","Jr","28","2","4","6","0.2143","0","0","0","0","2005-2006","cornell"
"Andrea Skinner","F","Sr","20","2","4","6","0.3000","0","0","0","0","2005-2006","cornell"
"Emily Cabral","D","Sr","26","0","6","6","0.2308","0","0","0","0","2005-2006","cornell"
"Lindsay Pegler","D","So","25","1","3","4","0.1600","0","0","0","0","2005-2006","cornell"
"Caitlin Warren","F","Sr","28","1","1","2","0.0714","0","0","0","0","2005-2006","cornell"
"Brianne Gilbert","F","Fr","16","1","1","2","0.1250","0","0","0","0","2005-2006","cornell"
"Beth DiBella","D","So","25","0","2","2","0.0800","0","0","0","0","2005-2006","cornell"
"Lindsey Moschet","D","Fr","16","0","2","2","0.1250","0","0","0","0","2005-2006","cornell"
"Beth Baronick","G","Jr","19","0","0","0","0.0000","0","0","0","0","2005-2006","cornell"
"Steph Ulrich","D","Fr","22","0","0","0","0.0000","0","0","0","0","2005-2006","cornell"
"Sarah McConnachie","G","Jr","3","0","0","0","0.0000","0","0","0","0","2005-2006","cornell"
"Flora Vineberg","G","Sr","12","0","0","0","0.0000","0","0","0","0","2005-2006","cornell"
"Heather Crowley","F","Fr","22","8","15","23","1.0455","2","2","0","0","2005-2006","cortland"
"Dani Blanchard","F","Sr","23","7","9","16","0.6957","1","3","0","0","2005-2006","cortland"
"Judy Ellis","F","Jr","23","5","8","13","0.5652","0","1","0","0","2005-2006","cortland"
"Cailin O'Hara","F","Jr","23","7","5","12","0.5217","1","5","0","0","2005-2006","cortland"
"Tricia Silvestri","F/D","So","23","8","3","11","0.4783","1","1","0","0","2005-2006","cortland"
"Erin Fleury","F","So","23","5","6","11","0.4783","1","1","0","0","2005-2006","cortland"
"Lindsay Weinstein","D","Jr","23","2","7","9","0.3913","0","0","0","0","2005-2006","cortland"
"Ashley Meyers","D","Fr","23","2","5","7","0.3043","0","0","0","0","2005-2006","cortland"
"Julia Pahler","D","So","23","2","5","7","0.3043","0","1","0","0","2005-2006","cortland"
"Kelly Crumb","F","So","23","2","4","6","0.2609","0","0","0","0","2005-2006","cortland"
"Dusti Sheley","D","So","23","1","5","6","0.2609","0","0","0","0","2005-2006","cortland"
"Daryl Pace","F","Jr","21","4","1","5","0.2381","1","0","0","0","2005-2006","cortland"
"Janie Byrd","D","So","23","2","3","5","0.2174","0","1","0","0","2005-2006","cortland"
"Kate Ciraulo","F","Sr","22","1","4","5","0.2273","0","0","0","0","2005-2006","cortland"
"Maggie Welker","D","Fr","15","0","4","4","0.2667","0","0","0","0","2005-2006","cortland"
"Abby Graves","F","Fr","23","2","1","3","0.1304","0","0","0","0","2005-2006","cortland"
"Julie Freeland","F","Fr","18","1","2","3","0.1667","0","0","0","0","2005-2006","cortland"
"Kalee Stoever","F","Fr","15","2","0","2","0.1333","0","0","0","0","2005-2006","cortland"
"Melissa Stern","G","Fr","3","0","0","0","0.0000","0","0","0","0","2005-2006","cortland"
"Tiffany Wixom","G","So","14","0","0","0","0.0000","0","0","0","0","2005-2006","cortland"
"Olivia Nuzzo","G","So","6","0","0","0","0.0000","0","0","0","0","2005-2006","cortland"
"Maggie Kennedy","F","Fr","29","8","16","24","0.8276","4","6","0","0","2005-2006","dartmouth"
"Shannon Bowman","F","Fr","26","12","11","23","0.8846","1","3","0","0","2005-2006","dartmouth"
"Caroline Ethier","F","Jr","29","10","13","23","0.7931","1","3","0","0","2005-2006","dartmouth"
"Danielle Grundy","F","Sr","29","7","14","21","0.7241","0","3","0","0","2005-2006","dartmouth"
"Julia Bronson","D","Fr","29","5","7","12","0.4138","0","0","0","0","2005-2006","dartmouth"
"Tiffany Hagge","F","Sr","13","7","4","11","0.8462","5","1","0","0","2005-2006","dartmouth"
"Meredith Batcheller","F/D","Jr","29","2","9","11","0.3793","0","1","0","0","2005-2006","dartmouth"
"Carrie Thompson","F","So","29","8","2","10","0.3448","0","3","0","0","2005-2006","dartmouth"
"Marley McMillan","F","Fr","29","3","6","9","0.3103","1","1","0","0","2005-2006","dartmouth"
"Nicole Ruta","F","So","29","2","7","9","0.3103","0","0","0","0","2005-2006","dartmouth"
"Sarah Newnam","D","Fr","29","1","8","9","0.3103","0","0","0","0","2005-2006","dartmouth"
"Alex Zagaria","F/D","Sr","29","3","4","7","0.2414","0","2","0","0","2005-2006","dartmouth"
"Katie Gray","D","Fr","29","0","7","7","0.2414","0","0","0","0","2005-2006","dartmouth"
"Emily Nerland","D","Sr","20","0","4","4","0.2000","0","0","0","0","2005-2006","dartmouth"
"Amy Cobb","D","So","29","0","3","3","0.1034","0","0","0","0","2005-2006","dartmouth"
"Kelly Marcotte","F","Fr","8","0","0","0","0.0000","0","0","0","0","2005-2006","dartmouth"
"Kate Lane","G","Sr","21","0","0","0","0.0000","0","0","0","0","2005-2006","dartmouth"
"Lauren Balukjian","G","Sr","1","0","0","0","0.0000","0","0","0","0","2005-2006","dartmouth"
"Carli Clemis","G","Fr","11","0","0","0","0.0000","0","0","0","0","2005-2006","dartmouth"
"Jaclyn O'Neil","F","Sr","27","16","28","44","1.6296","3","3","2","0","2005-2006","elmira"
"Kayla Coady","F","Fr","27","20","22","42","1.5556","3","2","3","0","2005-2006","elmira"
"Stefanie McLean","F","Jr","27","21","16","37","1.3704","3","6","0","0","2005-2006","elmira"
"Farren Hart","F","So","27","10","13","23","0.8519","0","2","0","0","2005-2006","elmira"
"Tory MacNeil","F","So","18","12","9","21","1.1667","4","0","1","0","2005-2006","elmira"
"Catherine Shears","F","Fr","27","14","6","20","0.7407","2","6","1","0","2005-2006","elmira"
"Stacey Calic","D","Sr","26","3","11","14","0.5385","1","1","0","0","2005-2006","elmira"
"Lyndsay Laxton","F","Fr","27","6","4","10","0.3704","2","2","0","0","2005-2006","elmira"
"Sheena Calic","D","Sr","27","1","9","10","0.3704","0","0","1","1","2005-2006","elmira"
"Danielle Wysomierski","D","Sr","27","1","8","9","0.3333","0","1","0","0","2005-2006","elmira"
"Kendall Hanley","D","Fr","27","4","4","8","0.2963","0","0","0","0","2005-2006","elmira"
"Natasha Yeates","D","Fr","9","4","3","7","0.7778","0","3","0","0","2005-2006","elmira"
"Mary-Kate Geratowski","C","So","27","0","7","7","0.2593","0","0","0","0","2005-2006","elmira"
"Rebecca Coakley","D","So","27","0","6","6","0.2222","0","0","0","0","2005-2006","elmira"
"Erika Godwin","F","Fr","27","3","2","5","0.1852","0","1","0","0","2005-2006","elmira"
"Amy Hunnewell","F","So","27","1","3","4","0.1481","0","0","1","0","2005-2006","elmira"
"Jamie Huntley","F","Fr","9","2","1","3","0.3333","0","0","0","0","2005-2006","elmira"
"Allison Cubberley","G","Fr","10","0","0","0","0.0000","0","0","0","0","2005-2006","elmira"
"Cara McGurry","G","So","18","0","0","0","0.0000","0","0","0","0","2005-2006","elmira"
"Caitlin Crowl","D","Sr","6","0","0","0","0.0000","0","0","0","0","2005-2006","elmira"
"Sara Sleik","C","So","25","14","6","20","0.8000","0","5","2","0","2005-2006","finlandia"
"Brenda Peterson","F","So","25","8","10","18","0.7200","2","2","0","0","2005-2006","finlandia"
"Danielle Syrowik","C","So","21","9","6","15","0.7143","2","2","2","0","2005-2006","finlandia"
"Ashley Leitch","D","So","25","5","9","14","0.5600","1","2","0","0","2005-2006","finlandia"
"Adele Horrigan","F","Fr","24","4","9","13","0.5417","0","1","0","0","2005-2006","finlandia"
"Bree Cote","D","So","25","1","10","11","0.4400","0","1","0","0","2005-2006","finlandia"
"Veera Salomaa","D","Fr","25","1","7","8","0.3200","1","0","0","0","2005-2006","finlandia"
"Tina Puuri","F","Fr","12","4","3","7","0.5833","0","2","0","0","2005-2006","finlandia"
"Chaslyn Duffek","F","Fr","25","5","1","6","0.2400","0","1","0","0","2005-2006","finlandia"
"Amy Danielson","F","Fr","25","3","3","6","0.2400","0","1","0","0","2005-2006","finlandia"
"Katie O'Brien","W","So","14","2","4","6","0.4286","0","2","0","0","2005-2006","finlandia"
"Jana Riutta","C","Jr","22","2","3","5","0.2273","1","0","0","0","2005-2006","finlandia"
"Gina Aho","D","Fr","25","0","4","4","0.1600","0","0","0","0","2005-2006","finlandia"
"Samantha Fisher","D","Fr","20","0","3","3","0.1500","0","0","0","0","2005-2006","finlandia"
"Stephanie Emmi","W","So","5","1","1","2","0.4000","0","0","0","0","2005-2006","finlandia"
"Catherine Fisher","D","Fr","23","0","1","1","0.0435","0","0","0","0","2005-2006","finlandia"
"Alexa Watkins","G","Jr","2","0","0","0","0.0000","0","0","0","0","2005-2006","finlandia"
"Corinne Czekaj","G","So","13","0","0","0","0.0000","0","0","0","0","2005-2006","finlandia"
"Casey Cole","W","So","1","0","0","0","0.0000","0","0","0","0","2005-2006","finlandia"
"Katie Markovich","G","Jr","15","0","0","0","0.0000","0","0","0","0","2005-2006","finlandia"
"Jessica Wilds","F","Fr","5","0","0","0","0.0000","0","0","0","0","2005-2006","finlandia"
"Elisa Jago","D","Fr","6","0","0","0","0.0000","0","0","0","0","2005-2006","finlandia"
"Zoe Baldwin","F","Sr","25","17","12","29","1.1600","2","1","2","0","2005-2006","hamilton"
"Kathryn Kroleski","F","Fr","25","9","8","17","0.6800","1","2","0","0","2005-2006","hamilton"
"Tierney Boisvert","D","Jr","25","6","9","15","0.6000","1","2","0","0","2005-2006","hamilton"
"Jane Bradley","F","Sr","25","8","6","14","0.5600","0","1","0","0","2005-2006","hamilton"
"Kristina Carroll","D","Jr","25","3","9","12","0.4800","1","1","0","0","2005-2006","hamilton"
"Kerry Leonard","F","Jr","25","4","7","11","0.4400","1","2","0","0","2005-2006","hamilton"
"Jodi Raymond","D","So","25","1","9","10","0.4000","0","1","0","0","2005-2006","hamilton"
"Jess Goldberg","D","So","25","2","7","9","0.3600","1","0","0","0","2005-2006","hamilton"
"Taylor Brady","F","So","25","7","1","8","0.3200","2","0","0","0","2005-2006","hamilton"
"Kate Marek","D","Fr","25","1","7","8","0.3200","0","0","0","0","2005-2006","hamilton"
"Carly Barker","F","Fr","25","4","2","6","0.2400","0","0","0","1","2005-2006","hamilton"
"Julie Haney","D","Jr","25","4","2","6","0.2400","1","0","0","0","2005-2006","hamilton"
"Katie Mulligan","F","Fr","25","1","5","6","0.2400","0","0","0","0","2005-2006","hamilton"
"Emma Griffith","F","Jr","25","1","4","5","0.2000","0","0","0","0","2005-2006","hamilton"
"Emily Benzer","F","So","25","1","2","3","0.1200","0","0","0","0","2005-2006","hamilton"
"Stephanie Ryder","F","Fr","25","1","0","1","0.0400","0","1","0","0","2005-2006","hamilton"
"Caitlin Connelly","G","Jr","19","0","1","1","0.0526","0","0","0","0","2005-2006","hamilton"
"Kat Manning","G","Fr","7","0","0","0","0.0000","0","0","0","0","2005-2006","hamilton"
"Emma Dunn","D","Jr","3","0","0","0","0.0000","0","0","0","0","2005-2006","hamilton"
"Andrea Peterson","D","Jr","29","18","30","48","1.6552","5","4","0","0","2005-2006","gustavus-adolphus"
"Kelly Crandall","F","Jr","29","14","33","47","1.6207","0","7","0","0","2005-2006","gustavus-adolphus"
"Margaret Dorer","D","So","29","10","28","38","1.3103","2","7","0","0","2005-2006","gustavus-adolphus"
"Molly Doyle","F","So","29","21","15","36","1.2414","3","6","0","0","2005-2006","gustavus-adolphus"
"Mari Gunderson","F","Fr","29","14","11","25","0.8621","1","2","0","0","2005-2006","gustavus-adolphus"
"Jenny Pusch","F","Fr","29","14","11","25","0.8621","1","4","0","0","2005-2006","gustavus-adolphus"
"Stefanie Ubl","D","So","25","9","11","20","0.8000","1","5","0","0","2005-2006","gustavus-adolphus"
"Liz Haakenson","D","Fr","29","3","17","20","0.6897","0","1","0","0","2005-2006","gustavus-adolphus"
"Abby Randall","D","Sr","29","7","12","19","0.6552","2","7","0","0","2005-2006","gustavus-adolphus"
"Jessica Doig","F","Fr","29","8","10","18","0.6207","1","3","0","0","2005-2006","gustavus-adolphus"
"Laura Vannelli","D","So","29","10","4","14","0.4828","2","0","0","0","2005-2006","gustavus-adolphus"
"Christine Wicker","F","Fr","29","4","9","13","0.4483","1","0","0","0","2005-2006","gustavus-adolphus"
"Brigitte Bartholdi","F","Fr","29","3","10","13","0.4483","0","0","1","0","2005-2006","gustavus-adolphus"
"Ingrid Neve","F","Jr","22","7","4","11","0.5000","1","1","1","0","2005-2006","gustavus-adolphus"
"Jaclyn DuFault","F","So","24","7","1","8","0.3333","1","6","0","0","2005-2006","gustavus-adolphus"
"Sarah Heinbigner","F","Fr","29","4","3","7","0.2414","1","0","1","0","2005-2006","gustavus-adolphus"
"Tanna Tuomie","F","Sr","5","0","1","1","0.2000","0","0","0","0","2005-2006","gustavus-adolphus"
"Marie Johnson","F","Fr","4","0","1","1","0.2500","0","0","0","0","2005-2006","gustavus-adolphus"
"Danny Blacker","D","So","29","0","1","1","0.0345","0","0","0","0","2005-2006","gustavus-adolphus"
"Ashley Walburn","D","Fr","9","0","1","1","0.1111","0","0","0","0","2005-2006","gustavus-adolphus"
"Annie Pearce","F","Fr","19","0","0","0","0.0000","0","0","0","0","2005-2006","gustavus-adolphus"
"Amanda Rosequist","G","Fr","10","0","0","0","0.0000","0","0","0","0","2005-2006","gustavus-adolphus"
"Danielle Koopman","G","So","6","0","0","0","0.0000","0","0","0","0","2005-2006","gustavus-adolphus"
"Kitty Hurley","G","Jr","21","0","0","0","0.0000","0","0","0","0","2005-2006","gustavus-adolphus"
"Brianna Miller","F","Fr","25","7","13","20","0.8000","0","2","0","0","2005-2006","hamline"
"Kate Raasch","F","Fr","25","12","5","17","0.6800","0","4","2","0","2005-2006","hamline"
"Emily Dusold","F","So","24","5","9","14","0.5833","1","1","0","0","2005-2006","hamline"
"Marie Gross","D","So","25","6","6","12","0.4800","0","3","0","0","2005-2006","hamline"
"Samantha Dowzak","D","Fr","25","5","6","11","0.4400","1","2","0","0","2005-2006","hamline"
"Cortney Hansen","F","Fr","25","5","5","10","0.4000","1","2","0","0","2005-2006","hamline"
"Sara Mickelson","F","So","23","4","4","8","0.3478","0","0","0","0","2005-2006","hamline"
"Mindy Lein","F","So","25","3","5","8","0.3200","0","1","0","0","2005-2006","hamline"
"Kate Gay","F","Fr","25","1","3","4","0.1600","0","0","0","0","2005-2006","hamline"
"Callista Olynyk","F/D","Fr","22","3","0","3","0.1364","1","0","0","0","2005-2006","hamline"
"Lindsy Eilertson","F","Fr","25","1","2","3","0.1200","0","0","0","0","2005-2006","hamline"
"Emily Toenes","D","So","25","2","0","2","0.0800","0","1","0","0","2005-2006","hamline"
"Erin Eiynck","D","Fr","24","1","0","1","0.0417","0","0","0","0","2005-2006","hamline"
"Sarah Manning","F","Fr","13","1","0","1","0.0769","0","1","0","0","2005-2006","hamline"
"Madison Rosner","F","Fr","13","0","1","1","0.0769","0","0","0","0","2005-2006","hamline"
"Elysha Fuchs","F","So","21","0","1","1","0.0476","0","0","0","0","2005-2006","hamline"
"Rachel Brobst","D","Fr","25","0","1","1","0.0400","0","0","0","0","2005-2006","hamline"
"Alexandra Strunk","G","Fr","7","0","0","0","0.0000","0","0","0","0","2005-2006","hamline"
"Crystal Testolin","G","Fr","10","0","0","0","0.0000","0","0","0","0","2005-2006","hamline"
"Rachael Young","G","Sr","16","0","0","0","0.0000","0","0","0","0","2005-2006","hamline"
"Holly Wiborg","F","Jr","25","0","0","0","0.0000","0","0","0","0","2005-2006","hamline"
"Allison Walsh","D","So","25","0","0","0","0.0000","0","0","0","0","2005-2006","hamline"
"Courtney DeHoey","F","So","27","16","14","30","1.1111","3","5","2","0","2005-2006","lake-forest"
"Laura Wilson","D","So","27","14","12","26","0.9630","0","6","0","0","2005-2006","lake-forest"
"Dayna Kanis","F","Fr","27","16","8","24","0.8889","2","4","3","0","2005-2006","lake-forest"
"Lil Caligiuri","F","Sr","26","5","13","18","0.6923","0","1","0","2","2005-2006","lake-forest"
"Allison Rushing","D","So","26","3","14","17","0.6538","1","1","0","0","2005-2006","lake-forest"
"Darby McGrath","F","Jr","26","6","6","12","0.4615","0","4","0","0","2005-2006","lake-forest"
"Katie Snowden","F","Jr","25","5","5","10","0.4000","0","0","0","0","2005-2006","lake-forest"
"Michelle Ricketts","F","Jr","15","5","3","8","0.5333","3","0","0","0","2005-2006","lake-forest"
"Jen Clouthier","F","So","27","3","5","8","0.2963","0","1","0","0","2005-2006","lake-forest"
"Erin McGrath","F","Sr","26","2","6","8","0.3077","0","0","0","0","2005-2006","lake-forest"
"Kerry Gotowka","D","So","17","0","7","7","0.4118","0","0","0","0","2005-2006","lake-forest"
"Amalia Vriend","D","So","25","2","3","5","0.2000","1","1","1","0","2005-2006","lake-forest"
"Kaleigh Becker","F","Fr","23","1","4","5","0.2174","0","0","0","0","2005-2006","lake-forest"
"Jocelyen Girlardo","F","Fr","25","3","1","4","0.1600","0","0","0","0","2005-2006","lake-forest"
"Carly Mason","F","Fr","21","2","2","4","0.1905","0","0","0","0","2005-2006","lake-forest"
"Jenn Hill","F","Fr","26","2","2","4","0.1538","0","0","0","0","2005-2006","lake-forest"
"Andrea Richmond","D","Sr","27","1","3","4","0.1481","1","0","0","0","2005-2006","lake-forest"
"Tina Wyzgowski","F","Jr","24","1","2","3","0.1250","0","0","0","0","2005-2006","lake-forest"
"Devin McGuire","F","So","12","1","1","2","0.1667","0","0","0","0","2005-2006","lake-forest"
"Laura Hoholik","D","Fr","10","0","1","1","0.1000","0","0","0","0","2005-2006","lake-forest"
"Liz Mabs","D","Jr","12","0","0","0","0.0000","0","0","0","0","2005-2006","lake-forest"
"Jess Zublin","G","Fr","7","0","0","0","0.0000","0","0","0","0","2005-2006","lake-forest"
"Sally Bevis","G","Jr","22","0","0","0","0.0000","0","0","0","0","2005-2006","lake-forest"
"Sara Busby","","","2","0","0","0","0.0000","0","0","0","0","2005-2006","lake-forest"
"Sarah Wetherbee","F","Sr","26","13","10","23","0.8846","2","3","1","0","2005-2006","holy-cross"
"Kolt Bloxson","F","Sr","26","11","10","21","0.8077","2","4","0","0","2005-2006","holy-cross"
"Katherine Falkowski","F","So","26","9","12","21","0.8077","1","1","0","0","2005-2006","holy-cross"
"Samantha Murphy","F","So","26","8","13","21","0.8077","0","0","0","0","2005-2006","holy-cross"
"Kathleen Remsberg","F","Sr","25","6","15","21","0.8400","0","3","0","0","2005-2006","holy-cross"
"Casey Harvel","F","So","26","8","12","20","0.7692","1","3","1","0","2005-2006","holy-cross"
"Samantha Rush","D","So","26","4","10","14","0.5385","1","1","0","0","2005-2006","holy-cross"
"Meghan Donovan","D","So","26","1","8","9","0.3462","0","1","0","0","2005-2006","holy-cross"
"Amy McGhee","F","Fr","25","3","5","8","0.3200","0","1","0","0","2005-2006","holy-cross"
"Parnell Ormiston","D","So","26","3","2","5","0.1923","1","1","0","0","2005-2006","holy-cross"
"Allie DeAngelis","D","Fr","26","1","4","5","0.1923","0","0","0","0","2005-2006","holy-cross"
"Melissa Flanagan","F","Jr","24","3","1","4","0.1667","3","0","0","0","2005-2006","holy-cross"
"Shara Conroy","D","Jr","26","1","3","4","0.1538","0","1","0","0","2005-2006","holy-cross"
"Christine O'Hara","F","Jr","19","2","0","2","0.1053","0","0","0","0","2005-2006","holy-cross"
"Lauren Oplinger","F","So","6","0","1","1","0.1667","0","0","0","0","2005-2006","holy-cross"
"Jane Sarno","D","So","3","0","0","0","0.0000","0","0","0","0","2005-2006","holy-cross"
"Dianna Muth","G","Jr","2","0","0","0","0.0000","0","0","0","0","2005-2006","holy-cross"
"Casey McCullion","G","Jr","17","0","0","0","0.0000","0","0","0","0","2005-2006","holy-cross"
"Jennifer Van Dongen","G","Fr","10","0","0","0","0.0000","0","0","0","0","2005-2006","holy-cross"
"Jennifer Raimondi","F","Sr","35","12","25","37","1.0571","1","5","0","0","2005-2006","harvard"
"Jenny Brine","F","Fr","35","18","13","31","0.8857","2","9","0","0","2005-2006","harvard"
"Sarah Wilson","F","Fr","35","13","11","24","0.6857","3","7","0","1","2005-2006","harvard"
"Liza Solley","F","Jr","35","11","11","22","0.6286","5","1","1","0","2005-2006","harvard"
"Katie Johnston","F","Jr","34","7","14","21","0.6176","1","4","1","0","2005-2006","harvard"
"Jennifer Sifers","F","Jr","35","11","8","19","0.5429","2","2","0","0","2005-2006","harvard"
"Lindsay Weaver","D","Jr","35","2","16","18","0.5143","0","1","0","1","2005-2006","harvard"
"Laura Brady","F","So","35","4","11","15","0.4286","1","1","0","0","2005-2006","harvard"
"Carrie Schroyer","F","Sr","35","6","6","12","0.3429","1","1","1","1","2005-2006","harvard"
"Adrienne Bernakevitch","F","So","35","3","7","10","0.2857","1","1","0","0","2005-2006","harvard"
"Jessica MacKenzie","D","So","31","1","5","6","0.1935","1","0","0","0","2005-2006","harvard"
"Kati Vaughn","D","Fr","35","0","6","6","0.1714","0","0","0","0","2005-2006","harvard"
"Nora Sluzas","F/D","Fr","35","0","4","4","0.1143","0","0","0","0","2005-2006","harvard"
"Jodi Krakower","F","Fr","35","1","1","2","0.0571","0","0","0","0","2005-2006","harvard"
"Kirsten Kester","F","Fr","35","1","1","2","0.0571","0","0","0","0","2005-2006","harvard"
"Lauren Herrington","D","Fr","35","1","1","2","0.0571","0","0","0","0","2005-2006","harvard"
"Brenna McLean","D","So","35","0","0","0","0.0000","0","0","0","0","2005-2006","harvard"
"Ali Boe","G","Sr","28","0","0","0","0.0000","0","0","0","0","2005-2006","harvard"
"Brittany Martin","G","Fr","6","0","0","0","0.0000","0","0","0","0","2005-2006","harvard"
"Emily Vitt","G","Jr","1","0","0","0","0.0000","0","0","0","0","2005-2006","harvard"
"Amanda Nonis","F","So","25","20","26","46","1.8400","4","4","0","0","2005-2006","manhattanville"
"Jessica Temesy","F","Sr","26","17","22","39","1.5000","4","7","0","0","2005-2006","manhattanville"
"Jessica Zimmerman","F","So","26","16","22","38","1.4615","3","2","1","0","2005-2006","manhattanville"
"Jami Grasby","F","Sr","27","15","17","32","1.1852","4","6","0","0","2005-2006","manhattanville"
"Alex Blackwell","F","Fr","26","13","16","29","1.1154","1","2","0","0","2005-2006","manhattanville"
"Ashley Trimble","D","Sr","26","6","21","27","1.0385","0","3","0","0","2005-2006","manhattanville"
