Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Meagan Aarts	F	Jr	31	12	13	25	0.8065	0	1	0	1
Karen Droog	F	Jr	31	15	7	22	0.7097	5	3	1	1
Jarin Sjogren	F	Sr	31	8	9	17	0.5484	2	1	1	0
Nicole Munro	F	Sr	31	6	9	15	0.4839	1	0	0	0
Andrea Steranko	F	So	31	3	11	14	0.4516	0	0	0	0
Raffi Wolf	F	Sr	31	2	11	13	0.4194	0	0	0	0
Rebecca Culver	F	So	31	4	8	12	0.3871	1	0	0	0
Tristan Desmet	F	So	31	9	2	11	0.3548	2	3	0	0
Cindy Biron	F	Sr	31	5	6	11	0.3548	1	0	0	1
Naomi Smethurst	D	Jr	31	2	8	10	0.3226	0	0	0	0
Laura Maddin	D	So	31	1	5	6	0.1935	0	0	0	0
Vicky Johnstone	D	Fr	31	2	3	5	0.1613	0	0	0	0
Kate Hartley	F	Fr	31	0	5	5	0.1613	0	0	0	0
Morgan Janusc	F	Fr	31	0	5	5	0.1613	0	0	0	0
Cheryl White	F	So	5	0	2	2	0.4000	0	0	0	0
Cailee Heggestad	F	Sr	22	1	0	1	0.0455	0	0	0	0
Dawn Froats	G	Sr	13	0	0	0	0.0000	0	0	0	0
Lara Smart	G	Jr	18	0	0	0	0.0000	0	0	0	0
Alanna Pfeffer	F/D	Fr	31	0	0	0	0.0000	0	0	0	0
