Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Katie Forney	F	Jr	27	16	21	37	1.3704	2	4	0	0
Meghan Gillis	F	Jr	27	16	19	35	1.2963	2	2	1	0
Kristen Cameron	F	So	27	12	20	32	1.1852	3	3	0	0
Katie Coyne	F	So	27	15	14	29	1.0741	2	4	0	0
Beth Battin	F	Fr	27	10	11	21	0.7778	0	2	0	0
Jayme Woogerd	F	Jr	27	8	13	21	0.7778	3	1	1	0
Scooter Walsh	F	Fr	27	6	11	17	0.6296	0	1	0	0
Kate Leonard	F	Jr	23	6	10	16	0.6957	0	0	0	0
Kelsey Wilcox	F	Sr	24	4	11	15	0.6250	1	0	1	0
Meghan Tanguay	F	Jr	25	3	12	15	0.6000	1	1	0	0
Sam Stewart	F/D	Fr	17	5	8	13	0.7647	0	2	0	0
Caroline Currie	F	So	27	7	5	12	0.4444	1	0	1	0
Lydia Hawkins	D	Jr	27	5	4	9	0.3333	1	2	0	0
Rebecca Selden	D	Sr	27	2	6	8	0.2963	0	0	0	0
Julia King	D	Fr	25	3	4	7	0.2800	1	1	0	0
Kat Popoff	D	So	27	0	3	3	0.1111	0	0	0	0
Nicki Young	F	Sr	6	0	1	1	0.1667	0	0	0	0
Emileigh Mercer	G	Fr	17	0	0	0	0.0000	0	0	0	0
Lindsay McNamara	F	Fr	1	0	0	0	0.0000	0	0	0	0
Cat MacEachern	G	Sr	12	0	0	0	0.0000	0	0	0	0
