Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Cherie Stewart	F	Fr	26	31	16	47	1.8077	6	2	0	0
Annie Annunziato	F	So	27	13	29	42	1.5556	0	0	0	0
Ali Annunziato	F	So	27	14	27	41	1.5185	1	0	2	1
Melissa Hawkins	F	So	26	18	20	38	1.4615	1	3	0	1
Kristin Sahlem	F	Jr	26	14	21	35	1.3462	2	1	0	0
Melanie Grover	F	So	27	10	18	28	1.0370	3	1	0	0
Nicole Blais	F	Fr	26	14	10	24	0.9231	3	2	0	0
Amanda Zimecki	F	So	26	13	8	21	0.8077	3	0	0	0
Emily Duer	F	So	27	9	10	19	0.7037	1	1	0	0
Lindsey Dorval	F	Jr	24	6	7	13	0.5417	1	0	0	0
Nicole Stephens	D	Jr	27	4	9	13	0.4815	0	2	0	0
Lindsey Paulsrud	F	Jr	26	4	7	11	0.4231	1	1	0	0
Kim Hayden	D	Fr	26	4	6	10	0.3846	0	1	0	0
Kelly-Ann Wojciechowski	F/D	Fr	26	2	7	9	0.3462	0	0	0	0
Thelma Kynalis	F	So	18	2	6	8	0.4444	0	0	0	0
Meredith Callinan	F	So	26	0	8	8	0.3077	0	0	0	0
Jennifer Mulick	F/D	Fr	25	2	3	5	0.2000	1	1	0	0
Tara Behan	F	So	19	3	1	4	0.2105	0	1	0	0
Kendra Snow	D	So	6	1	0	1	0.1667	0	0	0	0
Katie Alexander	G	Jr	4	0	0	0	0.0000	0	0	0	0
Renee Kirnan	G	So	13	0	0	0	0.0000	0	0	0	0
Nicole Elliott	G	Fr	15	0	0	0	0.0000	0	0	0	0
