Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Rachel Vigliano	F	Sr	25	12	6	18	0.7200	17	34	2	4	2	0
Marisa Roth	F	Sr	24	8	7	15	0.6250	16	32	0	3	0	0
Mackenzie Meegan	F	Sr	22	4	6	10	0.4545	2	4	0	3	0	0
Alexa Scribner	F	So	21	4	4	8	0.3810	17	34	2	1	0	0
Demi Latham	D	Sr	25	2	6	8	0.3200	6	12	0	0	0	0
Ginabeth Manganiello	F	So	22	3	3	6	0.2727	3	6	1	1	0	0
Erica Lissner	F	So	25	3	3	6	0.2400	3	6	0	1	0	0
Megan Servaes	F	Sr	25	2	3	5	0.2000	8	16	0	2	0	0
Vicki Shaw	F	So	24	2	3	5	0.2083	8	27	0	0	0	0
Tori Polehonka	D	Sr	25	0	4	4	0.1600	18	36	0	0	0	0
Brittany Tierney	F	So	22	2	1	3	0.1364	1	2	0	0	0	0
Katie Donohue	F	So	25	0	2	2	0.0800	2	4	0	0	0	0
Maisie Tatum-Borich	F	So	24	1	0	1	0.0417	6	12	0	1	0	0
Alexis Severance	F	Sr	25	0	1	1	0.0400	2	4	0	0	0	0
Tara Turcotte	F	Fr	17	0	1	1	0.0588	3	6	0	0	0	0
Morgan Lamos	D	So	25	0	1	1	0.0400	2	4	0	0	0	0
Kathleen Zimmerman	F	So	23	0	1	1	0.0435	5	10	0	0	0	0
Hannah Fitzgerald	F	Fr	1	0	0	0	0.0000	0	0	0	0	0	0
Amandaline Tibbals	G	Fr	1	0	0	0	0.0000	0	0	0	0	0	0
Ashley Castriotta	G	So	17	0	0	0	0.0000	0	0	0	0	0	0
Hannah Desrosiers	D	So	21	0	0	0	0.0000	2	4	0	0	0	0
Kristen Dukette	F	Fr	9	0	0	0	0.0000	1	2	0	0	0	0
Julia Radcliffe	D	Fr	10	0	0	0	0.0000	0	0	0	0	0	0
Kayla Donahue	D	Jr	8	0	0	0	0.0000	1	2	0	0	0	0
Jackie Clark	G	So	10	0	0	0	0.0000	1	2	0	0	0	0
