Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Amanda Barre	RW	Sr	35	20	19	39	1.1143	6	8	1	1
Becky Irvine	F	Jr	35	14	25	39	1.1143	0	5	1	0
Allison Paiano	F	Jr	33	14	18	32	0.9697	2	5	0	1
Tara French	D	So	35	2	15	17	0.4857	1	0	0	0
Maura Kehoe	C	Sr	35	6	8	14	0.4000	1	0	0	1
Cassie Reid	F	Fr	33	4	10	14	0.4242	2	1	0	0
Cheryl Setchell	C	Sr	35	5	8	13	0.3714	1	1	0	0
Kara Leene	F	Fr	35	5	8	13	0.3714	1	4	0	0
Mallory Johnston	D	Fr	34	3	4	7	0.2059	2	2	0	0
Micki King	D	Jr	34	3	3	6	0.1765	0	3	0	0
Hilary Foord	D	Jr	13	1	3	4	0.3077	0	1	0	0
Kate Wolgemuth	F	Fr	35	0	4	4	0.1143	0	0	0	0
Kristy MacDonald	C	Sr	35	1	2	3	0.0857	0	0	1	0
Kristin Cirbus	RW	Sr	35	1	2	3	0.0857	0	0	0	0
Chelsey Rhodes	D	Sr	29	0	3	3	0.1034	0	0	0	0
Alix Warren	D	So	25	1	1	2	0.0800	0	0	0	0
Ashley Bradford	F	So	26	0	2	2	0.0769	0	0	0	0
Rebecca Lahar	G	Sr	20	0	2	2	0.1000	0	0	0	0
Courtney Sekevitch	F	Fr	12	1	0	1	0.0833	0	0	0	0
Ashley Johnston	F	So	31	1	0	1	0.0323	0	0	0	0
Shelby Nelson	D	Sr	4	0	0	0	0.0000	0	0	0	0
Melanie Barclay	G	Jr	1	0	0	0	0.0000	0	0	0	0
Kara Bachman	D	Jr	3	0	0	0	0.0000	0	0	0	0
Brook Wheeler	G	So	15	0	0	0	0.0000	0	0	0	0
Brittany Briggs	D	Jr	3	0	0	0	0.0000	0	0	0	0
