Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Jamie Lee Rattray	F	Jr	36	22	30	52	1.4444	26	52	9	8	3	1
Carly Mercer	F	Jr	38	17	24	41	1.0789	10	20	6	6	0	0
Erin Ambrose	D	Fr	34	6	30	36	1.0588	9	18	0	4	0	0
Danielle Skirrow	F	Sr	38	15	14	29	0.7632	19	38	4	6	1	0
Brittany Styner	F	Jr	37	9	19	28	0.7568	7	14	2	2	1	0
Vanessa Gagnon	F	Jr	38	10	11	21	0.5526	15	30	3	2	0	1
Shannon MacAulay	F	Fr	38	9	7	16	0.4211	18	36	1	2	0	0
Shelby Nisbet	F	Jr	38	5	11	16	0.4211	8	16	1	0	0	0
Christine Lambert	F	So	36	4	7	11	0.3056	7	14	0	0	0	0
Vanessa Plante	D	Jr	38	3	7	10	0.2632	27	54	0	1	0	0
Renata Fast	D	Fr	38	2	8	10	0.2632	13	26	0	2	0	0
Olivia Howe	F	Fr	36	6	2	8	0.2222	5	10	1	0	0	0
Hailey Wood	D	Sr	36	0	8	8	0.2222	7	14	0	0	0	0
Daniella Matteucci	D	So	38	2	2	4	0.1053	1	2	1	0	0	0
Jennifer Shields	D	So	38	0	4	4	0.1053	10	20	0	0	0	0
Erica Howe	G	Jr	37	0	1	1	0.0270	0	0	0	0	0	0
Emily Horn	G	So	1	0	0	0	0.0000	0	0	0	0	0	0
Taylor Gedig	D	So	26	0	0	0	0.0000	0	0	0	0	0	0
