Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Stephanie Moberg	F/D	Jr	29	18	21	39	1.3448	7	14	7	6	1	0
Danielle Blanchard	F	Sr	29	14	23	37	1.2759	8	16	3	3	1	0
Claire O'Connor	F	Sr	27	11	20	31	1.1481	5	10	4	4	1	0
Laurie Bowler	F	Jr	29	14	13	27	0.9310	8	16	0	8	1	0
Shay Bywater	F	Sr	27	8	13	21	0.7778	4	8	0	4	0	1
Kate Fairfield	F	So	27	10	10	20	0.7407	19	38	3	7	0	0
Ainsley Brien	D	Sr	29	3	15	18	0.6207	13	26	0	2	0	0
Megan DiJulio	F	So	29	7	7	14	0.4828	16	32	1	3	0	0
Steph Moon	F	So	29	6	8	14	0.4828	9	18	1	0	0	0
Lindsay Brown	F	Sr	27	5	9	14	0.5185	5	10	0	3	1	0
Vanessa Worz	F	Fr	24	5	7	12	0.5000	3	6	1	1	1	0
Erika Shaubel	D	Fr	29	4	5	9	0.3103	8	16	1	2	0	0
Danielle Roberts	D	Fr	28	3	5	8	0.2857	10	20	0	1	0	0
Kristen Bond	D	So	27	4	3	7	0.2593	4	8	0	2	0	0
Amber Ellis	F	Jr	8	4	2	6	0.7500	1	2	1	1	0	0
Kara Buehler	D	So	29	1	5	6	0.2069	7	14	0	0	0	0
Brittany Meade	F	So	23	1	5	6	0.2609	6	12	0	0	0	0
Tara Khan	D	Sr	27	0	5	5	0.1852	8	16	0	0	0	0
Mackenzie Lee	F	Fr	17	2	2	4	0.2353	0	0	0	0	0	0
Helen Giroux	F	So	16	1	2	3	0.1875	2	4	0	0	0	0
Kayla McDougall	F	Jr	2	1	1	2	1.0000	0	0	0	0	0	0
Britt McKegg	D	Fr	7	0	2	2	0.2857	0	0	0	0	0	0
Anne Loewen	G	Fr	4	0	0	0	0.0000	0	0	0	0	0	0
Danielle Beattie	G	Sr	25	0	0	0	0.0000	0	0	0	0	0	0
Mandy Mackrell	G	So	2	0	0	0	0.0000	0	0	0	0	0	0
