Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Zoe Baldwin	F	Jr	25	23	13	36	1.4400	5	4	0	0
Marissa Halligan	F	Sr	25	13	16	29	1.1600	3	2	0	0
Tierney Boisvert	D	So	25	6	11	17	0.6800	1	0	1	0
Kerry Leonard	F	So	24	7	5	12	0.5000	0	1	0	0
Jane Bradley	F	Jr	23	4	5	9	0.3913	0	2	0	0
Kristina Carroll	D	So	25	2	7	9	0.3600	1	0	0	0
Jess Goldberg	D	Fr	25	6	2	8	0.3200	0	3	0	0
Emma Dunn	D	So	25	3	5	8	0.3200	0	0	0	0
Taylor Brady	F	Fr	24	2	6	8	0.3333	0	0	0	0
Ryan Bartz	F	So	18	2	3	5	0.2778	0	0	0	0
Olivia Vargo	F	Fr	25	1	4	5	0.2000	0	0	0	0
Jodi Raymond	D	Fr	25	1	3	4	0.1600	0	0	0	0
Emma Griffith	F	So	25	0	2	2	0.0800	0	0	0	0
Kalley Greer	F	So	10	0	1	1	0.1000	0	0	0	0
Coleen MacNally	D	Sr	25	0	1	1	0.0400	0	0	0	0
Kaitlin Johnson	F	Fr	24	0	0	0	0.0000	0	0	0	0
Emily Benzer	F	Fr	25	0	0	0	0.0000	0	0	0	0
Julie Haney	D	So	25	0	0	0	0.0000	0	0	0	0
Caitlin McGilley	G	Fr	1	0	0	0	0.0000	0	0	0	0
Caitlin Connelly	G	So	25	0	0	0	0.0000	0	0	0	0
Jessica Wagoner	F	Jr	1	0	0	0	0.0000	0	0	0	0
