Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Stacey Hochkins	F	Jr	26	24	22	46	1.7692	22	44	5	7	2	1
Jocelyn Kratchmer	LW	Sr	27	22	19	41	1.5185	11	30	1	4	2	1
Nicola Garat	F	Jr	27	19	10	29	1.0741	5	10	3	4	2	0
Caroline English	F	So	23	10	18	28	1.2174	2	4	3	4	0	0
Emily Henry	D	Sr	27	3	16	19	0.7037	21	45	0	0	0	0
Alex Campione	F	Fr	27	7	9	16	0.5926	23	49	1	2	0	0
Rebecca O'Quinn	F	So	27	5	11	16	0.5926	4	8	2	1	0	0
Christina D'Ambrogio	F	Sr	27	4	8	12	0.4444	4	8	0	0	0	0
Meghan Reynolds	F	So	27	4	5	9	0.3333	3	6	1	1	0	0
Amanda Gallagher	D	Fr	27	1	7	8	0.2963	3	6	0	1	0	0
Devon Ball	D	Fr	27	1	5	6	0.2222	8	16	0	0	0	0
Alyssa Ruhland	F	So	27	3	2	5	0.1852	2	4	0	0	0	0
Kylee Sullivan	F	Fr	23	2	3	5	0.2174	2	4	0	0	0	0
Tory Bratton	F	Fr	25	2	3	5	0.2000	5	10	0	0	0	0
Emily Sullivan	D	Fr	26	3	1	4	0.1538	5	10	1	2	0	0
Chelsea Caracciolo	D	Fr	25	0	4	4	0.1600	7	14	0	0	0	0
Amy Pfund	F	Jr	26	1	1	2	0.0769	2	4	0	0	0	0
Colleen Krmpotich	D	Sr	16	0	2	2	0.1250	3	6	0	0	0	0
Mariah Napolitano	D	So	15	0	1	1	0.0667	0	0	0	0	0	0
Lindsay Atkinson	G	Sr	5	0	0	0	0.0000	0	0	0	0	0	0
Ali Knapp	F	Fr	7	0	0	0	0.0000	1	2	0	0	0	0
Carly Dominick-Sobol	G	Jr	13	0	0	0	0.0000	0	0	0	0	0	0
Monique Gallant	G	Sr	14	0	0	0	0.0000	0	0	0	0	0	0
