Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Christina Rozeske	F/D	Jr	23	14	3	17	0.7391	7	14	2	4	2	0
Tara Baago	F	So	21	4	10	14	0.6667	3	6	1	0	0	1
Korinne O'Connor	F	Sr	23	3	11	14	0.6087	4	8	0	2	0	0
Courtney Umland	F	Fr	24	7	5	12	0.5000	3	6	2	3	0	0
Karina Marette	F	Fr	24	4	7	11	0.4583	6	12	2	1	0	1
Maria Bothwell	F	Jr	24	4	7	11	0.4583	1	2	1	3	0	0
Mary Grace Flesher	F	Jr	20	2	9	11	0.5500	2	4	1	2	0	0
Morgan Olson	F	So	19	5	5	10	0.5263	6	12	1	3	0	0
Kelsey Barnier	F	Jr	24	5	5	10	0.4167	3	6	1	0	0	0
Megan Juricko	D	Fr	16	4	6	10	0.6250	4	8	0	2	0	0
Paige Baldwin	F	So	24	4	5	9	0.3750	2	4	0	1	0	0
Hannah Burns	F	Fr	21	3	6	9	0.4286	3	6	0	0	0	1
Jenny Saxon	F	Jr	20	1	7	8	0.4000	3	6	1	0	0	0
Lauren Mumm	F	Jr	21	4	3	7	0.3333	8	16	1	0	2	0
Nuala Flood	D	Fr	24	0	3	3	0.1250	4	8	0	0	0	0
Anna Kubes	D	Fr	17	0	3	3	0.1765	2	4	0	0	0	0
Rachel Friberg	F	Fr	18	0	3	3	0.1667	5	10	0	0	0	0
Mackenzie Holm	D	Jr	21	0	2	2	0.0952	6	12	0	0	0	0
Kaylee Grochowski	D	Fr	4	1	0	1	0.2500	0	0	1	0	0	0
Dani Wigen	F	Fr	7	1	0	1	0.1429	1	2	0	0	0	0
Alise Riedel	G	Jr	22	0	0	0	0.0000	0	0	0	0	0	0
Taylor Neisen	G	Fr	7	0	0	0	0.0000	0	0	0	0	0	0
Andrea Bishop	D	Jr	5	0	0	0	0.0000	1	2	0	0	0	0
Dani Lobejko	D	So	22	0	0	0	0.0000	5	10	0	0	0	0
Tori Bailey	D	Fr	8	0	0	0	0.0000	2	4	0	0	0	0
Hayley Estes	F	Fr	2	0	0	0	0.0000	0	0	0	0	0	0
