Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Amanda Shorey	F	Fr	26	9	7	16	0.6154	5	10	3	3	0	0
Jessica Knight	F	So	26	10	5	15	0.5769	9	18	2	3	3	0
Kelly Connors	F	Sr	26	8	5	13	0.5000	14	28	1	0	0	0
Megan Irving	F	Jr	26	7	6	13	0.5000	15	30	0	2	0	0
Alyssa Gibson	F	Fr	26	3	10	13	0.5000	0	0	0	0	0	0
Katie Quartuccio	D	Sr	25	3	8	11	0.4400	12	24	0	1	0	0
Lindsay Herzog	F	Sr	26	1	10	11	0.4231	16	32	0	0	0	0
Mary Vaughan	D	Fr	26	4	6	10	0.3846	24	48	0	2	0	0
Amy McNally	F	Sr	26	6	3	9	0.3462	6	12	1	2	0	0
Jenna Stanley	F	Sr	26	3	4	7	0.2692	10	20	0	0	0	0
Erica Robertson	D	So	25	1	3	4	0.1600	6	12	0	0	0	0
Shannon Shuttle	F	Jr	26	3	0	3	0.1154	1	2	0	0	0	0
Stephanie King	D	Jr	26	0	3	3	0.1154	13	26	0	0	0	0
Regina Wilson	D	Jr	26	1	1	2	0.0769	10	31	0	0	0	0
Jackie Zarb	G	Fr	6	0	1	1	0.1667	1	2	0	0	0	0
Leah Spuria	D	Fr	26	0	0	0	0.0000	8	16	0	0	0	0
Kristin Wolejko	F	So	1	0	0	0	0.0000	0	0	0	0	0	0
Emily Barrett	G	Jr	20	0	0	0	0.0000	0	0	0	0	0	0
Allison Woods	G	Fr	7	0	0	0	0.0000	0	0	0	0	0	0
Sara Winterbottom	F	Fr	3	0	0	0	0.0000	0	0	0	0	0	0
