Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Erin Dwyer	F	Jr	27	10	6	16	0.5926	3	6	1	1	1	0
Carolyn Avery	F	Jr	25	4	8	12	0.4800	3	6	0	1	0	0
Amanda Kempainen	F	Sr	27	8	3	11	0.4074	2	4	0	2	0	0
Emily Loebs	D	Sr	27	3	7	10	0.3704	6	12	0	2	0	0
Jillian Witwicki	F	So	25	3	5	8	0.3200	3	6	0	1	0	0
Ashley Dineen	F	So	24	3	3	6	0.2500	1	2	0	2	0	1
Kayla Kee	D	Jr	26	2	4	6	0.2308	3	6	0	2	0	0
Athena Akiki	D	Jr	23	1	5	6	0.2609	8	16	0	0	0	0
Sarah Bagley	F	Jr	27	2	3	5	0.1852	7	14	1	1	0	0
Tori Dinger	F	Jr	27	2	2	4	0.1481	9	18	0	0	0	0
Lauren Cuculino	D	Jr	22	2	2	4	0.1818	6	12	1	1	0	0
Kaly Spilhaus	F	Sr	27	1	3	4	0.1481	4	8	0	0	0	0
Katherine O'Brien	F	So	24	1	3	4	0.1667	1	2	1	0	0	0
Amanda Donahoe	F/D	So	22	1	1	2	0.0909	1	2	0	0	0	0
Lauren Sullivan	D	Jr	26	1	1	2	0.0769	6	12	1	0	0	0
Christiana Akiki	D	Fr	21	0	2	2	0.0952	5	10	0	0	0	0
Naomi Major	F	Sr	25	0	2	2	0.0800	0	0	0	0	0	0
Brenna Galvin	F	Fr	15	0	2	2	0.1333	5	10	0	0	0	0
Tori Hubbard	F	Jr	26	1	0	1	0.0385	3	6	1	0	0	0
Kaitlyn Wurzer	D	So	6	0	0	0	0.0000	0	0	0	0	0	0
Nicole Talcott	G	Fr	4	0	0	0	0.0000	0	0	0	0	0	0
Holly Sullivan	F	Fr	1	0	0	0	0.0000	0	0	0	0	0	0
Erica Ragazzo	G	Jr	11	0	0	0	0.0000	0	0	0	0	0	0
Madison Nichols	F	Fr	13	0	0	0	0.0000	2	4	0	0	0	0
Abby Burke	G	Jr	23	0	0	0	0.0000	1	2	0	0	0	0
