Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Devon Nichols	F	So	33	9	21	30	0.9091	2	2	0	0
Melanie Salatino	F	Jr	34	18	8	26	0.7647	1	11	0	0
Autumn Conway	F	Fr	31	8	11	19	0.6129	3	2	0	1
Katie Hainrich	F	So	33	9	7	16	0.4848	2	4	0	1
Amanda Osborn	F	Sr	34	5	9	14	0.4118	1	0	1	1
Amber Sharratt	D	So	33	2	12	14	0.4242	0	1	0	0
Kearstin Solberg	F	Jr	34	4	9	13	0.3824	0	0	0	0
Alycia Wilson	F	Fr	23	4	4	8	0.3478	2	0	1	0
Andrea Jensrud	D	So	33	1	6	7	0.2121	0	1	0	0
Shera Vis	F	Fr	30	4	2	6	0.2000	0	1	0	0
Richelle St. Croix	D	Fr	32	2	3	5	0.1563	2	0	0	0
Cara Hendry	F	Fr	32	1	4	5	0.1563	1	1	0	0
Megan Jedinak	D	Fr	30	1	4	5	0.1667	1	0	0	0
Lyndsay James	F	So	31	3	1	4	0.1290	1	1	0	0
Kristina Koga	F	Jr	33	2	1	3	0.0909	0	1	0	0
Sammy Jo Miller	D	Fr	29	2	1	3	0.1034	0	0	0	0
Lindsay McCulloch	D	Jr	27	0	3	3	0.1111	0	0	0	0
Shari Vogt	G	Sr	32	0	2	2	0.0625	0	0	0	0
Jasey Porter	F	Fr	6	0	0	0	0.0000	0	0	0	0
Brittany Wiger	F	Fr	17	0	0	0	0.0000	0	0	0	0
Jen Jonsson	D	So	30	0	0	0	0.0000	0	0	0	0
Kristin Hallett	D	Fr	10	0	0	0	0.0000	0	0	0	0
Elaine Topolnisky	F	Jr	13	0	0	0	0.0000	0	0	0	0
Laura Brennan	G	Fr	2	0	0	0	0.0000	0	0	0	0
