Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Jennifer Quimby	C	So	14	3	2	5	0.3571	0	0	0	0
Abby Greenbaum	F/D	So	2	2	2	4	2.0000	0	0	1	0
Krystal Kelly	F	Fr	16	1	3	4	0.2500	0	0	0	0
Kristin O'Neill	F/D	Fr	14	1	2	3	0.2143	0	0	0	0
Megan Dovell	F/D	Fr	16	1	2	3	0.1875	0	0	0	0
Erika Derr	W	So	4	1	0	1	0.2500	0	1	0	0
Sarah Scheckner	F	Sr	16	1	0	1	0.0625	0	0	0	0
Sarah Wilkie	W	So	15	0	1	1	0.0667	0	0	0	0
Christina Kunz	D	Jr	16	0	1	1	0.0625	0	0	0	0
Katana Bosetti	D	Fr	6	0	0	0	0.0000	0	0	0	0
Sara Mayo	F	Fr	16	0	0	0	0.0000	0	0	0	0
Olivia Langguth	D	Jr	4	0	0	0	0.0000	0	0	0	0
Lauren Albert	G	So	7	0	0	0	0.0000	0	0	0	0
Erin Lacey	D	Fr	4	0	0	0	0.0000	0	0	0	0
Sirena Enright	G	Jr	14	0	0	0	0.0000	0	0	0	0
Rachel Przybylowski	F	Fr	16	0	0	0	0.0000	0	0	0	0
Jayne-Frances Patton	F	Fr	6	0	0	0	0.0000	0	0	0	0
