Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Emma Tani	F	So	25	9	13	22	0.8800	5	10	3	2	0	0
Cheeky Herr	F	So	24	10	9	19	0.7917	8	16	0	1	0	1
Emily Kleidon	F	Sr	25	11	7	18	0.7200	4	8	2	3	1	0
Abby Ostrom	F/D	Sr	25	7	8	15	0.6000	8	16	1	2	0	0
Brooke Heron	F	So	25	4	11	15	0.6000	12	24	0	1	0	0
Lauren Glynn	F	Sr	21	6	7	13	0.6190	8	16	0	1	0	0
Lauren Fitzgerald	F	Jr	24	5	8	13	0.5417	7	14	0	2	0	0
Lucy Robinson	F	Jr	25	5	7	12	0.4800	2	4	0	1	1	0
Shelby Labe	D	So	24	2	9	11	0.4583	7	14	0	0	0	0
Shannon Farrell	F	So	18	3	6	9	0.5000	1	2	2	0	0	0
Sarah Duncan	D	Sr	22	3	4	7	0.3182	7	14	0	1	0	0
Whitney Colbert	F	Sr	25	1	4	5	0.2000	2	4	1	0	0	0
Lily Gacicia	D	Jr	25	1	3	4	0.1600	13	26	0	0	0	0
Emily Riccio	D	Jr	22	1	3	4	0.1818	6	12	0	0	0	0
Allie Bravi	D	Fr	24	2	1	3	0.1250	0	0	0	0	0	0
Andi Nicholson	F	Fr	21	1	2	3	0.1429	2	4	1	0	0	0
Jessica Stowell	D	Fr	24	0	3	3	0.1250	3	6	0	0	0	0
Elizabeth Caporale	F/D	So	16	1	1	2	0.1250	0	0	0	0	0	0
Lauren Michalec	D	Fr	6	0	1	1	0.1667	2	4	0	0	0	0
Samantha Sandler	D	Fr	5	0	1	1	0.2000	1	2	0	0	0	0
Kate Fraley	F	Fr	23	0	1	1	0.0435	3	6	0	0	0	0
Claudia Escue	G	Fr	1	0	0	0	0.0000	0	0	0	0	0	0
Alexa Pujol	G	Sr	10	0	0	0	0.0000	0	0	0	0	0	0
Kristen Maxwell	G	Sr	16	0	0	0	0.0000	0	0	0	0	0	0
