Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Nicole Alexopoulos	F	Sr	24	8	10	18	0.7500	4	16	2	0	1	0
Lynsey Nakamura	F/D	Jr	24	8	7	15	0.6250	18	36	2	1	0	0
Amanda Simpson	F	Fr	24	7	8	15	0.6250	1	2	0	1	0	0
Edie Brenning	F	So	24	6	9	15	0.6250	15	30	0	2	0	0
Kayla Dubowski	D	Sr	24	8	6	14	0.5833	6	12	2	2	1	0
Khristine Acosta	F	Sr	24	4	10	14	0.5833	7	14	0	1	0	0
Jennie Greenlee	F	Sr	24	3	9	12	0.5000	5	10	0	1	0	0
Angela Gilmour	F/D	So	24	4	6	10	0.4167	16	32	2	0	0	0
Dru Austin	F	So	20	4	5	9	0.4500	8	16	0	1	0	1
Diane Peters	F	Sr	24	5	2	7	0.2917	8	16	1	0	0	0
Brittany Metcalfe	D	Sr	24	1	4	5	0.2083	15	30	0	1	0	0
Kelsey Waller	D	Fr	20	0	2	2	0.1000	12	24	0	0	0	0
Ashley Reimer	F	Fr	24	0	2	2	0.0833	0	0	0	0	0	0
Olivia Pryzbylkowski	D	Jr	9	1	0	1	0.1111	4	8	0	1	0	0
Lindsey Spatola	D	Fr	12	0	1	1	0.0833	0	0	0	0	0	0
Emily Wyse	D	Fr	9	0	1	1	0.1111	0	0	0	0	0	0
Shannon Donnelly	G	Jr	20	0	0	0	0.0000	0	0	0	0	0	0
Allie Frank	G	Jr	4	0	0	0	0.0000	0	0	0	0	0	0
