Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Deanna McDevitt	F	Jr	31	19	14	33	1.0645	1	4	0	0
Erin Duggan	F	Fr	28	14	18	32	1.1429	3	0	0	0
Sara Wood	F	Sr	31	14	13	27	0.8710	2	2	0	0
Nicole Symington	F	Fr	25	10	14	24	0.9600	2	2	0	0
Wallis Finger	F	So	27	6	10	16	0.5926	1	0	0	0
Keely MacMillan	F	Fr	31	5	8	13	0.4194	0	2	0	0
Rory Neuner	F	Jr	30	3	9	12	0.4000	0	0	0	0
Kaitlin Porcaro	D	Jr	31	0	12	12	0.3871	0	0	0	0
Tara O'Donnell	F	So	30	6	5	11	0.3667	0	0	0	0
Karin Tilly	F	Jr	13	3	5	8	0.6154	0	0	0	0
Kristin Kattleman	F	So	31	2	4	6	0.1935	0	0	0	0
Erika Hockinson	D	So	27	2	3	5	0.1852	0	0	0	0
Amy LeClair	D	Jr	29	1	3	4	0.1379	0	0	0	0
Kirsten Wick	D	Fr	23	1	3	4	0.1739	0	0	0	0
Anna Jepson	F	Fr	7	0	1	1	0.1429	0	0	0	0
Alison Turney	D	Fr	30	0	1	1	0.0333	0	0	0	0
Katie Hirte	G	Sr	19	0	1	1	0.0526	0	0	0	0
Gabrielle Goodfellow	F	So	8	0	1	1	0.1250	0	0	0	0
Nicolette Franck	G	So	16	0	0	0	0.0000	0	0	0	0
