Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Rachel Simon	F	So	24	12	17	29	1.2083	0	3	1	0
Renee Sisti	F	Jr	25	13	10	23	0.9200	3	6	0	0
Tes Siarnacki	D	So	25	9	12	21	0.8400	2	3	0	0
Leah Kaplan	F	Jr	23	8	6	14	0.6087	1	1	0	0
Elizabeth Ditmore	F	Fr	25	3	7	10	0.4000	0	0	0	0
Meghan Dickoff	D	So	25	4	3	7	0.2800	0	0	0	0
Alena Harrison	F	So	25	3	4	7	0.2800	0	2	0	0
Natanya Khazzam	F	Fr	24	2	3	5	0.2083	1	0	0	0
Katharine Kelly	D	Fr	25	2	3	5	0.2000	1	0	0	0
Amanda Mattei	D	Jr	25	0	5	5	0.2000	0	0	0	0
Kirsten Forsberg	D	So	25	0	5	5	0.2000	0	0	0	0
Megan Quinn	D	Fr	25	1	2	3	0.1200	0	0	0	0
Samantha Miller	D	Fr	24	0	3	3	0.1250	0	0	0	0
Christa Porcaro	F	Fr	22	1	1	2	0.0909	0	0	0	0
Fairlee Frey	D	Fr	24	0	2	2	0.0833	0	0	0	0
Sarah Mason	D	Sr	25	0	1	1	0.0400	0	0	0	0
Bethany Croy	D	Jr	12	0	1	1	0.0833	0	0	0	0
Emily Cronin	D	So	25	0	1	1	0.0400	0	0	0	0
Lindsay Grabowski	G	So	18	0	0	0	0.0000	0	0	0	0
Stacey Johnston	G	Fr	8	0	0	0	0.0000	0	0	0	0
Jess Matthews	F	Jr	1	0	0	0	0.0000	0	0	0	0
Annie Grabowski	F	Sr	20	0	0	0	0.0000	0	0	0	0
