Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Krissy Wendell	F	So	36	36	42	78	2.1667	9	11	6	0
Natalie Darwitz	F	So	26	27	37	64	2.4615	4	10	2	0
Kelly Stephens	F	Jr	36	22	42	64	1.7778	6	4	1	0
La Toya Clarke	F	Sr	36	20	21	41	1.1389	4	6	1	2
Becky Wacker	F	Fr	36	14	7	21	0.5833	1	1	0	0
Lyndsay Wall	D	Fr	18	6	15	21	1.1667	0	6	0	0
Andrea Nichols	F	Fr	36	10	10	20	0.5556	1	0	0	0
Ashley Albrecht	D	So	36	1	18	19	0.5278	0	0	0	0
Noelle Sutton	F	Jr	36	11	6	17	0.4722	4	2	1	0
Danielle Ashley	D	Fr	26	2	13	15	0.5769	0	1	0	0
Melissa Coulombe	D	Sr	36	2	9	11	0.3056	0	0	0	0
Chelsey Brodt	D	So	36	2	6	8	0.2222	0	0	0	0
Allie Sanchez	F/D	So	36	1	4	5	0.1389	0	0	0	0
Kelsey Bills	F/D	Sr	25	4	0	4	0.1600	1	0	0	0
Krista Johnson	F/D	So	36	1	3	4	0.1111	0	0	0	0
Jerilyn Glenn	F	Sr	35	1	2	3	0.0857	0	0	0	0
Maggie Souba	F/D	Fr	32	0	2	2	0.0625	0	0	0	0
Stacy Troumbly	D	Jr	35	1	0	1	0.0286	0	0	0	0
Brenda Reinen	G	Jr	9	0	1	1	0.1111	0	0	0	0
Jody Horak	G	Jr	28	0	1	1	0.0357	0	0	0	0
