Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Annie Annunziato	F	Sr	27	17	19	36	1.3333	1	7	0	0
Stacy Anderson	F	Fr	27	16	18	34	1.2593	5	4	0	0
Lauren Chezick	F	Jr	27	15	19	34	1.2593	1	5	0	0
Kristin Murr	F	Fr	24	12	4	16	0.6667	3	1	0	1
Melynda Kleewein	D	Jr	27	1	13	14	0.5185	1	0	0	0
Corrie Krzyska	F	Jr	27	5	8	13	0.4815	1	1	0	0
Carrie Velenchenko	F	Jr	27	4	8	12	0.4444	0	1	0	0
Britt Pennington	D	Fr	26	2	7	9	0.3462	0	1	0	0
Jana Ford	F	Jr	27	5	2	7	0.2593	1	0	0	0
Christina Hughes	F	Sr	27	3	4	7	0.2593	1	0	0	0
Dottie Gilkerson	F	Sr	27	2	5	7	0.2593	0	0	0	0
Laura Prasek	D	Jr	26	2	4	6	0.2308	0	0	0	0
Calla Lundquist	D	So	27	2	3	5	0.1852	1	0	0	0
Genevieve Allegrezza	F	Sr	12	2	3	5	0.4167	0	1	0	0
Laura Hoffman	D	Sr	24	0	4	4	0.1667	0	0	0	0
Angela Bergeson	F	So	6	0	0	0	0.0000	0	0	0	0
Lenia Burrows	D	Fr	26	0	0	0	0.0000	0	0	0	0
Marrissa Henry-Mashuga	D	Fr	20	0	0	0	0.0000	0	0	0	0
Katie Fedoryk	G	Sr	13	0	0	0	0.0000	0	0	0	0
Megan Peterson	F	Jr	2	0	0	0	0.0000	0	0	0	0
Kristin Johnson	G	Jr	14	0	0	0	0.0000	0	0	0	0
