Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Jill Nolan	C	So	36	14	7	21	0.5833	3	3	0	0
Brooke Beazer	C	Fr	34	9	11	20	0.5882	2	4	0	0
Katie Morrison	D	Fr	35	7	13	20	0.5714	1	1	0	0
Ashley Shaidle	LW	So	36	7	10	17	0.4722	0	6	0	0
Christine Bailkowski	D	So	36	10	6	16	0.4444	0	5	0	0
Jessica Cloutier	RW	Fr	36	4	11	15	0.4167	2	4	0	0
Lindsay Williams	LW	So	36	6	7	13	0.3611	2	1	0	0
Amanda Dittmer	C	Fr	33	1	12	13	0.3939	1	1	0	0
Emma Madigan	RW	So	36	4	6	10	0.2778	0	0	0	0
Meghan Park	D	Fr	36	3	6	9	0.2500	0	1	0	0
Melissa Marshall	LW	So	23	2	2	4	0.1739	0	0	0	0
Kim Coates	D	So	22	2	1	3	0.1364	0	0	0	0
Andrea Maluta	D	So	36	1	2	3	0.0833	1	0	0	0
Lauren Lubrano	D	So	31	0	2	2	0.0645	0	0	0	0
Christina Valesente	D	So	35	0	2	2	0.0571	0	0	0	0
Kristi Shaw	C	Sr	32	1	0	1	0.0313	1	0	0	0
Carolynn Zidek	RW	So	34	0	1	1	0.0294	0	0	0	0
Kira Hurley	G	So	30	0	0	0	0.0000	0	0	0	0
Jessica Finley	G	So	2	0	0	0	0.0000	0	0	0	0
Laura Schnitker	D	Fr	17	0	0	0	0.0000	0	0	0	0
Stephanie Hansen	G	So	9	0	0	0	0.0000	0	0	0	0
Rachel Long	F/D	So	9	0	0	0	0.0000	0	0	0	0
