Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Nicole Gifford	F	Sr	33	10	13	23	0.6970	5	10	1	3	0	2
Jessica Hitchcock	F	Sr	33	9	14	23	0.6970	14	28	1	2	0	1
Cassandra Vilgrain	F	Fr	31	9	8	17	0.5484	3	6	0	3	0	0
Hannah Armstrong	F	Sr	33	6	8	14	0.4242	17	34	1	2	1	0
Heather Kashman	F	Jr	33	5	9	14	0.4242	8	16	0	2	0	0
Sara Carlson	F	So	33	2	12	14	0.4242	3	6	1	0	0	0
Kayla Mork	F	Jr	32	4	9	13	0.4063	17	34	0	0	0	0
Jenna Lascelle	F	Jr	33	5	7	12	0.3636	3	6	1	0	0	0
Jess Ryan	D	Jr	33	4	8	12	0.3636	6	12	2	3	0	0
Arielle O'Neill	F	Sr	33	6	4	10	0.3030	8	16	0	2	0	0
Caroline Broderick	D	Jr	33	2	8	10	0.3030	21	42	0	1	0	0
Alexis Crossley	D	So	24	4	3	7	0.2917	11	22	1	2	0	0
Megan Armstrong	D	So	33	1	5	6	0.1818	17	34	0	0	0	0
Jonna Curtis	F	So	10	2	1	3	0.3000	0	0	1	0	0	0
Haley Breedlove	F	So	31	2	0	2	0.0645	8	16	0	0	0	0
Brittney Redlick	F	So	12	0	1	1	0.0833	1	2	0	0	0	0
Marie-Eve Jean	G	So	4	0	0	0	0.0000	0	0	0	0	0	0
Brenna Boulanger	F	Jr	13	0	0	0	0.0000	0	0	0	0	0	0
Kate Haslett	D	Fr	2	0	0	0	0.0000	3	6	0	0	0	0
Ashley Wilkes	G	Fr	14	0	0	0	0.0000	1	2	0	0	0	0
Vilma Vaattovaara	G	So	18	0	0	0	0.0000	0	0	0	0	0	0
