Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Madyson Moore	F	So	21	13	9	22	1.0476	21	42	1	5	0	1
Morgan Braniff	F	Fr	26	5	10	15	0.5769	4	8	0	2	0	0
Aubrey Fischer	F	So	24	5	8	13	0.5417	3	6	2	1	0	0
Rachel Vigliano	F	Fr	20	7	5	12	0.6000	15	30	2	2	0	0
Kate Kellar	F	Sr	26	5	7	12	0.4615	3	6	0	2	1	0
Chelsie Boroski	D	Sr	26	2	10	12	0.4615	7	14	1	2	0	0
Kristin Dehm	F	Jr	24	5	2	7	0.2917	2	4	1	1	0	1
Alyssa Hoot	D	Sr	26	1	6	7	0.2692	1	2	0	0	0	0
Sam Hippern	D	Sr	26	5	1	6	0.2308	8	16	0	1	0	0
Ashley Bonner	F	So	24	2	4	6	0.2500	2	4	0	1	0	0
Avery Kauffmann	F	So	26	1	3	4	0.1538	0	0	0	0	0	0
Lindsey Stewart	F	Fr	22	1	2	3	0.1364	3	6	0	0	0	0
Jamie Tabb	D	Jr	26	1	2	3	0.1154	24	48	0	1	0	0
Kellie McLean	F	Fr	18	1	2	3	0.1667	2	4	1	0	0	0
Alexis Fitzpatrick	F	Jr	26	0	2	2	0.0769	9	18	0	0	0	0
Marisa Roth	F	So	18	0	2	2	0.1111	4	8	0	0	0	0
Andrea St. Onge	D	Fr	24	0	1	1	0.0417	8	16	0	0	0	0
Natalie Taylor	D	Fr	26	0	1	1	0.0385	12	24	0	0	0	0
Lauren Hopps	G	So	21	0	0	0	0.0000	1	2	0	0	0	0
Kristen Conners	G	Sr	6	0	0	0	0.0000	0	0	0	0	0	0
Madeleine Gustafsson	D	So	17	0	0	0	0.0000	2	4	0	0	0	0
