Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Heidi Govednik	F/D	Sr	24	14	9	23	0.9583	0	4	1	0
Lisa Kinney	F	Sr	23	13	8	21	0.9130	2	1	1	0
Bethany Murphy	F	Fr	24	9	12	21	0.8750	1	1	0	0
Sandra Felten	F	Fr	24	9	9	18	0.7500	4	2	0	0
Amy Beitzel	F	So	24	7	7	14	0.5833	2	2	0	0
Elicia Adams	F	Sr	24	7	4	11	0.4583	0	3	1	0
Caitlyn Belcher	F	So	24	1	7	8	0.3333	0	0	0	0
Anna Baumgarten	F	Fr	24	3	3	6	0.2500	1	0	0	0
Julien Olson	D	So	24	2	4	6	0.2500	0	1	0	0
Amy Stroman	F/D	Jr	24	1	2	3	0.1250	0	1	0	0
Amie Lorence	D	So	24	0	3	3	0.1250	0	0	0	0
Sarah Worch	D	So	24	0	3	3	0.1250	0	0	0	0
Miriam Paas	F	Fr	14	2	0	2	0.1429	1	0	0	0
Kaylene Carpenter	F/D	Fr	23	0	1	1	0.0435	0	0	0	0
Natalie Gartner	F		16	0	1	1	0.0625	0	0	0	0
Cassandra Barton	F	Jr	18	0	1	1	0.0556	0	0	0	0
Jean-Marie Paul	D	Jr	18	0	0	0	0.0000	0	0	0	0
Hannah Carlson	F	So	14	0	0	0	0.0000	0	0	0	0
Sherah Baumgarten	G	Jr	2	0	0	0	0.0000	0	0	0	0
Kristen Studioso	F/D	Fr	13	0	0	0	0.0000	0	0	0	0
Kelly Moriarty	G	So	2	0	0	0	0.0000	0	0	0	0
Anne Gilbertson	F	Sr	18	0	0	0	0.0000	0	0	0	0
Beth Spurrier	G	Fr	20	0	0	0	0.0000	0	0	0	0
