Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Caitlin Hogan	F	So	38	8	16	24	0.6316	25	50	3	2	1	0
Meaghan Pezon	F	So	37	13	10	23	0.6216	6	12	2	4	1	1
Holly Roberts	F	So	38	6	16	22	0.5789	14	28	1	2	1	0
Sammy Nixon	F	Jr	37	10	7	17	0.4595	15	30	0	4	1	1
Megan McCarthy	F	Jr	37	7	10	17	0.4595	16	43	3	1	0	0
Brittni Kuyper	D	Sr	38	2	15	17	0.4474	20	40	0	2	0	0
Danielle Hirsch	D	So	38	1	16	17	0.4474	22	52	0	0	0	0
Amy Currier	F	Jr	38	9	7	16	0.4211	21	58	3	6	0	0
Laura Fast	F	Sr	37	4	9	13	0.3514	22	44	1	3	0	0
Brita Schroeder	D	Jr	37	1	8	9	0.2432	21	42	0	0	0	0
Michelle Moen	F	Jr	38	2	5	7	0.1842	9	18	0	0	0	0
Marie-Michel Lemieux	F	Sr	34	5	1	6	0.1765	18	36	1	1	0	0
Stacy Dey	D	Sr	36	0	5	5	0.1389	17	34	0	0	0	0
Alecia Anderson	F	Fr	17	1	1	2	0.1176	1	2	1	0	0	0
Katie Kemmerer	F	So	34	1	1	2	0.0588	1	2	0	0	0	0
Jenaca Fredheim	D	So	32	0	2	2	0.0625	7	14	0	0	0	0
Courtney Josefson	F	Fr	7	1	0	1	0.1429	0	0	0	0	0	0
Kelly Meierhofer	D	So	19	0	1	1	0.0526	9	18	0	0	0	0
Ashley Nixon	G	Fr	11	0	1	1	0.0909	1	2	0	0	0	0
Abby Krause	F	Jr	26	0	1	1	0.0385	0	0	0	0	0	0
Diana Karouzos	D	Fr	9	0	1	1	0.1111	6	12	0	0	0	0
Carmen Lizee	G	Sr	1	0	0	0	0.0000	0	0	0	0	0	0
Maggie Mickelson	D	Fr	19	0	0	0	0.0000	4	8	0	0	0	0
Kendall Newell	G	Sr	28	0	0	0	0.0000	1	2	0	0	0	0
