Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Holly Manning	F	Jr	23	18	9	27	1.1739	6	4	0	0
Beth Fulton	F	Sr	27	5	19	24	0.8889	0	0	0	0
Courtney Rideout	F	Jr	26	10	12	22	0.8462	1	2	0	0
Rachael Wollstadt	F	Fr	25	12	8	20	0.8000	0	4	0	0
Breanne Fortiguerra	D	Sr	27	6	13	19	0.7037	1	0	0	0
Amy Matuewezski	F	Jr	25	10	6	16	0.6400	2	2	1	0
Karen Harrison	F/D	Sr	26	7	9	16	0.6154	0	0	0	0
Molly Zogby	F	Fr	24	8	5	13	0.5417	2	2	0	0
Heather Hill	F	Sr	27	6	5	11	0.4074	1	0	1	0
Tricia Kamp	F	Jr	27	3	6	9	0.3333	1	0	0	0
Katie True	D	Jr	25	2	7	9	0.3600	1	0	0	0
Jill Powers	F	Sr	22	2	6	8	0.3636	0	0	0	0
Jeanna Leclerc	D	So	26	5	2	7	0.2692	1	2	0	0
Lisa Walz	F	Fr	23	3	3	6	0.2609	0	0	0	0
Avery McGill	D	Jr	27	2	3	5	0.1852	0	0	0	0
Heather Aube	D	Jr	17	0	4	4	0.2353	0	0	0	0
Stephanie Slater	D	Jr	27	0	4	4	0.1481	0	0	0	0
Katie Ford	F	Fr	13	2	1	3	0.2308	0	0	0	0
Tara O'Donohue	D	Fr	9	0	3	3	0.3333	0	0	0	0
Jan Forgeron	F	Sr	5	1	1	2	0.4000	0	0	0	0
Karen Jamnik	G	So	23	0	2	2	0.0870	0	0	0	0
Janet Peterson	F	So	14	0	1	1	0.0714	0	0	0	0
Molly Duer	G	Sr	4	0	0	0	0.0000	0	0	0	0
