Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Lynny Gonzales	F/D	Jr	27	16	14	30	1.1111	3	6	4	4	0	0
Darcy Hier	F	Jr	27	8	17	25	0.9259	8	16	1	1	3	0
Meagan Sudik	F	Jr	27	10	10	20	0.7407	4	8	3	0	1	0
Jodie Galluzzi	F	Jr	27	5	10	15	0.5556	3	6	0	2	1	0
Samantha Glockling	F	Jr	27	4	11	15	0.5556	26	52	0	3	1	0
Tiffany Bichrest	F/D	Jr	25	5	9	14	0.5600	13	26	0	3	0	0
MacKenzie Roy	D	So	27	4	9	13	0.4815	16	32	1	2	0	0
Becky Heim	D	Jr	27	2	9	11	0.4074	11	22	0	0	1	0
Andrea Maxon	F	Sr	27	3	7	10	0.3704	2	4	1	2	0	0
Meghan McMahon	F	Fr	27	4	4	8	0.2963	10	20	2	0	0	0
Carmen Johnson	F	Fr	27	2	2	4	0.1481	5	10	0	0	0	0
Ann Rancourt	D	Jr	26	0	3	3	0.1154	13	26	0	0	0	0
Nicole Joslyn	D	Fr	27	0	3	3	0.1111	14	28	0	0	0	0
Jona Johnson	F	Jr	26	1	1	2	0.0769	0	0	0	0	0	0
Lindsay Norton	D	Fr	26	0	2	2	0.0769	5	10	0	0	0	0
Mary Fusco	D	Fr	15	0	2	2	0.1333	9	18	0	0	0	0
Eliza Kelley	F	Jr	16	1	0	1	0.0625	1	2	1	0	0	0
Devin Leary	F	Fr	2	1	0	1	0.5000	4	8	0	1	0	0
Shannen Doherty	F	Fr	18	0	1	1	0.0556	2	4	0	0	0	0
Laurel Simer	G	Jr	4	0	0	0	0.0000	0	0	0	0	0	0
Sara George	D	Jr	22	0	0	0	0.0000	2	4	0	0	0	0
Kristina Reeves	F	Sr	13	0	0	0	0.0000	7	14	0	0	0	0
Jill Doherty	G	Sr	25	0	0	0	0.0000	1	2	0	0	0	0
