Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Sara McDonald	F	Fr	33	17	12	29	0.8788	4	4	0	2
Chrissy Yule	F	Fr	32	11	14	25	0.7813	4	5	0	0
Lyndsay Barch	F	So	33	13	9	22	0.6667	1	4	1	1
C.J. Ireland	F	Jr	33	6	15	21	0.6364	1	2	0	1
Britney Millar	F/D	So	32	9	11	20	0.6250	2	3	1	0
Lindsay Dellow	F	Fr	33	12	7	19	0.5758	4	2	0	0
Jennifer Jeffrey	D	Jr	33	3	16	19	0.5758	0	0	0	0
Randi Pilger	D	Jr	33	8	7	15	0.4545	1	5	0	0
Jessica Dillabough	F	So	31	5	9	14	0.4516	1	1	1	1
Elizabeth Betteridge	D	Jr	33	3	8	11	0.3333	1	1	0	0
Kelly Raycroft	F	So	33	1	9	10	0.3030	0	0	0	0
Seanna Murphy	F	Jr	30	3	5	8	0.2667	2	0	0	0
Mariann MacDougall	D	Jr	33	3	3	6	0.1818	1	1	0	0
K.C. Gallo	F	Jr	13	2	4	6	0.4615	0	2	0	0
Tracy Logan	C	Jr	32	3	0	3	0.0938	1	0	0	0
Christy Vinge	F	Jr	33	2	1	3	0.0909	1	0	0	0
Rachelle Haight	D	Fr	25	1	1	2	0.0800	0	1	0	0
Natalie Schembri	D	Jr	31	0	2	2	0.0645	0	0	0	0
Tiffany Ribble	G	Jr	17	0	1	1	0.0588	0	0	0	0
Kerry Ryan	F	Jr	26	0	1	1	0.0385	0	0	0	0
Sondra Sherman	D	Fr	7	0	0	0	0.0000	0	0	0	0
Kim Raymond	G	So	1	0	0	0	0.0000	0	0	0	0
Desirae Clark	G	Fr	18	0	0	0	0.0000	0	0	0	0
