Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Lauren Smith	F	Sr	36	24	12	36	1.0000	10	34	4	9	1	0
Tracy McCann	F	Jr	36	15	11	26	0.7222	11	22	3	6	0	0
Kathleen Rogan	F	Jr	32	6	14	20	0.6250	5	10	0	1	0	0
Emilia Andersson	D	Sr	36	3	17	20	0.5556	7	14	0	2	0	0
Lauren Barnes	D/F	Jr	35	3	11	14	0.4000	18	47	0	0	0	0
Kari Lundberg	F	Jr	36	2	8	10	0.2778	6	12	0	0	0	0
Nicole Germaine	F	Jr	35	2	6	8	0.2286	3	6	1	0	0	0
Casey Hirsch	F	So	30	5	2	7	0.2333	1	2	1	0	0	0
Lauren Zrust	F	Sr	35	2	5	7	0.2000	3	6	1	0	0	0
Kelsie Scott	F	Jr	35	3	3	6	0.1714	20	40	0	0	0	0
Shelby Moteyunas	D	So	36	2	3	5	0.1389	5	10	0	1	0	0
Melissa Klippenstein	F	Jr	36	2	2	4	0.1111	7	14	0	2	0	0
Giulianna Pallotta	D	Fr	35	0	4	4	0.1143	2	4	0	0	0	0
Erika Magnusson	D	Sr	31	0	4	4	0.1290	12	24	0	0	0	0
Danielle Scholzen	D	Jr	33	0	3	3	0.0909	16	43	0	0	0	0
Haley Northcote	D	Fr	21	0	2	2	0.0952	2	4	0	0	0	0
Lindsay Nagel	F	Fr	30	0	2	2	0.0667	4	8	0	0	0	0
Natalie Stoltz	F	So	36	0	2	2	0.0556	0	0	0	0	0	0
Krystal Baumann	F	So	11	0	1	1	0.0909	4	8	0	0	0	0
Katie Johnson	F	Fr	31	0	1	1	0.0323	3	6	0	0	0	0
Danielle Butters	G	Jr	34	0	0	0	0.0000	0	0	0	0	0	0
Erin Krichiver	G	So	9	0	0	0	0.0000	0	0	0	0	0	0
