Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Geneva Lloyd	D	Sr	24	13	14	27	1.1250	5	10	2	4	1	0
Tori Salmon	F	So	24	7	18	25	1.0417	2	4	2	2	0	0
Megan Doyen	F	Sr	24	12	5	17	0.7083	0	0	4	8	0	0
Emily Flom	F	So	24	7	4	11	0.4583	6	12	0	2	0	0
Ashley Salerno	D	Jr	24	3	8	11	0.4583	6	15	0	2	0	0
Erin Martin	F	Fr	24	7	2	9	0.3750	8	16	1	0	0	0
Courtney Baranek	F	Jr	24	6	3	9	0.3750	1	2	2	0	2	2
Eileen Harris	F	Fr	24	2	6	8	0.3333	9	18	0	0	0	1
Madeline Tank	F	So	24	2	5	7	0.2917	4	8	0	0	0	0
Kaitlyn McInnis	F	Sr	24	2	5	7	0.2917	9	18	1	0	0	0
Barrett McBride	F	Jr	23	1	6	7	0.3043	10	20	0	0	0	0
Hayley Opperman	D	Jr	24	2	4	6	0.2500	6	12	0	0	0	0
Anne Gillard	F	So	24	3	1	4	0.1667	2	4	0	0	0	0
Avery Stone	F/D	Jr	24	0	3	3	0.1250	5	10	0	0	0	0
Melissa Martin	D	So	16	0	1	1	0.0625	2	4	0	0	0	0
Kasia Henley	G	Fr	6	0	0	0	0.0000	0	0	0	0	0	0
Caroline Bomstein	D	Fr	24	0	0	0	0.0000	10	20	0	0	0	0
Kerri Stuart	G	Jr	21	0	0	0	0.0000	0	0	0	0	0	0
