Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Alexa Gruschow	F	Jr	31	13	10	23	0.7419	13	40	1	5	2	0
Shayna Tomlinson	F	Fr	32	5	12	17	0.5313	4	8	0	1	0	0
Ali Svoboda	F	Sr	34	8	8	16	0.4706	9	18	1	2	1	0
Taylor Mahoney	F	Sr	34	5	11	16	0.4706	10	31	0	2	0	1
Kathryn Schilter	D	Sr	33	1	14	15	0.4545	7	14	1	1	0	0
Laura Horwood	F	So	33	7	7	14	0.4242	8	16	0	1	0	0
Lauren Wash	F	Jr	31	4	5	9	0.2903	5	10	1	1	0	0
Whitney Renn	F	Fr	33	1	8	9	0.2727	3	6	0	0	0	0
Marisa Raspa	F	Fr	34	5	3	8	0.2353	4	8	2	0	0	0
Jenn Godin	D	Jr	26	3	5	8	0.3077	11	22	0	0	0	0
Mariana Walsh	F	Sr	33	4	2	6	0.1818	9	18	0	0	0	0
Hannah Behounek	D	So	34	3	2	5	0.1471	21	42	1	1	1	1
Katie Rooney	F	So	34	3	2	5	0.1471	7	14	0	0	0	0
Mari Mankey	F	Jr	34	0	4	4	0.1176	6	12	0	0	0	0
Delaney Middlebrook	D	Sr	33	1	1	2	0.0606	14	28	0	0	0	0
Brandi Banks	D	Jr	33	0	2	2	0.0606	3	6	0	0	0	0
Amanda Kimmerle	D	Fr	34	0	2	2	0.0588	5	10	0	0	0	0
Kelly O'Brien	G	Sr	24	0	1	1	0.0417	0	0	0	0	0	0
Heidi Huhtamäki	D	So	2	0	0	0	0.0000	1	2	0	0	0	0
Lindsey Hylwa	F	So	32	0	0	0	0.0000	5	10	0	0	0	0
Sara Till	G	Jr	1	0	0	0	0.0000	0	0	0	0	0	0
Brianna Piper	G	Sr	12	0	0	0	0.0000	0	0	0	0	0	0
