Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Holly Manning	F	Sr	26	25	10	35	1.3462	3	3	0	1
Amy Matuewezski	F	Sr	27	12	13	25	0.9259	1	4	2	0
Courtney Rideout	F	Sr	27	7	12	19	0.7037	1	0	1	0
Tricia Kamp	F	Sr	27	5	12	17	0.6296	0	0	0	1
Katie True	D	Sr	27	6	9	15	0.5556	3	1	0	0
Audra Hill	F	Fr	26	7	6	13	0.5000	1	2	0	0
Molly Zogby	F	So	27	8	2	10	0.3704	5	1	0	0
Halley Grabarz	F	Fr	25	4	6	10	0.4000	0	0	0	0
Valerie Atkinson	F/D	Fr	27	5	4	9	0.3333	1	0	0	0
Andrea Cotty	F	Fr	15	4	4	8	0.5333	0	0	0	0
Sarah Sandwick	F	Fr	26	3	5	8	0.3077	0	1	0	0
Caitlin Cashman	D	Fr	26	0	7	7	0.2692	0	0	0	0
Andrea Maillett	F	Fr	15	4	1	5	0.3333	0	0	0	0
Rachael Wollstadt	F	So	14	2	3	5	0.3571	0	0	0	0
Heather Aube	D	Sr	27	0	5	5	0.1852	0	0	0	0
Heather Kornmann	F	Fr	22	3	1	4	0.1818	0	0	0	0
Jeanna Leclerc	D	Jr	25	1	3	4	0.1600	0	0	0	0
Avery McGill	D	Sr	27	0	4	4	0.1481	0	0	0	0
Michelle Stephen	D	Fr	15	0	2	2	0.1333	0	0	0	0
Rachael Hublitz	D	Fr	24	1	0	1	0.0417	0	0	0	0
Elyce Bonnell	G	Fr	5	0	0	0	0.0000	0	0	0	0
Karen Jamnik	G	Jr	26	0	0	0	0.0000	0	0	0	0
