Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Tricia Silvestri	F/D	Fr	20	9	14	23	1.1500	0	2	0	0
MaryAnn Knott	F/D	Sr	20	7	9	16	0.8000	1	1	0	0
Dani Blanchard	F	Jr	17	5	11	16	0.9412	2	2	0	0
Judy Ellis	F	So	20	6	9	15	0.7500	1	2	3	0
Brooke Bazinet	D	Sr	20	5	10	15	0.7500	0	1	1	0
Cailin O'Hara	F	So	20	7	7	14	0.7000	1	1	0	0
Erin Fleury	F	Fr	20	5	9	14	0.7000	0	1	0	0
Kelly Crumb	F	Fr	19	5	7	12	0.6316	1	0	2	0
Melissa Manning	F	Sr	20	4	5	9	0.4500	1	0	0	0
Lindsay Davies	F	Sr	16	2	5	7	0.4375	0	1	0	0
Lindsay Weinstein	D	So	20	1	6	7	0.3500	0	0	0	0
Daryl Pace	F	So	13	4	2	6	0.4615	0	0	0	0
Kate Ciraulo	F	Jr	11	3	2	5	0.4545	1	0	0	0
Janie Byrd	D	Fr	18	2	3	5	0.2778	1	1	0	0
Julia Pahler	D	Fr	20	2	3	5	0.2500	0	0	0	0
Heather Nelson	F	Sr	17	2	1	3	0.1765	0	1	0	0
Amanda McCann	F	So	17	0	3	3	0.1765	0	0	0	0
Abby Brener	D	Sr	16	0	3	3	0.1875	0	0	0	0
Tara Caley	D	Sr	16	1	1	2	0.1250	0	0	0	0
Dusti Sheley	D	Fr	5	0	0	0	0.0000	0	0	0	0
Tiffany Wixom	G	Fr	9	0	0	0	0.0000	0	0	0	0
Kelly Fillmore	G	Sr	10	0	0	0	0.0000	0	0	0	0
Jamie Ross	G	So	2	0	0	0	0.0000	0	0	0	0
