Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Chelsey Wierschem	F	So	24	11	8	19	0.7917	6	12	2	4	0	0
Kayla Chilstrom	D	Sr	28	7	11	18	0.6429	11	30	2	1	0	0
Alison Shrift	F	Fr	28	10	7	17	0.6071	7	14	0	4	0	0
Shana Katz	F	Sr	28	6	11	17	0.6071	9	18	1	2	0	0
Jenn Paul	F	Fr	28	9	7	16	0.5714	8	16	3	3	0	0
Teagan Cassan	F	Sr	28	5	9	14	0.5000	6	12	0	1	0	0
Ashlee Olson	F	Jr	28	7	4	11	0.3929	4	8	1	1	1	0
Ashley Martin	D/F	Jr	21	4	7	11	0.5238	25	50	0	0	0	1
Bailey Lane	D	So	28	2	8	10	0.3571	8	16	0	0	0	0
Sheryl Kaskiw	D	Fr	28	0	10	10	0.3571	9	18	0	0	0	0
Kelsey Firkus	F	Fr	28	3	6	9	0.3214	2	4	2	1	0	0
Allie Pullar	D	Sr	28	2	7	9	0.3214	3	6	0	0	0	0
Becca Kent	F	Jr	28	4	4	8	0.2857	17	34	0	0	0	0
Kaiti Graham	D	So	28	2	3	5	0.1786	19	38	2	1	0	0
Shaye Nelissen	D	Fr	26	0	5	5	0.1923	6	12	0	0	0	0
Teal Crosson	F	Fr	28	0	2	2	0.0714	1	2	0	0	0	0
Courtney Esse	F	Fr	9	0	1	1	0.1111	3	6	0	0	0	0
Taylor Stutsman	F	Jr	26	0	0	0	0.0000	0	0	0	0	0	0
Shanley Peters	G	Fr	14	0	0	0	0.0000	1	2	0	0	0	0
Hannah Buchite	D	Fr	10	0	0	0	0.0000	2	4	0	0	0	0
Amy Torgerson	G	Jr	14	0	0	0	0.0000	1	2	0	0	0	0
