Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Renee Sisti	F	So	25	14	12	26	1.0400	3	4	1	1
Alison White	F	Sr	25	11	12	23	0.9200	1	1	0	0
Rachel Simon	F	Fr	24	14	8	22	0.9167	3	3	0	0
Alena Harrison	F	Fr	23	8	10	18	0.7826	0	0	0	0
Meghan Dickoff	D	Fr	25	5	9	14	0.5600	2	3	0	0
Leah Kaplan	F	So	25	7	5	12	0.4800	2	0	0	0
Tory Serues	F	Sr	25	2	10	12	0.4800	0	0	0	0
Amanda Mattei	D	So	25	1	8	9	0.3600	0	1	0	0
Emily Cronin	D	Fr	24	6	2	8	0.3333	2	1	0	0
Tes Siarnacki	D	Fr	18	1	6	7	0.3889	0	0	0	0
Alicia Pichard	D	Jr	25	2	4	6	0.2400	0	0	0	0
Kirsten Forsberg	D	Fr	24	2	4	6	0.2500	0	0	0	0
Sarah Mason	D	Jr	25	0	5	5	0.2000	0	0	0	0
Amanda Muller	D	Sr	25	0	3	3	0.1200	0	0	0	0
Elissa Landes	F/D	Sr	22	2	0	2	0.0909	0	0	0	0
Bethany Croy	D	So	24	0	1	1	0.0417	0	0	0	0
Annie Grabowski	F	Jr	9	0	1	1	0.1111	0	0	0	0
Ellie Roe	F	Jr	16	0	0	0	0.0000	0	0	0	0
Katie Potter	G	Sr	1	0	0	0	0.0000	0	0	0	0
Lindsay Grabowski	G	Fr	25	0	0	0	0.0000	0	0	0	0
Lauren Caldwell	D	Jr	6	0	0	0	0.0000	0	0	0	0
Jess Matthews	F	So	17	0	0	0	0.0000	0	0	0	0
