Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Nicole Stumpf	F	Jr	26	7	17	24	0.9231	8	16	0	1	0	0
Taylor Orr	F	Sr	26	10	5	15	0.5769	11	22	1	1	1	0
Margot Fleming	F	So	25	6	7	13	0.5200	3	6	1	0	0	0
Kristen Latta	D	Sr	25	6	7	13	0.5200	18	36	1	3	0	0
Kira Clunis	F	So	26	7	4	11	0.4231	10	20	2	2	0	0
Alison Umland	F	Jr	21	3	8	11	0.5238	3	6	0	0	0	0
Lisa Tuuri	F	So	15	6	4	10	0.6667	5	10	1	4	0	0
Alex Meyer	F	Sr	25	4	6	10	0.4000	4	8	1	0	0	1
Christina Benjamin	F	Sr	21	4	6	10	0.4762	4	8	0	1	1	0
Devyn Hotho	F	Fr	25	3	4	7	0.2800	0	0	1	0	0	0
Tara Reyelts	F	So	26	3	4	7	0.2692	5	10	1	2	0	0
Alana Patrick	D	So	25	2	3	5	0.2000	5	10	0	1	0	0
Katie Moeller	F	So	24	2	2	4	0.1667	1	2	0	0	0	0
Caroline Ponessa	D	Fr	24	1	3	4	0.1667	17	34	0	0	0	0
Sarah Edgerton	F	Sr	26	0	3	3	0.1154	12	24	0	0	0	0
Courtney Nelson	D	Fr	25	0	3	3	0.1200	8	16	0	0	0	0
Tala Gallaga	F	Fr	17	0	1	1	0.0588	0	0	0	0	0	0
Melina Lamer	D	Jr	4	0	1	1	0.2500	0	0	0	0	0	0
Shea Noerenberg	D	Fr	26	0	1	1	0.0385	7	14	0	0	0	0
Lauren Bazzachini	F	Fr	23	0	0	0	0.0000	3	6	0	0	0	0
Ali McKeever	G	Fr	17	0	0	0	0.0000	0	0	0	0	0	0
Sam Ubl	G	Fr	13	0	0	0	0.0000	2	4	0	0	0	0
