Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Isabelle Richard	F	So	25	14	16	30	1.2000	1	3	0	0
Brittany Davies	F	Fr	24	10	18	28	1.1667	1	2	0	1
Maegan Geypens	F	Fr	25	14	12	26	1.0400	2	4	0	0
Jessica Ciarmella	F	Fr	24	10	11	21	0.8750	2	2	1	0
Stacey McConnell	D	Jr	20	7	14	21	1.0500	2	2	0	0
Nicole Gedney	F	Sr	25	3	15	18	0.7200	0	0	1	0
Becky Jaiven	F	So	25	8	7	15	0.6000	0	1	0	0
Kaley Ostanek	F/D	Sr	25	7	5	12	0.4800	1	1	0	0
Allison Bernstein	F	So	24	5	7	12	0.5000	1	0	0	0
Sarah Wilson	F	So	25	4	8	12	0.4800	0	2	0	0
Dayna Birch	F	Fr	23	6	4	10	0.4348	3	1	0	0
Courtenay Cooper	D	Fr	25	1	9	10	0.4000	0	0	0	0
Lindsay Latour	D	Jr	25	3	4	7	0.2800	1	2	0	0
Kiersten Shinrock	F/D	So	17	1	5	6	0.3529	0	0	0	0
Samantha Bergan	D	Fr	19	1	4	5	0.2632	0	1	0	0
Jerica Young	F	Fr	25	2	2	4	0.1600	1	0	1	0
Chelsea Palmer	F	Fr	23	1	2	3	0.1304	0	0	0	0
Chandra Baker	F	Fr	18	1	2	3	0.1667	0	1	0	0
Kathryn Reinhold	F	Jr	19	1	1	2	0.1053	0	0	0	0
Rachel Chrash	F	So	7	0	0	0	0.0000	0	0	0	0
Breanna Dobbe	G	So	12	0	0	0	0.0000	0	0	0	0
Nicki Werner	G	Jr	18	0	0	0	0.0000	0	0	0	0
