Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Crysti Howser	F	Fr	24	12	13	25	1.0417	1	3	1	0
Deena Caplette	F	Sr	31	11	13	24	0.7742	3	6	1	1
Kristin Savard	F	Jr	31	7	13	20	0.6452	0	1	2	1
Sheila Zingler	F	Jr	31	7	11	18	0.5806	2	4	0	0
Jenna Spring	F	Jr	31	11	5	16	0.5161	3	5	0	0
Sarah Tittman	F	Fr	31	5	7	12	0.3871	0	0	0	1
Kelsey Johnson	F	Jr	31	6	5	11	0.3548	0	2	0	0
Nina Resor	D	Jr	29	2	9	11	0.3793	0	1	0	1
Kristen Stupay	F	Fr	31	2	8	10	0.3226	0	1	0	0
Maggie Westfal	F	Fr	24	4	4	8	0.3333	0	3	0	0
Carlee Ness	D	Fr	27	0	8	8	0.2963	0	0	0	0
Christina Sharun	F	Jr	31	4	3	7	0.2258	0	1	0	0
Lisa Jacque	F	Sr	31	4	3	7	0.2258	0	1	0	0
Danielle Kozlowski	F/D	Fr	31	2	5	7	0.2258	2	1	0	0
Carry Resor	D	Fr	26	2	2	4	0.1538	0	0	0	0
Ann-Renée Guillemette	D	So	31	1	3	4	0.1290	0	0	0	0
Regan Gilbride	F/D	Jr	31	0	3	3	0.0968	0	0	0	0
Sarah Love	G	Sr	27	0	1	1	0.0370	0	0	0	0
Shivon Zilis	G	So	7	0	0	0	0.0000	0	0	0	0
