Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Stasia Bakhit	F	Jr	25	12	13	25	1.0000	2	2	1	0
Sherrie White	F	Jr	26	14	6	20	0.7692	3	2	2	0
Anne Girtz	F	Fr	18	6	7	13	0.7222	2	0	1	0
Jessica Kovacevich	D	Fr	26	3	8	11	0.4231	0	1	0	0
Amber Yorga	F	Fr	21	2	9	11	0.5238	0	0	0	0
Abbey Strong	D	Jr	25	3	7	10	0.4000	0	1	0	0
Mikaela Tofte	D	Sr	26	3	6	9	0.3462	1	2	0	0
Elizabeth Funk	F	Fr	26	6	2	8	0.3077	0	2	0	0
Devon Fingland	F	Fr	26	3	5	8	0.3077	0	0	1	0
Natasha Holt	D	Fr	26	3	4	7	0.2692	1	1	0	1
Sarah McCann	F	Fr	26	2	3	5	0.1923	0	0	0	0
Meghan Mutrie	F	Fr	26	2	3	5	0.1923	0	1	1	0
Meaghan Nelson	F/D	So	26	2	3	5	0.1923	0	0	0	0
Lauren Myers	F	Fr	22	2	2	4	0.1818	1	1	0	0
Aynsley Allen	F	Fr	26	2	1	3	0.1154	0	0	0	0
Danae Olean	D	Fr	26	0	1	1	0.0385	0	0	0	0
Tawni Hauser	F	So	24	0	1	1	0.0417	0	0	0	0
Danielle Jwanouskos	D	Fr	26	0	0	0	0.0000	0	0	0	0
Amber Hasbargen	G	Fr	19	0	0	0	0.0000	0	0	0	0
Margaret-Ann Hinkley	G	Fr	8	0	0	0	0.0000	0	0	0	0
