Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Kameron Klauber	F	Fr	22	23	12	35	1.5909	17	34	1	3	1	0
Clarion Hess	F	Fr	22	8	9	17	0.7727	9	18	2	1	0	0
Stephanie Brenman	D	Sr	22	4	10	14	0.6364	15	30	1	2	0	0
Connie Lu	F	So	20	4	5	9	0.4500	0	0	0	0	0	0
Lauren Kazmierski	F	So	22	5	3	8	0.3636	17	37	0	2	0	0
Catherine Harding	F	Sr	22	3	3	6	0.2727	7	14	0	0	0	0
Rebecca Milson	D	Sr	21	2	4	6	0.2857	5	10	1	0	0	0
Sara John	D	Sr	21	0	3	3	0.1429	7	14	0	0	0	0
Stephanie Leger	F	So	21	1	1	2	0.0952	0	0	1	0	0	0
Jessica Hammond	D	Fr	12	0	1	1	0.0833	9	18	0	0	0	0
Kelcie Abraham	F	Jr	22	0	1	1	0.0455	1	2	0	0	0	0
Claire Smith	F	Jr	20	0	0	0	0.0000	1	2	0	0	0	0
Rachel Bowens-Rubin	G	So	22	0	0	0	0.0000	0	0	0	0	0	0
Julia Roberts	G	Jr	1	0	0	0	0.0000	2	4	0	0	0	0
Gilian Grogan	F	Fr	8	0	0	0	0.0000	0	0	0	0	0	0
