Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Sara Mahoney	F	Jr	35	11	5	16	0.4571	0	4	0	1
Megan McLeod	F	So	34	6	10	16	0.4706	1	4	0	0
Jacquelyn McGuire	F	So	35	5	11	16	0.4571	1	3	0	0
Angie Wallace	F	So	35	6	6	12	0.3429	2	0	0	0
Kimberly Berry	F	So	19	7	3	10	0.5263	2	1	0	0
Tiffany Owens	F	So	35	3	6	9	0.2571	1	1	0	0
Jill VanDam	F	Fr	34	4	4	8	0.2353	1	2	0	0
Shannon Connolly	F	So	35	2	6	8	0.2286	0	1	0	0
Janelle Armitage	F	Fr	35	3	4	7	0.2000	0	0	0	0
Stefanie Snow	D	Jr	35	2	5	7	0.2000	1	1	0	0
Laura Stosky	D	So	23	4	2	6	0.2609	2	1	0	0
Caitlin Salazer-Reid	D	So	35	3	2	5	0.1429	0	1	0	0
Jennifer Houlden	D	Fr	35	2	3	5	0.1429	0	1	0	0
Allison Oropallo	F	So	21	0	2	2	0.0952	0	0	0	0
Dani Aud	F	Fr	29	0	2	2	0.0690	0	0	0	0
Erika Spaeth	F/D	So	35	0	2	2	0.0571	0	0	0	0
Julie Marashio	F	So	35	0	1	1	0.0286	0	0	0	0
Jen O'Connell	D	Fr	16	0	0	0	0.0000	0	0	0	0
Kaitlyn Shain	G	Fr	14	0	0	0	0.0000	0	0	0	0
Lisa Beck	D	So	34	0	0	0	0.0000	0	0	0	0
Lauren O'Connor	F	So	32	0	0	0	0.0000	0	0	0	0
Shannon Murphy	G	So	27	0	0	0	0.0000	0	0	0	0
