Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Emily Lester	F	Sr	28	15	8	23	0.8214	2	4	5	7	0	0
Katherine Nejedlo	F	Sr	28	5	18	23	0.8214	5	10	0	1	1	1
Cara Lemirande	F	Fr	28	12	7	19	0.6786	7	14	6	9	0	0
Ali Biagini	F	So	27	10	8	18	0.6667	21	64	0	3	0	0
Ellie Punnett	D	So	28	4	13	17	0.6071	20	51	0	1	0	0
Rachel Reynard	F	Sr	28	5	9	14	0.5000	8	16	0	1	0	0
Hailey Rock	F	Sr	28	4	8	12	0.4286	14	28	1	0	1	0
Lauren Smith	D	So	28	4	7	11	0.3929	14	28	0	1	0	0
Shauna Bollinger	F	Sr	27	4	7	11	0.4074	4	8	3	3	0	0
Betsy Anderson	D	Sr	27	2	8	10	0.3704	14	28	0	1	0	0
Logan Harper	F	Fr	26	4	3	7	0.2692	5	10	1	0	0	0
Meredith Ingbretson	F	Jr	27	2	4	6	0.2222	13	26	1	0	0	0
Maddie Schlossmacher	F	So	28	2	2	4	0.1429	2	4	0	0	0	0
Mackenzie Kratch	F/D	Fr	28	1	3	4	0.1429	5	10	0	0	0	0
Lexi Englund	F/D	So	28	2	0	2	0.0714	6	12	0	0	0	0
Anissa Flick	D	Jr	24	0	0	0	0.0000	0	0	0	0	0	0
Lisa Fowle	G	So	10	0	0	0	0.0000	0	0	0	0	0	0
Allie Gloudemans	G	Sr	2	0	0	0	0.0000	0	0	0	0	0	0
Sydney Conley	G	Fr	19	0	0	0	0.0000	0	0	0	0	0	0
Sierra Winter	F	So	25	0	0	0	0.0000	0	0	0	0	0	0
Emma Ray	D	So	25	0	0	0	0.0000	0	0	0	0	0	0
