Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Isabelle Richard	F	Sr	26	12	16	28	1.0769	3	6	4	7	1	0
Sarah Dagg	F	Fr	26	12	15	27	1.0385	12	24	3	8	1	0
Amanda Klassen	F	Fr	26	17	9	26	1.0000	8	16	3	4	2	2
Katie Stack	F	Fr	26	13	12	25	0.9615	17	34	2	3	2	0
Maegan Geypens	F	Jr	25	7	17	24	0.9600	19	38	1	1	0	0
Keltie Jones	F	Jr	26	7	15	22	0.8462	0	0	1	5	1	0
Lindsay Littman	D	Jr	26	2	12	14	0.5385	14	28	0	1	0	0
Jerica Young	F	Jr	26	5	7	12	0.4615	14	39	0	1	2	0
Traci Galbraith	D	Fr	26	5	7	12	0.4615	17	34	0	2	0	0
Melissa Hall	F	So	26	5	6	11	0.4231	8	16	1	1	2	0
Courtenay Cooper	D	Jr	24	2	9	11	0.4583	12	24	1	1	0	0
Shireen Irani	F	So	25	2	6	8	0.3200	11	22	1	0	1	0
Kelley Prom	F	So	26	2	3	5	0.1923	10	20	1	1	0	0
Nicole Scuteri	F	Fr	23	2	3	5	0.2174	8	16	0	0	0	0
Dayna Birch	F	Jr	19	1	3	4	0.2105	4	8	0	0	0	0
Kylie Mazzetta	F	Fr	22	0	3	3	0.1364	8	16	0	0	0	0
Sarah Wilson	F	Sr	19	2	0	2	0.1053	0	0	1	0	0	0
Lauren Hamby	F	Fr	24	1	1	2	0.0833	2	4	0	0	0	0
Brianne Campi	D	So	17	0	2	2	0.1176	16	32	0	0	0	0
Alyssa Koniar	G	Fr	1	0	0	0	0.0000	0	0	0	0	0	0
Karen Quigley	G	So	4	0	0	0	0.0000	0	0	0	0	0	0
Ann Marie Stefaney	D	Fr	4	0	0	0	0.0000	0	0	0	0	0	0
Sandra Grant	G	Jr	21	0	0	0	0.0000	0	0	0	0	0	0
