Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Angela Yuhas	F	Sr	26	12	14	26	1.0000	2	1	0	0
Rori Jean	F	Sr	27	14	8	22	0.8148	3	3	1	0
Siobhan Russell	D	So	26	7	6	13	0.5000	0	3	0	0
Kim Corcoran	F	Sr	22	5	8	13	0.5909	2	0	0	0
Erin Resso	F	Fr	26	4	8	12	0.4615	1	0	0	0
Emily Lapworth	D	Fr	23	4	8	12	0.5217	1	0	1	0
Sarah Turbert	F	Fr	25	6	5	11	0.4400	0	2	0	0
Stacey Sheridan	D	Jr	22	4	7	11	0.5000	1	0	1	0
Danielle Campbell	F	Fr	25	5	4	9	0.3600	2	2	0	0
Lyndsey Bennett	F	So	18	5	4	9	0.5000	0	0	1	0
Jane Auxier	D	Fr	22	2	6	8	0.3636	0	0	0	0
Kylie Ammel	D	Fr	24	1	6	7	0.2917	0	0	0	0
Kristin Dudenbostel	D	Sr	25	1	6	7	0.2800	0	0	0	0
Meredith Glavin	F	So	24	3	3	6	0.2500	0	0	0	0
Kristina DeRita	F	So	16	2	2	4	0.2500	0	0	0	0
Rebecca Gelinas	D	Jr	27	2	2	4	0.1481	0	0	0	0
Tamara Flanagan	F	So	12	1	2	3	0.2500	0	0	0	0
Sarah Lautenbach	F	Fr	20	1	2	3	0.1500	0	0	0	0
Jessica Felt	F	Fr	10	1	2	3	0.3000	0	0	0	0
Kara McFadden	D	Sr	24	1	1	2	0.0833	0	0	0	0
Brittany Hoole	F	So	2	1	0	1	0.5000	0	0	1	0
Nicole Farrelly	D	Fr	22	0	1	1	0.0455	0	0	0	0
Ashliegh Nyborg	D	Fr	9	0	1	1	0.1111	0	0	0	0
Caitlin Tyburski	F	Fr	2	0	1	1	0.5000	0	0	0	0
Kathryn Preston	F	Fr	3	0	0	0	0.0000	0	0	0	0
Taryn Catania	G	Jr	19	0	0	0	0.0000	0	0	0	0
Renee Weeks	F	Jr	1	0	0	0	0.0000	0	0	0	0
Jennifer Barris	G	Fr	12	0	0	0	0.0000	0	0	0	0
Colleen Jackson	D	Fr	3	0	0	0	0.0000	0	0	0	0
