Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Chelsea Blackburn	F	Jr	26	24	9	33	1.2692	8	16	7	5	1	1
Monica Pozuc	F	Jr	26	9	18	27	1.0385	7	14	1	5	0	0
Natalie Rosendahl	D	Jr	26	4	11	15	0.5769	11	22	0	1	0	0
Maddy Ricci	F	So	26	3	11	14	0.5385	7	14	1	0	0	1
Jordan Pirrello	F	Fr	26	5	6	11	0.4231	4	8	0	0	0	0
Allie Sabatini	F	So	26	4	6	10	0.3846	3	6	0	1	0	0
Cierra Siemasko	F	So	26	4	5	9	0.3462	5	10	0	1	0	0
Allie Bruns	D	Jr	26	3	6	9	0.3462	5	10	1	0	0	0
Rachel Grewette	D	Fr	26	2	6	8	0.3077	9	18	0	0	0	0
Chelsea Ellis	F	Jr	24	3	4	7	0.2917	4	8	1	0	0	0
Sarah Antonelli	D	Jr	26	3	4	7	0.2692	13	26	0	1	0	0
Allyson Barlow	F	Fr	26	5	1	6	0.2308	6	12	1	1	0	0
Carly McGee	D	Fr	26	2	4	6	0.2308	1	2	1	1	0	0
Savannah Sommers	F	Jr	26	1	2	3	0.1154	11	22	0	1	0	0
Laura Brezinski	D	So	25	1	1	2	0.0800	1	2	1	0	0	0
Brittany Rose	G	Fr	2	0	0	0	0.0000	0	0	0	0	0	0
Annie Smyth-Hammond	G	Fr	11	0	0	0	0.0000	0	0	0	0	0	0
Caitie Darosa	G	So	17	0	0	0	0.0000	0	0	0	0	0	0
