Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Stephanie Couzin	F	So	27	24	18	42	1.5556	3	9	2	0
Samantha Rush	D	Jr	27	15	16	31	1.1481	6	3	3	0
Erica van DeGraff	F	Fr	27	10	20	30	1.1111	0	3	0	0
Lisa Wilson	D	Fr	26	10	7	17	0.6538	0	7	0	0
Casey Harvel	F	Jr	27	4	13	17	0.6296	1	1	0	0
Katelyn Doherty	D	Fr	27	4	12	16	0.5926	0	3	0	1
Kathryn O'Connor	F	Fr	27	9	5	14	0.5185	1	2	2	1
Parnell Ormiston	D	Jr	27	5	8	13	0.4815	0	3	1	0
Kathryn Kelley	F	Fr	22	6	6	12	0.5455	2	1	0	0
Samantha Murphy	F	Jr	27	5	5	10	0.3704	0	2	0	0
Jackie Flint	F	Fr	25	3	6	9	0.3600	0	0	0	0
Allie DeAngelis	D	So	27	2	5	7	0.2593	1	0	0	0
Wendy Nobrega	D	Fr	24	3	3	6	0.2500	0	0	0	0
Amy McGhee	F	So	25	4	1	5	0.2000	0	1	0	0
Shara Conroy	D	Sr	27	0	5	5	0.1852	0	0	0	0
Meghan Donovan	D	Jr	27	2	2	4	0.1481	1	0	0	0
Julia Matthews	F	Fr	13	2	2	4	0.3077	0	0	0	0
Katherine Falkowski	F	Jr	27	1	3	4	0.1481	0	0	0	0
Marie Hickey	F	So	8	1	2	3	0.3750	0	0	0	0
Casey McCullion	G	Sr	18	0	1	1	0.0556	0	0	0	0
Emalee Blumhagen	D	Fr	18	0	0	0	0.0000	0	0	0	0
Jennifer Van Dongen	G	So	10	0	0	0	0.0000	0	0	0	0
