Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Amy Menke	F	Jr	35	19	21	40	1.1429	6	12	3	3	2	1
Meghan Dufault	F	Sr	32	12	23	35	1.0938	17	34	5	0	0	0
Becca Kohler	F	Sr	35	16	15	31	0.8857	10	23	4	5	0	2
Halli Krzyzaniak	D	Jr	33	5	12	17	0.5152	8	16	0	2	0	0
Layla Marvin	F	Sr	35	9	7	16	0.4571	2	4	4	1	0	0
Samantha Hanson	F/D	Sr	35	1	9	10	0.2857	9	18	0	0	0	0
Gracen Hirschy	D	Jr	35	4	5	9	0.2571	4	8	1	1	1	1
Anna Kilponen	D	Fr	35	0	9	9	0.2571	2	4	0	0	0	0
Sam LaShomb	D/F	Sr	35	3	5	8	0.2286	8	19	0	1	0	0
Charly Dahlquist	F	Fr	29	1	6	7	0.2414	10	20	0	0	0	1
Vilma Tanskanen	F	Fr	33	4	2	6	0.1818	1	2	0	0	0	0
Jordan Hampton	D	Jr	33	2	3	5	0.1515	5	10	0	1	0	0
Tanja Eisenschmid	D	Sr	33	0	5	5	0.1515	7	25	0	0	0	0
Shannon Kaiser	F	Sr	35	1	2	3	0.0857	1	2	1	0	0	0
Kayla Gardner	F	Jr	35	1	2	3	0.0857	9	18	0	0	0	0
Rebekah Kolstad	F	Fr	35	0	2	2	0.0571	13	26	0	0	0	0
Dorci Medgyes	F/D	Fr	20	1	0	1	0.0500	0	0	0	0	0	0
Shelby Amsley-Benzie	G	Sr	31	0	1	1	0.0323	0	0	0	0	0	0
Marissa Salo	F	Sr	27	0	0	0	0.0000	1	2	0	0	0	0
Breanna Berndsen	F	Fr	16	0	0	0	0.0000	0	0	0	0	0	0
Lexie Shaw	G	Jr	4	0	0	0	0.0000	0	0	0	0	0	0
Taylor Flaherty	D	Fr	24	0	0	0	0.0000	2	4	0	0	0	0
