Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Laura McIntosh	F	Fr	36	11	28	39	1.0833	11	22	1	1	0	0
Hayley Klassen	C	Sr	32	13	19	32	1.0000	15	41	0	4	0	0
Natalie Spooner	F	Fr	30	21	9	30	1.0000	13	26	2	4	1	1
Shannon Reilly	D	So	35	5	14	19	0.5429	18	36	2	2	0	0
Morgan Marziali	W	Sr	27	9	6	15	0.5556	18	36	0	3	0	0
Raelyn LaRocque	F	Jr	36	5	9	14	0.3889	20	40	0	1	0	0
Kim Theut	F	Fr	36	4	8	12	0.3333	7	14	1	1	0	0
Teal Bishop	D	So	32	0	10	10	0.3125	15	30	0	0	0	0
Rachel Davis	D	Jr	36	5	3	8	0.2222	24	59	0	4	0	0
Melissa Feste	F	Fr	36	3	3	6	0.1667	12	24	1	2	0	0
Kelly Wild	D	Fr	23	1	5	6	0.2609	11	22	0	1	0	0
Christina Mancuso	F	So	33	2	1	3	0.0909	21	53	0	0	0	0
Michele Tonnessen	F	Jr	36	1	2	3	0.0833	8	16	0	0	0	0
Megan Hostasek	D	Sr	35	1	2	3	0.0857	21	53	0	0	0	0
Brittany Carlson	D	Fr	34	0	3	3	0.0882	14	28	0	0	0	0
Olivia Antognoli	F	Sr	36	0	2	2	0.0556	17	34	0	0	0	0
Sandy Nelson	D	So	34	0	2	2	0.0588	3	6	0	0	0	0
Liana Bonanno	G	Sr	31	0	2	2	0.0645	2	4	0	0	0	0
Colleen Olson	F	Jr	12	1	0	1	0.0833	4	8	1	0	0	0
Jenna Kilpatrick	F	So	36	0	1	1	0.0278	1	2	0	0	0	0
Barbara Bilko	G	Fr	2	0	0	0	0.0000	0	0	0	0	0	0
Deidre Facklis	G	So	10	0	0	0	0.0000	0	0	0	0	0	0
