Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Katie Couture	F	So	26	10	8	18	0.6923	6	12	3	0	1	0
Julia Pearl	F/D	Sr	26	8	8	16	0.6154	15	30	0	3	1	1
Lynn Kozlowski	F	So	26	7	9	16	0.6154	16	32	1	2	2	1
Cassandra Sherman	F	Jr	26	4	8	12	0.4615	14	28	1	0	0	0
Chelsea Boucher	D	Jr	24	2	8	10	0.4167	5	10	0	1	0	0
Ally Vanidestine	F	So	25	4	2	6	0.2400	9	18	1	0	2	0
Talya Bent	D	Sr	24	3	2	5	0.2083	8	16	0	0	0	0
McKenna Russell	F	So	25	2	3	5	0.2000	5	10	1	0	0	0
Kaleigh Heath	D	Jr	26	2	2	4	0.1538	16	32	1	0	0	0
Tatiana Doucette	D	Fr	26	1	2	3	0.1154	20	40	0	1	0	0
Emilee Burris	F	Fr	26	0	3	3	0.1154	4	8	0	0	0	0
Jess Avery	F	Fr	25	1	1	2	0.0800	3	6	0	0	0	0
Mikhaela Schultz	D	Fr	21	0	2	2	0.0952	7	14	0	0	0	0
Nia Kelly	G	Jr	8	0	0	0	0.0000	0	0	0	0	0	0
Anne-Marie Provencal	D	So	9	0	0	0	0.0000	5	10	0	0	0	0
Olivia Barragree	F	So	26	0	0	0	0.0000	2	4	0	0	0	0
Liz Bergstrom	G	Sr	17	0	0	0	0.0000	1	2	0	0	0	0
Courtney Davis	G	Fr	2	0	0	0	0.0000	0	0	0	0	0	0
