Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Brittany Zuback	F	So	33	14	12	26	0.7879	7	14	1	5	0	1
Amanda Pelkey	F	So	25	9	11	20	0.8000	9	18	1	4	0	0
Klara Myrén	F	So	25	5	13	18	0.7200	8	16	0	2	0	0
Emily Walsh	F	Sr	33	5	11	16	0.4848	7	14	0	1	0	0
Gina Repaci	D	So	28	2	13	15	0.5357	16	43	1	1	0	0
Meghan Huertas	F	So	22	8	6	14	0.6364	11	38	1	0	0	0
Erin Wente	F	Sr	31	6	8	14	0.4516	27	54	1	2	0	0
Kellie Dineen	F	Jr	31	6	6	12	0.3871	7	14	0	2	0	0
Danielle Rancourt	D	Jr	33	6	5	11	0.3333	3	6	2	1	0	0
Dayna Colang	D	Fr	32	2	8	10	0.3125	17	34	1	1	0	0
Sarah Campbell	F	Jr	28	4	5	9	0.3214	1	2	0	1	0	0
Delia McNally	D	So	25	2	5	7	0.2800	0	0	0	1	0	0
Greer Vogl	D	So	33	1	5	6	0.1818	13	26	0	0	0	0
Megan Dalbec	D	Jr	33	0	4	4	0.1212	13	26	0	0	0	0
Valerie Stoul	F	Jr	32	1	2	3	0.0938	1	2	0	0	0	0
Linda Jensen	D	Fr	30	0	1	1	0.0333	2	4	0	0	0	0
Roxanne Douville	G	Jr	25	0	0	0	0.0000	0	0	0	0	0	0
Emily Ford	F	Fr	26	0	0	0	0.0000	0	0	0	0	0	0
Kelci Lanthier	G	Sr	10	0	0	0	0.0000	0	0	0	0	0	0
