Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Maria Nasta	F	Jr	26	11	27	38	1.4615	20	40	1	5	1	0
Lauren Duran	D	So	23	20	7	27	1.1739	15	30	1	7	0	0
Kristen Smith	F	So	25	16	6	22	0.8800	0	0	3	4	1	0
Rachel Sousa	F	So	25	6	16	22	0.8800	5	10	1	2	0	0
Kelly Gillis	F	Fr	25	10	8	18	0.7200	13	34	5	3	0	0
Hannah Davis	D	So	24	6	10	16	0.6667	7	14	0	6	0	0
Maria Guanci	F	Sr	26	4	12	16	0.6154	6	12	1	3	0	0
Jazz Webber	F	So	26	6	3	9	0.3462	11	22	0	5	0	0
Katelyn Lajoie	F	Jr	26	6	3	9	0.3462	1	2	1	1	0	0
Sandy Parlato	F	Jr	26	2	5	7	0.2692	6	12	0	1	0	0
Emily Brienzo	D	Fr	22	2	4	6	0.2727	22	44	0	1	0	0
Brittany Usmail	D	Fr	26	1	5	6	0.2308	7	14	0	0	0	0
Katie Kirwan	F	So	26	2	3	5	0.1923	4	8	0	0	0	0
Katelyn Corsino	F/D	Jr	26	1	4	5	0.1923	2	4	0	0	0	0
Jacqui Villani	D	Jr	14	0	4	4	0.2857	7	14	0	0	0	0
Whitney Fraleigh	F	Fr	26	0	2	2	0.0769	0	0	0	0	0	0
Amanda Cianciulli	D	Jr	26	0	2	2	0.0769	20	40	0	0	0	0
Katelyn Pohlman	D	Jr	26	1	0	1	0.0385	2	4	0	0	0	0
Darah Thomas	D	Fr	3	0	0	0	0.0000	0	0	0	0	0	0
Aly Garnett	G	So	3	0	0	0	0.0000	0	0	0	0	0	0
Jami Cudmore	G	Fr	3	0	0	0	0.0000	0	0	0	0	0	0
Leah Hallett	G	Fr	21	0	0	0	0.0000	0	0	0	0	0	0
Jessica Sams	G	Sr	1	0	0	0	0.0000	0	0	0	0	0	0
