Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Hannah McGowan	F	Jr	28	14	12	26	0.9286	13	26	1	6	0	0
Olivia Rork	F/RW	Sr	28	15	8	23	0.8214	24	48	3	11	0	0
Danielle Smith	LW	So	26	7	16	23	0.8846	25	58	2	4	0	0
Kelly Salis	D	Sr	27	8	14	22	0.8148	11	22	3	5	0	1
Nina Laurie	F	So	28	9	11	20	0.7143	7	14	2	4	0	1
Ashley Gniewek	F	Jr	24	6	10	16	0.6667	1	2	2	3	0	0
Sarah Connelly	F	So	28	7	7	14	0.5000	14	28	0	2	1	0
Courtney Millar	D	Fr	25	5	5	10	0.4000	19	52	0	0	0	0
Kristin Maton	D	Jr	27	3	6	9	0.3333	12	24	0	2	0	0
Brooke Zaleski	F	Sr	21	2	4	6	0.2857	9	26	0	1	0	0
Lauren Turner	F	So	24	2	4	6	0.2500	11	22	2	1	1	0
Rebecca Hampton	D	So	22	1	3	4	0.1818	3	6	0	1	0	0
Alix Vallee	D	So	28	0	4	4	0.1429	15	30	0	0	0	0
Jenna Corbin	F/C	Sr	24	2	1	3	0.1250	7	14	0	0	0	0
Amanda Gay	D	So	27	1	2	3	0.1111	3	6	0	0	0	0
Lauren Zachwieja	F	Fr	25	1	2	3	0.1200	2	4	0	0	0	0
Ashley Chinn	F	Jr	20	1	1	2	0.1000	0	0	0	0	0	0
Brittany Zeches	G	Sr	19	0	2	2	0.1053	0	0	0	0	0	0
Katie Tong	F	Fr	9	1	0	1	0.1111	2	4	1	0	0	0
Shana Davis	LW	Sr	20	0	1	1	0.0500	2	4	0	0	0	0
Amanda Antos	D	Fr	13	0	0	0	0.0000	1	2	0	0	0	0
Emily Engel	G	Sr	1	0	0	0	0.0000	0	0	0	0	0	0
Emily Michelin	G	So	14	0	0	0	0.0000	0	0	0	0	0	0
Cara Harm	F	Fr	4	0	0	0	0.0000	0	0	0	0	0	0
Kendra Uliana	F	Jr	7	0	0	0	0.0000	1	2	0	0	0	0
Becca Napoli	F	Fr	5	0	0	0	0.0000	0	0	0	0	0	0
Hannah Griffin	F	Jr	1	0	0	0	0.0000	0	0	0	0	0	0
