Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Meghan Hunter	F	So	32	23	22	45	1.4063	7	11	0	1
Kendra Antony	F	Jr	34	12	27	39	1.1471	2	4	0	1
Carla MacLeod	D	Fr	35	2	23	25	0.7143	0	1	0	0
Sis Paulsen	D	Jr	35	8	15	23	0.6571	4	3	0	0
Kerry Weiland	D	Jr	33	8	14	22	0.6667	1	4	0	0
Steph Millar	F	So	34	9	9	18	0.5294	1	2	0	0
Karen Rickard	F	So	35	10	6	16	0.4571	2	1	0	0
Jackie Friesen	F	Fr	33	8	8	16	0.4848	3	2	0	0
Molly Engstrom	D	Fr	35	6	9	15	0.4286	0	4	0	0
Stephanie Boeckmann	F	So	35	5	6	11	0.3143	0	0	0	0
Kathy Devereaux	F	Jr	32	4	7	11	0.3438	0	2	0	0
Kelly Kegley	F	Jr	35	4	7	11	0.3143	2	0	0	0
Jocelyn Cookson	F	Fr	21	3	5	8	0.3810	0	1	0	0
Amy Vermeulen	F	Fr	23	2	5	7	0.3043	0	0	0	0
Julia Ortenzio	F	Jr	35	3	2	5	0.1429	0	0	0	0
Kathryn Greaves	F	So	35	2	2	4	0.1143	0	0	0	0
Jackie MacMillan	G	Jr	35	0	3	3	0.0857	0	0	0	0
Leah Federman	F	Fr	35	1	0	1	0.0286	0	0	0	0
Melanie Schmitt	F	Jr	25	0	1	1	0.0400	0	0	0	0
Jessica Bernal	G	Fr	4	0	0	0	0.0000	0	0	0	0
Jennifer Neary	G	Jr	6	0	0	0	0.0000	0	0	0	0
