Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Michaela Levine	F	Sr	25	10	11	21	0.8400	8	16	2	2	0	0
Emily Krueger	F	Jr	24	5	7	12	0.5000	9	18	0	3	0	0
Talia Simon	D	Sr	25	3	8	11	0.4400	6	12	1	2	0	0
Alex Lovaas	F	So	25	6	4	10	0.4000	11	22	1	0	0	1
Natalie Bernstein	F	Sr	25	5	3	8	0.3200	6	12	1	1	0	0
Chelsey Stevenson	F	Jr	25	4	4	8	0.3200	7	14	0	1	1	0
Annie Rush	F	Fr	22	1	7	8	0.3636	8	16	1	0	0	0
Abby Brustad	F	Fr	25	4	2	6	0.2400	4	8	0	0	0	0
Sara Lehman	F	Jr	24	5	0	5	0.2083	1	2	2	1	0	0
Kearan Burke	F	So	24	3	2	5	0.2083	3	6	2	0	1	0
Candace Lu	D	So	22	0	5	5	0.2273	4	8	0	0	0	0
Eliza Noyes	F	Sr	25	2	2	4	0.1600	0	0	1	0	0	0
Eliza Quigley	D	Fr	24	0	4	4	0.1667	3	6	0	0	0	0
Hanna Beattie	D	Jr	25	1	2	3	0.1200	5	10	0	0	0	0
Emily Eide	D	So	25	0	2	2	0.0800	1	2	0	0	0	0
Claire Mancheski	D	Fr	8	0	2	2	0.2500	1	2	0	0	0	0
Caitlin Buckley	F	Jr	22	0	2	2	0.0909	2	4	0	0	0	0
Olivia Stokes	F	Fr	4	1	0	1	0.2500	1	2	1	0	0	0
Anna Fucillo	F	Fr	22	0	1	1	0.0455	1	2	0	0	0	0
Hadley DesMeules	D	Sr	22	0	1	1	0.0455	0	0	0	0	0	0
Julia Mini	G	Fr	3	0	0	0	0.0000	0	0	0	0	0	0
Margaret Draper	G	Jr	4	0	0	0	0.0000	0	0	0	0	0	0
Christina Cleroux	G	So	18	0	0	0	0.0000	0	0	0	0	0	0
