Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Meaghen Toland	C	Sr	25	8	10	18	0.7200	0	4	1	0
Danielle Darisse	F	Sr	25	8	5	13	0.5200	0	1	1	1
Aimee Provencher	D	Fr	23	3	10	13	0.5652	0	1	0	0
Courtney Caulfield	F	Sr	25	7	5	12	0.4800	1	1	1	0
Kaitlyn Farrell	D	Fr	23	7	2	9	0.3913	0	1	0	0
Ashley Saunders	D	Fr	22	3	5	8	0.3636	1	1	0	0
Abigail Muse	F	Fr	20	2	3	5	0.2500	0	1	0	0
Rebecca Goncarovs	D	Jr	25	1	4	5	0.2000	0	0	0	0
Shannon Ryan	D	Jr	25	2	2	4	0.1600	1	0	1	0
Blythe Kirkpatrick	F	Fr	23	1	3	4	0.1739	0	0	0	0
Jen Spaulding	F	Fr	23	3	0	3	0.1304	0	1	0	0
Bridget Sheerin	F	So	24	1	1	2	0.0833	0	1	0	0
Adia Sovie	F	So	20	1	1	2	0.1000	0	0	0	0
Corrie van Reuth	F	So	22	1	1	2	0.0909	0	0	0	0
Courtney O'Connell	F	Fr	22	0	2	2	0.0909	0	0	0	0
Renee Larosee	F	So	19	0	1	1	0.0526	0	0	0	0
Sarah Kuecher	G	Jr	5	0	0	0	0.0000	0	0	0	0
Kristin Trapilo	G	Fr	1	0	0	0	0.0000	0	0	0	0
Kristin Suslowicz	G	Sr	21	0	0	0	0.0000	0	0	0	0
Courtney Carthas	D	So	12	0	0	0	0.0000	0	0	0	0
Brittany Rogers	D	Fr	3	0	0	0	0.0000	0	0	0	0
